Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Зональная																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
1	"Число избирателей, внесенных в списки избирателей"	15418	1998	2826	239	168	1114	1369	799	1417	346	356	2449	1392	945					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14900	1905	2747	242	167	1092	1297	778	1390	335	330	2354	1339	924					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9014	1134	1757	164	101	676	774	537	835	207	206	1344	790	489					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	491	62	89	14	8	53	31	15	42	15	9	68	34	51					
6	Число погашенных избирательных бюллетеней	5395	709	901	64	58	363	492	226	513	113	115	942	515	384					
7	Число избирательных бюллетеней в переносных ящиках для голосования	491	62	89	14	8	53	31	15	42	15	9	68	34	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9012	1133	1756	164	101	676	774	537	835	207	206	1344	790	489					
9	Число недействительных избирательных бюллетеней	100	7	19	6	4	10	4	4	8	7	4	6	6	15					
10	Число действительных избирательных бюллетеней	9403	1188	1826	172	105	719	801	548	869	215	211	1406	818	525					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	99	12	17	2	6	6	7	5	8	2	2	15	8	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	56	4	17	0	4	2	7	2	4	0	0	8	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	65	7	20	2	1	6	7	3	6	2	3	6	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	43	8	0	2	2	4	0	3	4	2	2	7	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	391	54	69	1	3	59	23	16	47	9	6	48	30	26					
		4.11%	4.52%	3.74%	0.56%	2.75%	8.09%	2.86%	2.90%	5.36%	4.05%	2.79%	3.40%	3.64%	4.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	4	13	0	2	3	1	1	1	0	1	4	7	1					
		0.40%	0.33%	0.70%	0.00%	1.83%	0.41%	0.12%	0.18%	0.11%	0.00%	0.47%	0.28%	0.85%	0.19%					
20	3.Политическая партия «Демократическая партия России»	5	1	0	0	0	0	1	1	0	0	0	0	1	1					
		0.05%	0.08%	0.00%	0.00%	0.00%	0.00%	0.12%	0.18%	0.00%	0.00%	0.00%	0.00%	0.12%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1389	170	309	18	9	101	105	45	145	18	28	204	147	90					
