Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Жиздринская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в список"	8674	304	134	280	470	259	286	452	279	544	272	260	298	294	193	2892	1457					
2	Число полученных избирательных бюллетеней	7736	268	122	251	421	235	249	410	250	487	245	231	266	264	174	2586	1277					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4601	195	67	155	253	144	157	272	169	201	137	142	201	135	111	1581	681					
5	"Число избирательных бюллетеней, выданных вне помещения"	1405	59	19	82	157	68	80	93	66	208	83	73	54	94	58	108	103					
6	Число погашенных избирательных бюллетеней	1730	14	36	14	11	23	12	45	15	78	25	16	11	35	5	897	493					
7	Число избирательных бюллетеней в переносных ящиках	1405	59	19	82	157	68	80	93	66	208	83	73	54	94	58	108	103					
8	Число бюллетеней в стационарных ящиках для голосования	4601	195	67	155	253	144	157	272	169	201	137	142	201	135	111	1581	681					
9	Число недействительных избирательных бюллетеней	53	2	6	2	3	0	0	1	0	8	0	7	0	3	0	15	6					
10	Число действительных избирательных бюллетеней	5953	252	80	235	407	212	237	364	235	401	220	208	255	226	169	1674	778					
11	Число полученных открепительных  удостоверений	97	4	3	4	4	3	4	4	4	4	3	4	4	4	3	30	15					
12	Число выданных открепительных удостоверений	45	1	0	0	0	2	0	0	4	2	0	4	0	1	0	26	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	3	1	2	2	0	6	4	1	1	0	3	3	1	0	12	2					
14	Число неиспользованных открепительных удостоверений	52	3	3	4	4	1	4	4	0	2	3	0	4	3	3	4	10					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	125	9	2	3	4	1	6	2	9	3	5	4	1	5	2	49	20					
		2.08%	3.54%	2.33%	1.27%	0.98%	0.47%	2.53%	0.55%	3.83%	0.73%	2.27%	1.86%	0.39%	2.18%	1.18%	2.90%	2.55%					
19	. Малышкин Олег Александрович	139	6	3	0	6	13	5	6	4	14	6	4	3	1	5	40	23					
		2.31%	2.36%	3.49%	0.00%	1.46%	6.13%	2.11%	1.64%	1.70%	3.42%	2.73%	1.86%	1.18%	0.44%	2.96%	2.37%	2.93%					
20	. Миронов Сергей Михайлович	42	5	0	1	3	2	1	3	3	4	0	1	0	2	0	14	3					
		0.70%	1.97%	0.00%	0.42%	0.73%	0.94%	0.42%	0.82%	1.28%	0.98%	0.00%	0.47%	0.00%	0.87%	0.00%	0.83%	0.38%					
21	. Путин Владимир Владимирович	4297	189	63	196	333	169	177	287	185	295	177	144	176	144	115	1119	528					
		71.55%	74.41%	73.26%	82.70%	81.22%	79.72%	74.68%	78.63%	78.72%	72.13%	80.45%	66.98%	69.02%	62.88%	68.05%	66.25%	67.35%					
22	. Хакамада Ирина Муцуовна	79	3	0	2	3	1	3	2	2	10	0	0	4	3	3	31	12					
		1.32%	1.18%	0.00%	0.84%	0.73%	0.47%	1.27%	0.55%	0.85%	2.44%	0.00%	0.00%	1.57%	1.31%	1.78%	1.84%	1.53%					
23	. Харитонов Николай Михайлович	1157	35	11	28	55	21	45	54	24	73	26	54	66	67	44	383	171					
		19.26%	13.78%	12.79%	11.81%	13.41%	9.91%	18.99%	14.79%	10.21%	17.85%	11.82%	25.12%	25.88%	29.26%	26.04%	22.68%	21.81%					
																							
24	Против всех	114	5	1	5	3	5	0	10	8	2	6	1	5	4	0	38	21					
		1.90%	1.97%	1.16%	2.11%	0.73%	2.36%	0.00%	2.74%	3.40%	0.49%	2.73%	0.47%	1.96%	1.75%	0.00%	2.25%	2.68%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
