Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Вожегодская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203									
1	"Число избирателей, включенных в список избирателей"	11614	2281	1585	1464	113	523	136	95	1466	101	312	94	165	160	471	419	291	533	134	166	120	218	349	418									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11580	2300	1550	1500	100	530	120	90	1500	110	300	90	170	160	460	400	290	570	120	140	110	210	360	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5691	1335	887	602	59	220	53	35	696	50	121	55	86	108	200	208	61	290	65	70	53	109	144	184									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1434	99	101	113	8	121	44	32	128	12	58	16	34	13	97	120	123	66	16	44	17	29	69	74									
6	Число погашенных избирательных бюллетеней	4455	866	562	785	33	189	23	23	676	48	121	19	50	39	163	72	106	214	39	26	40	72	147	142									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1434	99	101	113	8	121	44	32	128	12	58	16	34	13	97	120	123	66	16	44	17	29	69	74									
8	Число бюллетеней в стационарных ящиках для голосования	5690	1335	887	602	58	220	53	35	696	50	121	55	86	108	200	208	61	290	65	70	53	109	144	184									
9	Число недействительных избирательных бюллетеней	43	9	5	7	1	1	1	0	6	0	1	0	0	0	3	1	0	5	0	0	0	0	2	1									
