Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Спасская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265					
1	"Число избирателей, внесенных в список избирателей"	22872	1105	94	600	172	509	869	486	655	894	611	124	239	476	314	375	117	417	346	159	150	224	288	298	983	844	1015	394	190	1056	964	1498	1161	402	173	585	1248	1129	1708					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23140	1120	89	617	179	523	828	497	660	914	624	128	229	483	296	360	123	431	356	163	150	221	281	306	1019	856	1027	402	196	1049	978	1523	1165	416	179	583	1278	1145	1746					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10540	439	68	311	104	273	281	181	309	398	316	66	132	272	92	260	58	183	200	89	92	121	120	157	446	393	465	172	86	503	341	633	484	170	94	261	566	462	942					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1582	98	4	39	12	21	204	42	10	39	39	9	29	21	190	15	5	35	24	0	7	6	58	3	44	50	65	16	11	46	101	24	38	7	11	49	83	39	88					
6	Число погашенных избирательных бюллетеней	11002	583	17	267	63	229	343	274	341	477	269	53	68	190	14	85	60	213	132	74	51	94	103	146	529	413	497	214	99	500	536	866	643	239	74	273	629	628	716					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1598	98	4	39	12	21	204	42	10	39	39	9	29	21	190	15	5	35	24	0	7	6	58	3	44	50	65	16	11	46	101	24	38	7	11	49	83	55	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10537	439	68	311	104	270	281	181	309	398	316	66	132	272	92	260	58	183	200	89	92	121	120	157	446	393	465	172	86	503	341	633	484	170	94	261	566	462	942					
9	Число недействительных избирательных бюллетеней	338	21	1	9	3	7	42	15	11	9	5	1	1	2	1	8	2	4	8	4	0	1	8	5	19	8	9	2	0	23	13	17	15	6	3	11	17	10	17					
10	Число действительных избирательных бюллетеней	11797	516	71	341	113	284	443	208	308	428	350	74	160	291	281	267	61	214	216	85	99	126	170	155	471	435	521	186	97	526	429	640	507	171	102	299	632	507	1013					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	443	11	1	11	7	10	6	10	15	15	12	5	5	10	0	5	5	10	10	5	5	0	5	9	15	10	16	10	5	20	18	25	27	15	5	10	25	25	45					
