Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Себежская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670					
1	"Число избирателей, внесенных в списки"	18830	1590	864	630	942	1080	624	555	1365	752	809	542	419	471	233	367	131	294	418	109	232	261	359	331	365	862	684	355	520	330	132	206	337	290	263	1108					
2	"Число бюллетеней, полученных участковыми комиссиями"	16868	1399	775	533	832	959	544	489	1223	683	729	483	377	426	208	330	133	268	383	113	207	231	318	298	319	778	620	318	473	295	130	190	304	260	237	1003					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8968	682	399	302	406	409	285	273	785	401	457	304	212	171	76	219	62	137	199	40	54	124	170	141	130	407	316	90	202	141	65	108	156	146	147	752					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2201	33	20	40	13	19	10	8	53	21	44	25	134	124	82	41	30	68	98	14	135	61	109	134	100	90	14	83	169	83	43	57	85	71	58	32					
6	Число погашенных бюллетеней	5699	684	356	191	413	531	249	208	385	261	228	154	31	131	50	70	41	63	86	59	18	46	39	23	89	281	290	145	102	71	22	25	63	43	32	219					
7	Число бюллетеней в переносных ящиках для голосования	2201	33	20	40	13	19	10	8	53	21	44	25	134	124	82	41	30	68	98	14	135	61	109	134	100	90	14	83	169	83	43	57	85	71	58	32					
8	Число бюллетеней в стационарных ящиках для голосования	8966	682	399	302	406	409	285	273	785	401	457	303	212	171	76	219	62	137	199	40	54	124	170	141	130	407	316	90	202	141	65	108	156	146	147	751					
9	Число недействительных бюллетеней	159	14	8	5	8	3	3	2	12	2	5	9	1	8	5	9	5	3	8	0	1	4	1	5	6	4	1	0	3	0	0	5	2	6	4	7					
10	Число действительных бюллетеней	11008	701	411	337	411	425	292	279	826	420	496	319	345	287	153	251	87	202	289	54	188	181	278	270	224	493	329	173	368	224	108	160	239	211	201	776					
