Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Апастовская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933					
1	"Число избирателей, внесенных в список избирателей"	16047	746	676	1023	851	305	254	138	195	355	206	243	320	181	221	239	203	164	93	223	164	340	207	224	116	324	117	136	108	693	619	383	449	276	76	194	233	90	320	283	113	446	231	101	324	210	397	118	269	126	303	398	297	144	143	156	194	89					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16473	789	751	1119	886	309	256	138	196	400	213	257	321	183	223	240	209	165	94	224	168	340	207	228	116	329	118	136	109	695	622	386	449	277	78	203	232	90	325	287	113	446	231	101	327	210	405	120	273	126	304	398	302	146	143	159	211	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15411	702	640	972	832	285	253	136	195	339	194	222	294	181	221	236	196	161	83	212	157	279	198	219	114	296	112	127	107	661	611	377	442	267	66	191	223	89	310	277	107	420	229	97	324	207	381	114	262	126	301	393	289	142	137	136	180	89					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	594	29	36	51	19	20	0	2	0	16	12	21	26	0	0	3	7	3	10	11	7	60	9	5	2	28	5	9	1	15	5	4	6	9	10	3	9	1	10	6	6	26	2	4	0	3	16	4	6	0	2	5	8	2	6	20	14	0					
6	Число погашенных избирательных бюллетеней	468	58	75	96	35	4	3	0	1	45	7	14	1	2	2	1	6	1	1	1	4	1	0	4	0	5	1	0	1	19	6	5	1	1	2	9	0	0	5	4	0	0	0	0	3	0	8	2	5	0	1	0	5	2	0	3	17	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	594	29	36	51	19	20	0	2	0	16	12	21	26	0	0	3	7	3	10	11	7	60	9	5	2	28	5	9	1	15	5	4	6	9	10	3	9	1	10	6	6	26	2	4	0	3	16	4	6	0	2	5	8	2	6	20	14	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15411	702	640	972	832	285	253	136	195	339	194	222	294	181	221	236	196	161	83	212	157	279	198	219	114	296	112	127	107	661	611	377	442	267	66	191	223	89	310	277	107	420	229	97	324	207	381	114	262	126	301	393	289	142	137	136	180	89					
9	Число недействительных избирательных бюллетеней	83	10	15	2	10	0	0	0	0	0	3	2	3	1	0	6	0	0	0	3	2	1	1	1	0	0	0	0	0	1	2	0	0	3	0	1	0	0	8	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	15922	721	661	1021	841	305	253	138	195	355	203	241	317	180	221	233	203	164	93	220	162	338	206	223	116	324	117	136	108	675	614	381	448	273	76	193	232	90	312	283	113	446	231	101	324	210	390	117	268	126	303	398	297	144	143	156	194	89					
