Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Кировская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
1	"Число избирателей, внесенных в списки"	15153	1264	917	823	1492	1630	1695	1671	681	1370	1359	1176	759	316					
2	"Число бюллетеней, полученных участковыми комиссиями"	14130	1200	850	760	1400	1500	1600	1550	650	1300	1250	1050	720	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6387	574	404	322	572	698	755	641	413	466	503	403	412	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	349	38	46	25	12	24	25	28	41	25	13	21	36	15					
6	Число погашенных бюллетеней	7394	588	400	413	816	778	820	881	196	809	734	626	272	61					
7	Число бюллетеней в переносных ящиках для голосования	349	38	46	25	12	24	25	28	41	25	13	21	36	15					
8	Число бюллетеней в стационарных ящиках для голосования	6382	574	404	322	572	698	756	635	413	466	503	403	412	224					
9	Число недействительных бюллетеней	252	0	0	35	55	29	16	33	14	3	32	17	0	18					
10	Число действительных бюллетеней	6479	612	450	312	529	693	765	630	440	488	484	407	448	221					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	130	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	18	2	1	1	0	1	2	3	0	7	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	11	0	0	0	0	4	1	2	0	1	2	0	0	1					
14	Число погашенных открепительных удостоверений	112	8	9	9	10	9	8	7	10	3	9	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	69	5	5	1	6	1	11	5	0	9	8	7	0	11					
		1.02%	0.81%	1.11%	0.28%	1.02%	0.13%	1.40%	0.75%	0.0%	1.83%	1.55%	1.65%	0.0%	4.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	225	15	11	9	28	28	28	49	15	13	13	9	0	7					
		3.34%	2.45%	2.44%	2.59%	4.79%	3.87%	3.58%	7.39%	3.30%	2.64%	2.51%	2.12%	0.0%	2.92%					
