Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Степновская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187					
1	"Число избирателей, внесенных в список избирателей"	15551	931	317	753	276	176	1195	349	2886	164	1180	698	1929	1592	1437	1255	413					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15450	900	300	750	270	170	1200	360	2900	160	1180	710	1920	1590	1430	1200	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6891	468	201	440	156	108	545	199	968	94	589	329	722	784	642	551	95					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	805	14	0	35	10	17	68	36	195	2	36	50	107	92	91	50	2					
6	Число погашенных избирательных бюллетеней	7754	418	99	275	104	45	587	125	1737	64	555	331	1091	714	697	599	313					
7	Число избирательных бюллетеней в переносных ящиках для голосования	805	14	0	35	10	17	68	36	195	2	36	50	107	92	91	50	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6881	468	201	439	156	108	545	199	968	94	589	329	722	775	642	551	95					
9	Число недействительных избирательных бюллетеней	137	3	0	11	3	2	14	2	9	10	23	10	17	12	12	8	1					
10	Число действительных избирательных бюллетеней	7549	479	201	463	163	123	599	233	1154	86	602	369	812	855	721	593	96					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	192	10	5	10	5	5	10	15	20	5	15	10	20	27	15	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	109	0	0	3	1	1	5	15	12	0	12	7	8	24	11	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	1	3	7	3	2	8	2	7	3	3	4	7	10	4	9	1					
14	Число погашенных неиспользованных открепительных удостоверений	83	10	5	7	4	4	5	0	8	5	3	3	12	3	4	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	3	0	1	0	0	2	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	827	36	12	65	9	17	44	24	114	8	75	57	107	100	90	53	16					
		10.76%	7.47%	5.97%	13.71%	5.42%	13.60%	7.18%	10.21%	9.80%	8.33%	12.00%	15.04%	12.91%	11.53%	12.28%	8.82%	16.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1265	26	0	72	17	19	101	31	123	9	161	87	207	164	113	123	12					
		16.46%	5.39%	0.00%	15.19%	10.24%	15.20%	16.48%	13.19%	10.58%	9.38%	25.76%	22.96%	24.97%	18.92%	15.42%	20.47%	12.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	6	0	3	1	0	5	1	5	0	5	5	10	14	6	7	1					
		0.90%	1.24%	0.00%	0.63%	0.60%	0.00%	0.82%	0.43%	0.43%	0.00%	0.80%	1.32%	1.21%	1.61%	0.82%	1.16%	1.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1292	87	15	41	20	15	155	60	200	5	65	30	100	172	174	116	37					
		16.81%	18.05%	7.46%	8.65%	12.05%	12.00%	25.29%	25.53%	17.20%	5.21%	10.40%	7.92%	12.06%	19.84%	23.74%	19.30%	38.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	5	10	3	1	2	9	3	6	0	6	1	4	15	8	8	2					
		1.08%	1.04%	4.98%	0.63%	0.60%	1.60%	1.47%	1.28%	0.52%	0.00%	0.96%	0.26%	0.48%	1.73%	1.09%	1.33%	2.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4004	319	164	278	115	70	284	114	703	64	289	188	384	390	330	284	28					
		52.09%	66.18%	81.59%	58.65%	69.28%	56.00%	46.33%	48.51%	60.45%	66.67%	46.24%	49.60%	46.32%	44.98%	45.02%	47.25%	28.87%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	9	0	0	1	0	0	1	0	3	0	1	1	0	0	0	2	0					
		0.12%	0.00%	0.00%	0.21%	0.00%	0.00%	0.16%	0.00%	0.26%	0.00%	0.16%	0.26%	0.00%	0.00%	0.00%	0.33%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
