Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Балахнинская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189					
1	"Число избирателей, внесенных в списки"	68333	2767	2670	2600	2843	1295	1519	2805	2741	1933	1134	2836	2585	2833	2707	2707	2882	2709	2791	2786	1640	1489	1647	1571	1120	1717	1827	644	1376	1019	2469	564	482	1214	912	374	1125					
2	"Число бюллетеней, полученных участковыми комиссиями"	62300	2500	2450	2350	2600	1200	1400	2550	2500	1750	1050	2600	2350	2600	2450	2450	2600	2500	2550	2550	1500	1400	1500	1450	1000	1550	1650	600	1250	950	2150	500	450	1100	850	350	1050					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27585	1226	1446	1146	1297	450	493	1191	1120	649	411	1093	1016	1075	1189	1084	1061	1228	1310	1113	504	633	685	666	352	697	761	222	495	398	888	180	170	503	254	91	488					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1292	47	28	16	29	16	44	60	31	39	21	25	30	29	33	41	50	33	23	68	55	4	2	5	23	14	9	36	46	23	41	96	45	65	9	64	92					
6	Число погашенных бюллетеней	33420	1227	974	1187	1274	734	863	1299	1349	1062	618	1482	1304	1496	1228	1325	1489	1239	1217	1369	941	763	813	779	625	839	880	342	709	529	1221	224	235	532	587	195	470					
7	Число бюллетеней в переносных ящиках для голосования	1293	47	28	16	29	16	44	60	31	39	21	25	30	29	33	41	50	33	24	68	55	4	2	5	23	14	9	36	46	23	41	96	45	65	9	64	92					
8	Число бюллетеней в стационарных ящиках для голосования	27577	1226	1446	1146	1297	450	493	1189	1119	649	411	1093	1016	1075	1186	1084	1061	1228	1310	1113	504	633	685	666	352	696	761	222	495	398	887	180	170	503	254	91	488					
9	Число недействительных бюллетеней	641	29	9	32	30	10	10	26	21	21	14	25	17	13	25	17	14	13	39	17	21	24	16	18	11	14	22	11	26	7	24	11	13	9	3	5	24					
10	Число действительных бюллетеней	28229	1244	1465	1130	1296	456	527	1223	1129	667	418	1093	1029	1091	1194	1108	1097	1248	1295	1164	538	613	671	653	364	696	748	247	515	414	904	265	202	559	260	150	556					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	980	40	40	40	40	20	20	40	40	20	20	40	40	40	40	40	40	40	40	40	20	20	20	20	20	20	20	10	20	20	20	10	10	20	20	10	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	262	8	19	13	14	6	4	6	12	5	0	10	6	9	4	13	13	15	18	11	4	7	6	5	1	6	10	0	1	3	8	1	0	2	20	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	230	6	9	7	8	7	6	5	7	23	2	4	16	3	0	12	10	7	4	25	5	5	1	1	8	6	3	6	2	4	10	3	4	5	0	4	2					
14	Число погашенных открепительных удостоверений	718	32	21	27	26	14	16	34	28	15	20	30	34	31	36	27	27	25	22	29	16	13	14	15	19	14	10	10	19	17	12	9	10	18	0	9	19					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	396	14	16	15	17	4	10	17	11	6	10	18	15	9	13	10	7	13	14	11	7	13	17	9	8	15	8	6	6	7	17	8	5	12	9	4	15					
		1.37%	1.09%	1.08%	1.29%	1.28%	0.85%	1.86%	1.36%	0.95%	0.87%	2.31%	1.61%	1.43%	0.81%	1.06%	0.88%	0.63%	1.03%	1.04%	0.93%	1.25%	2.04%	2.47%	1.34%	2.13%	2.11%	1.03%	2.32%	1.10%	1.66%	1.83%	2.89%	2.32%	2.11%	3.42%	2.58%	2.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1669	93	108	64	93	28	27	54	79	41	15	71	68	89	89	95	56	83	77	74	22	28	24	27	25	45	32	13	22	16	49	3	11	18	16	3	11					
		5.78%	7.30%	7.32%	5.50%	7.01%	6.00%	5.02%	4.32%	6.86%	5.95%	3.47%	6.35%	6.50%	8.06%	7.30%	8.44%	5.04%	6.58%	5.77%	6.26%	3.93%	4.39%	3.49%	4.02%	6.66%	6.33%	4.15%	5.03%	4.06%	3.80%	5.28%	1.08%	5.11%	3.16%	6.08%	1.93%	1.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1117	59	52	56	50	17	32	27	61	21	22	34	34	32	53	40	45	52	65	37	19	16	16	22	18	43	32	8	26	37	31	6	10	17	4	8	15					
