Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Мосальская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543					
1	"Число избирателей, внесенных в список"	7340	346	258	221	234	298	132	253	154	117	475	109	99	106	170	278	275	139	105	261	1689	1621					
2	Число полученных избирательных бюллетеней	6730	340	260	230	240	290	130	280	155	120	480	110	105	110	170	310	280	160	110	250	1300	1300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4248	156	197	61	153	160	81	179	131	85	251	60	72	58	113	156	137	106	71	93	965	963					
5	"Число избирательных бюллетеней, выданных вне помещения"	1575	162	44	129	52	96	45	74	0	30	136	45	19	39	45	104	120	29	23	133	158	92					
6	Число погашенных избирательных бюллетеней	907	22	19	40	35	34	4	27	24	5	93	5	14	13	12	50	23	25	16	24	177	245					
7	Число избирательных бюллетеней в переносных ящиках	1575	162	44	129	52	96	45	74	0	30	136	45	19	39	45	104	120	29	23	133	158	92					
8	Число бюллетеней в стационарных ящиках для голосования	4248	156	197	61	153	160	81	179	131	85	251	60	72	58	113	156	137	106	71	93	965	963					
9	Число недействительных избирательных бюллетеней	47	2	1	0	0	3	0	1	2	1	1	0	0	1	0	2	2	0	0	0	13	18					
10	Число действительных избирательных бюллетеней	5776	316	240	190	205	253	126	252	129	114	386	105	91	96	158	258	255	135	94	226	1110	1037					
11	Число полученных открепительных  удостоверений	116	3	2	3	3	3	3	3	2	2	4	2	2	2	2	3	3	2	2	3	23	44					
12	Число выданных открепительных удостоверений	73	0	1	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	23	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	2	1	0	0	3	1	0	0	1	2	1	1	0	3	4	1	4	0	1	12	4					
14	Число неиспользованных открепительных удостоверений	43	3	1	0	3	3	3	2	2	2	3	2	1	2	2	3	3	2	1	3	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	124	9	2	3	1	3	2	7	4	2	7	1	0	0	4	2	0	1	0	5	44	27					
		2.13%	2.83%	0.83%	1.58%	0.49%	1.17%	1.59%	2.77%	3.05%	1.74%	1.81%	0.95%	0.00%	0.00%	2.53%	0.77%	0.00%	0.74%	0.00%	2.21%	3.92%	2.56%					
19	. Малышкин Олег Александрович	87	2	9	1	3	1	2	7	1	3	7	1	0	1	0	0	2	2	1	4	16	24					
		1.49%	0.63%	3.73%	0.53%	1.46%	0.39%	1.59%	2.77%	0.76%	2.61%	1.81%	0.95%	0.00%	1.03%	0.00%	0.00%	0.78%	1.48%	1.06%	1.77%	1.42%	2.27%					
20	. Миронов Сергей Михайлович	24	1	0	1	0	1	0	1	2	0	2	0	0	2	0	1	3	0	1	0	3	6					
		0.41%	0.31%	0.00%	0.53%	0.00%	0.39%	0.00%	0.40%	1.53%	0.00%	0.52%	0.00%	0.00%	2.06%	0.00%	0.38%	1.17%	0.00%	1.06%	0.00%	0.27%	0.57%					
21	. Путин Владимир Владимирович	4596	274	186	145	178	211	113	187	86	89	283	92	87	76	130	198	236	108	83	193	829	812					
		78.93%	86.16%	77.18%	76.32%	86.83%	82.42%	89.68%	73.91%	65.65%	77.39%	73.13%	87.62%	95.60%	78.35%	82.28%	76.15%	91.83%	80.00%	88.30%	85.40%	73.82%	76.97%					
22	. Хакамада Ирина Муцуовна	92	1	4	1	1	3	2	6	0	1	9	1	0	2	1	1	1	1	0	1	36	20					
		1.58%	0.31%	1.66%	0.53%	0.49%	1.17%	1.59%	2.37%	0.00%	0.87%	2.33%	0.95%	0.00%	2.06%	0.63%	0.38%	0.39%	0.74%	0.00%	0.44%	3.21%	1.90%					
23	. Харитонов Николай Михайлович	763	24	37	36	20	33	5	42	32	19	67	10	4	15	20	52	10	21	8	21	159	128					
		13.10%	7.55%	15.35%	18.95%	9.76%	12.89%	3.97%	16.60%	24.43%	16.52%	17.31%	9.52%	4.40%	15.46%	12.66%	20.00%	3.89%	15.56%	8.51%	9.29%	14.16%	12.13%					
																												
24	Против всех	90	5	2	3	2	1	2	2	4	0	11	0	0	0	3	4	3	2	1	2	23	20					
		1.55%	1.57%	0.83%	1.58%	0.98%	0.39%	1.59%	0.79%	3.05%	0.00%	2.84%	0.00%	0.00%	0.00%	1.90%	1.54%	1.17%	1.48%	1.06%	0.88%	2.05%	1.90%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
