Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    район Старое Крюково																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №3149	УИК №3150	УИК №3151	УИК №3152	УИК №3153	УИК №3154	УИК №3155	УИК №3156	УИК №3157	УИК №3158	УИК №3159	УИК №3160	УИК №3161	УИК №3162	УИК №3163	УИК №3164					
1	"Число избирателей, внесенных в список избирателей"	21782	1282	1436	1391	1335	1307	1577	1406	1374	1327	1311	1376	1206	1112	1362	1424	1556					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19100	1100	1200	1200	1200	1200	1400	1200	1200	1200	1100	1200	1100	1000	1200	1200	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11108	678	715	713	730	651	784	787	715	669	571	752	577	557	706	722	781					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	479	39	21	27	37	31	20	60	49	32	36	21	14	11	30	26	25					
6	Число погашенных избирательных бюллетеней	7513	383	464	460	433	518	596	353	436	499	493	427	509	432	464	452	594					
7	Число избирательных бюллетеней в переносных ящиках для голосования	479	39	21	27	37	31	20	60	49	32	36	21	14	11	30	26	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11066	675	713	710	728	650	783	787	715	642	571	752	577	556	706	721	780					
9	Число недействительных избирательных бюллетеней	167	11	17	10	19	13	16	7	11	5	6	13	8	6	9	7	9					
10	Число действительных избирательных бюллетеней	11378	703	717	727	746	668	787	840	753	669	601	760	583	561	727	740	796					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	459	37	25	44	30	20	30	25	20	29	25	20	30	23	31	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	400	27	22	38	23	15	24	22	17	27	23	19	28	21	29	33	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	311	20	27	19	14	4	17	43	14	22	15	15	17	10	19	43	12					
14	Число погашенных неиспользованных открепительных удостоверений	59	10	3	6	7	5	6	3	3	2	2	1	2	2	2	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	1	2	4	0	4	4	5	1	1	3	1	0	6	1	3	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1980	127	109	118	127	138	141	152	111	132	91	139	86	111	132	132	134					
		17.15%	17.79%	14.85%	16.01%	16.60%	20.26%	17.56%	17.95%	14.53%	19.58%	14.99%	17.98%	14.55%	19.58%	17.93%	17.67%	16.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1693	112	136	131	84	87	141	99	112	86	92	97	98	90	105	98	125					
		14.66%	15.69%	18.53%	17.77%	10.98%	12.78%	17.56%	11.69%	14.66%	12.76%	15.16%	12.55%	16.58%	15.87%	14.27%	13.12%	15.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	191	10	12	23	11	13	7	16	16	11	5	9	12	12	8	11	15					
		1.65%	1.40%	1.63%	3.12%	1.44%	1.91%	0.87%	1.89%	2.09%	1.63%	0.82%	1.16%	2.03%	2.12%	1.09%	1.47%	1.86%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2720	191	170	158	223	169	157	186	182	172	167	192	130	130	165	152	176					
		23.56%	26.75%	23.16%	21.44%	29.15%	24.82%	19.55%	21.96%	23.82%	25.52%	27.51%	24.84%	21.99%	22.93%	22.42%	20.35%	21.86%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1245	83	74	72	93	80	66	114	83	67	59	85	64	50	87	89	79					
		10.78%	11.62%	10.08%	9.77%	12.16%	11.75%	8.22%	13.46%	10.86%	9.94%	9.72%	10.99%	10.83%	8.82%	11.82%	11.91%	9.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3428	170	207	215	200	179	266	271	238	196	182	229	185	160	221	250	259					
		29.69%	23.81%	28.20%	29.17%	26.14%	26.28%	33.13%	31.99%	31.15%	29.08%	29.98%	29.62%	31.30%	28.22%	30.03%	33.47%	32.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	121	10	9	10	8	2	9	2	11	5	5	9	8	8	9	8	8					
		1.05%	1.40%	1.23%	1.36%	1.05%	0.29%	1.12%	0.24%	1.44%	0.74%	0.82%	1.16%	1.35%	1.41%	1.22%	1.07%	0.99%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
