Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Озинская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256					
1	"Число избирателей, внесенных в список избирателей"	16354	510	511	501	507	525	513	580	531	550	574	610	579	545	583	578	1032	659	176	704	745	171	652	612	872	512	451	540	494	537					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16592	524	517	504	520	523	516	580	541	561	584	584	583	547	592	587	1068	664	176	709	778	174	653	636	876	527	466	554	509	539					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9871	387	325	363	281	280	271	307	262	312	435	343	347	338	368	379	587	354	139	324	481	126	366	397	531	339	245	331	361	292					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1477	26	60	21	39	34	64	57	42	42	29	32	60	67	45	45	66	62	8	47	112	5	44	64	108	71	45	66	40	76					
6	Число погашенных избирательных бюллетеней	5244	111	132	120	200	209	181	216	237	207	120	209	176	142	179	163	415	248	29	338	185	43	243	175	237	117	176	157	108	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1477	26	60	21	39	34	64	57	42	42	29	32	60	67	45	45	66	62	8	47	112	5	44	64	108	71	45	66	40	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9871	387	325	363	281	280	271	307	262	312	435	343	347	338	368	379	587	354	139	324	481	126	366	397	531	339	245	331	361	292					
9	Число недействительных избирательных бюллетеней	143	4	2	1	1	0	3	2	9	3	3	0	11	5	21	6	11	6	1	2	5	9	0	7	0	7	7	5	0	12					
10	Число действительных избирательных бюллетеней	11205	409	383	383	319	314	332	362	295	351	461	375	396	400	392	418	642	410	146	369	588	122	410	454	639	403	283	392	401	356					
