Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Гагаринский район																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №3255					
1	"Число избирателей, внесенных в списки избирателей"	50345	2771	2270	1979	1894	2508	2248	2004	1834	2010	1887	2106	1629	2459	2665	2559	2593	2547	2213	2331	2502	2360	2810	166					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40400	2200	1800	1550	1550	2000	1800	1700	1450	1600	1550	1700	1300	1900	2100	2050	2050	2100	1700	1900	2000	1850	2300	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26143	1375	1244	1045	1062	1228	1153	1021	938	1067	1054	1082	888	1344	1428	1300	1321	1232	1121	1235	1314	1083	1442	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	739	45	26	49	24	41	21	27	17	16	23	31	18	29	50	43	39	48	36	48	45	31	32	0					
6	Число погашенных избирательных бюллетеней	13518	780	530	456	464	731	626	652	495	517	473	587	394	527	622	707	690	820	543	617	641	736	826	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	738	45	26	49	24	40	21	27	17	16	23	31	18	29	50	43	39	48	36	48	45	31	32	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25879	1368	1219	1044	1055	1186	1152	1018	937	1066	1054	1078	887	1333	1417	1297	1321	1179	1119	1219	1311	1078	1375	166					
9	Число недействительных избирательных бюллетеней	412	24	27	12	22	22	20	16	10	24	7	13	22	20	26	19	15	12	16	23	18	19	25	0					
10	Число действительных избирательных бюллетеней	26205	1389	1218	1081	1057	1204	1153	1029	944	1058	1070	1096	883	1342	1441	1321	1345	1215	1139	1244	1338	1090	1382	166					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	990	40	40	40	40	60	50	40	40	40	40	40	30	50	50	50	40	60	40	40	40	50	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	763	35	31	30	33	45	44	32	32	34	34	25	24	31	43	39	29	52	28	34	24	30	54	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1129	52	63	111	50	43	68	23	46	44	28	37	58	94	44	62	63	20	36	24	42	21	32	68					
