Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Вичугская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399					
1	"Число избирателей, внесенных в списки избирателей"	16372	1586	1604	1213	1263	1380	1404	1397	366	151	184	694	310	218	248	300	228	409	140	339	67	101	88	723	82	458	221	591	607					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16543	1560	1570	1210	1230	1360	1410	1400	390	165	180	700	300	230	270	330	230	430	150	350	69	99	90	740	80	500	250	620	630					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7406	759	773	586	613	597	657	617	182	66	81	366	111	76	169	183	121	81	66	121	41	11	53	311	13	197	55	228	272					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2273	76	69	163	108	150	77	149	76	23	55	78	114	80	16	38	44	212	35	81	3	47	11	71	47	83	129	132	106					
6	Число погашенных избирательных бюллетеней	6864	725	728	461	509	613	676	634	132	76	44	256	75	74	85	109	65	137	49	148	25	41	26	358	20	220	66	260	252					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2273	76	69	163	108	150	77	149	76	23	55	78	114	80	16	38	44	212	35	81	3	47	11	71	47	83	129	132	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7406	759	773	586	613	597	657	617	182	66	81	366	111	76	169	183	121	81	66	121	41	11	53	311	13	197	55	228	272					
9	Число недействительных избирательных бюллетеней	82	12	6	6	10	7	10	4	2	1	0	2	2	2	0	3	1	1	1	0	1	0	0	5	0	2	1	1	2					
10	Число действительных избирательных бюллетеней	9597	823	836	743	711	740	724	762	256	88	136	442	223	154	185	218	164	292	100	202	43	58	64	377	60	278	183	359	376					
