Выборы Президента Российской Федерации																																																																																																																					
Дата голосования: 04.03.2012																																																																																																																					
																																																																																																																					
Наименование Избирательной комиссии:    Благовещенская городская																																																																																																																					
																																																																																																																					
Сводная таблица итогов голосования																																																																																																																					
																																																																																																																					
	Число участковых избирательных комиссий	106																																																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	106																																																																																																																			
																																																																																																																					
		Сумма	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224									
1	Число избирателей, включенных в список избирателей	177461	23	17	47	7	146	606	2064	1402	1396	1271	2445	2610	1114	1541	1543	2384	2797	2521	1410	2103	2558	1007	751	2362	1857	2062	1593	1195	1553	2067	924	1835	1273	1482	2509	2648	2469	2599	2489	2155	1360	2744	1814	2764	2490	1977	479	219	549	2109	1775	1416	2499	2082	2065	1085	1868	2514	1542	1008	1983	2921	266	1915	2762	964	2408	2407	2090	2153	1668	2641	1655	1841	1741	1101	1901	2412	1609	2032	1891	1464	2374	1356	1244	2662	1612	2207	2115	2178	2376	1121	1908	2646	2379	1094	2155	2680	1063	1193	109	900	118	600	268	84									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	144499	50	50	99	50	150	600	1700	1200	1100	1000	2000	2000	900	1300	1300	2000	2300	2100	1100	1700	2000	800	600	2000	1500	1700	1300	1000	1200	1600	700	1500	1000	1200	2000	2100	2000	2100	2000	1700	1100	2200	1500	2200	2000	1600	400	220	400	1800	1500	1200	2000	1800	1600	900	1500	2000	1300	800	1600	2400	250	1600	2200	800	2000	2000	1700	1700	1400	2100	1400	1400	1400	1000	1500	2000	1300	1600	1500	1200	1900	1100	1000	2100	1300	1800	1600	1700	1900	900	1500	2200	2000	900	1700	2100	900	1000	100	900	100	600	280	150									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	98775	23	17	47	7	29	572	1055	798	635	636	1374	1494	621	1004	804	1301	1660	1460	786	1132	1338	552	338	1378	948	1124	780	537	773	1004	460	1157	712	864	1505	1587	1454	1558	1383	1313	774	1771	997	1676	1418	919	322	156	323	1312	1056	773	1460	1315	1111	529	910	1396	723	502	945	1729	133	1206	1662	598	1471	1351	1253	1187	889	1549	706	971	923	522	949	1064	903	1015	913	669	1171	675	581	1469	853	1294	1361	976	1298	695	1112	1523	1154	636	1352	1534	540	622	76	900	83	512	50	37									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2704	0	0	0	0	114	0	10	33	22	45	54	16	20	30	15	11	24	37	45	24	16	15	2	20	37	28	16	10	14	17	30	16	19	12	29	34	20	29	24	12	13	11	20	12	22	8	3	50	6	23	25	17	34	109	68	36	9	34	17	38	1	16	2	20	33	13	49	55	16	28	35	32	78	8	14	19	20	31	29	29	38	14	28	12	11	8	8	12	6	11	19	14	3	22	21	27	25	56	21	6	18	0	0	86	208	47									
6	Число погашенных избирательных бюллетеней	43020	27	33	52	43	7	28	635	369	443	319	572	490	259	266	481	688	616	603	269	544	646	233	260	602	515	548	504	453	413	579	210	327	269	324	466	479	526	513	593	375	313	418	483	512	560	673	75	14	71	465	419	410	506	376	421	335	581	570	560	260	654	655	115	374	505	189	480	594	431	485	476	519	616	421	463	459	531	905	368	556	549	517	701	413	408	623	439	494	233	713	583	191	385	655	825	237	323	510	339	372	6	0	17	2	22	66									
