Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Тегульдетская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №642									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	5587	47	37	52	141	68	425	363	397	1211	1118	684	197	346	70	431									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	4065	52	39	54	100	68	300	260	290	850	800	480	140	250	72	310									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2150	23	26	32	59	28	179	112	143	453	343	311	93	153	42	153									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	127	0	1	2	3	4	2	4	7	9	10	46	10	22	0	7									
6	Число погашенных избирательных бюллетеней	1788	29	12	20	38	36	119	144	140	388	447	123	37	75	30	150									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	127	0	1	2	3	4	2	4	7	9	10	46	10	22	0	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2147	23	26	32	59	28	179	112	143	453	343	310	93	153	42	151									
9	Число недействительных избирательных бюллетеней	57	2	0	0	1	0	2	1	2	12	12	6	0	6	1	12									
10	Число действительных избирательных бюллетеней	2217	21	27	34	61	32	179	115	148	450	341	350	103	169	41	146									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	155	5	5	5	10	5	10	10	10	20	20	20	10	10	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	37	3	0	0	0	0	1	1	6	12	10	1	0	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	25	1	1	1	1	1	2	2	2	9	0	1	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	118	2	5	5	10	5	9	9	4	8	10	19	10	8	4	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	8	0	0	0	0	0	1	0	1	3	1	2	0	0	0	0									
		0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.67%	0.65%	0.28%	0.56%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	82	1	1	2	1	1	5	5	9	18	8	11	6	8	1	5									
		3.61%	4.35%	3.70%	5.88%	1.61%	3.13%	2.76%	4.31%	6.00%	3.90%	2.27%	3.09%	5.83%	4.57%	2.38%	3.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	46	1	1	0	2	0	2	3	1	10	6	7	4	1	1	7									
		2.02%	4.35%	3.70%	0.00%	3.23%	0.00%	1.10%	2.59%	0.67%	2.16%	1.70%	1.97%	3.88%	0.57%	2.38%	4.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1163	12	12	16	30	21	95	45	72	218	174	185	70	110	16	87									
		51.14%	52.17%	44.44%	47.06%	48.39%	65.63%	52.49%	38.79%	48.00%	47.19%	49.29%	51.97%	67.96%	62.86%	38.10%	55.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	1	0	1	0	2	3	1	7	0	4	0	0	1	1									
		0.92%	0.00%	3.70%	0.00%	1.61%	0.00%	1.10%	2.59%	0.67%	1.52%	0.00%	1.12%	0.00%	0.00%	2.38%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.67%	0.22%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	556	6	9	10	22	3	43	32	43	119	86	104	17	26	10	26									
		24.45%	26.09%	33.33%	29.41%	35.48%	9.38%	23.76%	27.59%	28.67%	25.76%	24.36%	29.21%	16.50%	14.86%	23.81%	16.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	0	0	0	0	1	0	1	0	2	0	0	0	2									
		0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.22%	0.00%	0.56%	0.00%	0.00%	0.00%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	0	0	0	0	0	0	1	4	3	1	0	0	0	0									
		0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.87%	0.85%	0.28%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	1	0	0	1	4	0	2	1	0	0									
		0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.22%	1.13%	0.00%	1.94%	0.57%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	0	1	0	1	0	0	4	2	11	7	2	1	0	0	1									
		1.32%	0.00%	3.70%	0.00%	1.61%	0.00%	0.00%	3.45%	1.33%	2.38%	1.98%	0.56%	0.97%	0.00%	0.00%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	206	1	0	3	3	4	25	17	13	38	37	24	2	16	10	13									
		9.06%	4.35%	0.00%	8.82%	4.84%	12.50%	13.81%	14.66%	8.67%	8.23%	10.48%	6.74%	1.94%	9.14%	23.81%	8.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	0	1	0	0	3	2	1	1	1	0	0									
		0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.65%	0.57%	0.28%	0.97%	0.57%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	68	0	2	3	1	3	3	5	4	16	13	6	0	6	2	4									
		2.99%	0.00%	7.41%	8.82%	1.61%	9.38%	1.66%	4.31%	2.67%	3.46%	3.68%	1.69%	0.00%	3.43%	4.76%	2.53%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
