Выборы Президента Российской Федерации																																																																																									
Дата голосования: 04.03.2012																																																																																									
																																																																																									
Наименование Избирательной комиссии:    Томская																																																																																									
																																																																																									
Сводная таблица итогов голосования																																																																																									
																																																																																									
	Число участковых избирательных комиссий	78																																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	78																																																																																							
																																																																																									
		Сумма	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714									
1	Число избирателей, включенных в список избирателей	54359	339	186	443	127	165	976	45	149	411	1298	1073	1351	371	581	451	532	303	672	1225	979	418	114	365	1268	1953	282	885	1977	1666	253	507	797	229	1507	427	288	804	1084	679	444	398	1505	1248	1848	1526	83	143	711	908	828	228	800	228	507	232	203	181	175	297	322	498	156	686	123	1010	571	2401	1729	928	1106	826	1145	176	285	1022	804	464	434									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	53300	336	192	458	128	172	992	45	151	420	1272	1058	1355	358	568	417	522	296	663	1187	969	416	106	372	1234	1884	282	863	1937	1613	183	479	787	227	1463	396	282	810	1069	674	435	392	1473	1234	1801	1515	91	142	664	889	855	226	812	227	480	208	193	171	164	281	299	518	153	694	125	991	571	2276	1689	929	1055	827	1124	180	278	1013	796	465	428									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	27695	162	99	233	73	87	529	32	59	212	542	418	669	184	230	269	293	189	399	731	535	237	55	181	733	814	139	490	1230	929	154	269	371	114	776	268	157	326	389	340	258	143	671	703	944	861	63	78	335	493	423	104	365	94	244	126	113	96	110	174	138	194	62	294	63	568	291	1457	863	473	445	390	597	60	146	495	403	232	209									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1841	14	18	8	1	9	24	4	8	40	25	65	30	40	33	24	67	0	9	5	15	14	3	37	17	15	28	13	7	9	4	27	6	16	70	7	30	114	181	24	4	31	38	27	30	13	0	5	13	11	17	1	36	15	52	26	14	11	10	9	39	28	8	36	11	15	10	29	14	27	68	37	21	10	3	25	20	11	5									
6	Число погашенных избирательных бюллетеней	23764	160	75	217	54	76	439	9	84	168	705	575	656	134	305	124	162	107	255	451	419	165	48	154	484	1055	115	360	700	675	25	183	410	97	617	121	95	370	499	310	173	218	764	504	827	641	28	59	316	385	415	121	411	118	184	56	66	64	44	98	122	296	83	364	51	408	270	790	812	429	542	400	506	110	129	493	373	222	214									
