Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Камбарская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917					
1	"Число избирателей, внесенных в списки избирателей"	16935	1230	1312	1234	838	1237	685	1349	1159	1410	246	329	765	1932	1313	528	769	599					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14150	1000	1000	1000	800	1000	600	1000	1000	1200	250	300	700	1500	1000	500	700	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10554	820	845	707	508	705	386	760	619	1158	171	214	554	1053	745	388	476	445					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	595	19	26	61	33	30	17	30	19	4	7	23	12	57	71	27	124	35					
6	Число погашенных избирательных бюллетеней	3001	161	129	232	259	265	197	210	362	38	72	63	134	390	184	85	100	120					
7	Число избирательных бюллетеней в переносных ящиках для голосования	595	19	26	61	33	30	17	30	19	4	7	23	12	57	71	27	124	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10550	820	845	706	508	705	386	760	619	1158	171	214	554	1050	745	388	476	445					
9	Число недействительных избирательных бюллетеней	173	14	8	17	10	14	6	14	9	12	7	4	6	11	18	11	4	8					
10	Число действительных избирательных бюллетеней	10972	825	863	750	531	721	397	776	629	1150	171	233	560	1096	798	404	596	472					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	195	15	11	15	4	10	7	10	15	20	5	10	7	15	15	13	17	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	124	4	6	2	1	3	3	2	6	20	2	10	6	13	11	13	17	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	72	3	4	4	7	0	0	8	1	17	3	3	1	10	4	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	71	11	5	13	3	7	4	8	9	0	3	0	1	2	4	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	175	14	16	12	7	9	5	12	9	18	3	6	12	24	13	6	8	1					
		1.57%	1.67%	1.84%	1.56%	1.29%	1.22%	1.24%	1.52%	1.41%	1.55%	1.69%	2.53%	2.12%	2.17%	1.59%	1.45%	1.33%	0.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	61	4	4	9	0	4	5	8	4	9	1	1	2	5	2	0	2	1					
		0.55%	0.48%	0.46%	1.17%	0.00%	0.54%	1.24%	1.01%	0.63%	0.77%	0.56%	0.42%	0.35%	0.45%	0.25%	0.00%	0.33%	0.21%					
20	3.Политическая партия «Демократическая партия России»	22	0	2	4	2	3	1	1	3	2	0	0	0	1	3	0	0	0					
		0.20%	0.00%	0.23%	0.52%	0.37%	0.41%	0.25%	0.13%	0.47%	0.17%	0.00%	0.00%	0.00%	0.09%	0.37%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1092	117	114	77	66	81	40	66	64	52	18	34	97	120	71	40	22	13					
