Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Кашарская районная																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062					
1	"Число избирателей, внесенных в списки избирателей"	20266	2026	1053	1523	664	536	384	348	957	205	141	555	185	548	965	622	177	351	143	395	423	754	432	201	332	276	1295	129	114	674	662	389	363	663	448	634	498	201					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19003	1895	1032	1443	655	509	362	325	887	202	130	516	179	515	957	603	165	318	131	364	386	693	389	187	305	249	1185	116	102	645	615	362	322	607	421	580	465	186					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13494	1292	717	878	500	336	250	255	698	106	115	427	146	379	713	503	102	206	110	249	277	480	259	118	252	201	866	77	73	443	470	315	256	446	241	319	286	133					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2295	191	43	70	53	88	112	54	54	91	8	58	27	63	198	48	21	61	10	35	58	85	50	45	40	31	87	39	17	80	64	23	59	118	83	45	61	25					
6	Число погашенных избирательных бюллетеней	3214	412	272	495	102	85	0	16	135	5	7	31	6	73	46	52	42	51	11	80	51	128	80	24	13	17	232	0	12	122	81	24	7	43	97	216	118	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2295	191	43	70	53	88	112	54	54	91	8	58	27	63	198	48	21	61	10	35	58	85	50	45	40	31	87	39	17	80	64	23	59	118	83	45	61	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13494	1292	717	878	500	336	250	255	698	106	115	427	146	379	713	503	102	206	110	249	277	480	259	118	252	201	866	77	73	443	470	315	256	446	241	319	286	133					
9	Число недействительных избирательных бюллетеней	83	5	5	5	0	6	0	2	1	2	0	0	0	0	2	0	0	19	0	3	0	6	1	0	2	1	0	0	0	3	4	4	1	0	2	3	6	0					
10	Число действительных избирательных бюллетеней	15706	1478	755	943	553	418	362	307	751	195	123	485	173	442	909	551	123	248	120	281	335	559	308	163	290	231	953	116	90	520	530	334	314	564	322	361	341	158					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	732	191	99	60	52	10	11	8	27	8	5	9	8	16	22	16	4	4	2	6	6	12	7	3	5	4	30	2	0	31	13	13	5	10	13	10	8	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	633	145	99	60	52	10	11	8	24	4	3	9	8	16	22	16	4	4	1	6	3	12	4	0	4	1	11	0	0	31	13	13	1	5	13	10	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	122	22	11	3	3	2	1	5	2	2	5	2	2	1	0	4	2	5	2	1	2	4	3	3	2	3	3	3	2	2	4	3	1	4	3	3	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	99	46	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	1	0	3	0	3	3	1	3	19	2	0	0	0	0	4	5	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	3	0	1	3	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	210	16	4	17	12	2	0	0	6	1	2	11	2	0	10	1	2	5	3	3	0	19	4	0	1	1	2	0	0	7	15	2	5	6	7	38	3	3					
		1.33%	1.08%	0.53%	1.79%	2.17%	0.47%	0.00%	0.00%	0.80%	0.51%	1.63%	2.27%	1.16%	0.00%	1.10%	0.18%	1.63%	1.87%	2.50%	1.06%	0.00%	3.36%	1.29%	0.00%	0.34%	0.43%	0.21%	0.00%	0.00%	1.34%	2.81%	0.59%	1.59%	1.06%	2.16%	10.44%	0.86%	1.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	5	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	2	1	0	0	2	1	2	0					
		0.14%	0.34%	0.26%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.30%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.86%	0.00%	0.00%	0.37%	0.30%	0.00%	0.00%	0.62%	0.27%	0.58%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1314	220	100	150	45	25	1	30	22	10	4	16	6	39	15	4	2	19	6	11	28	79	9	6	18	8	29	5	6	28	91	10	15	35	33	91	79	19					
		8.32%	14.83%	13.16%	15.82%	8.14%	5.90%	0.28%	9.71%	2.93%	5.08%	3.25%	3.30%	3.47%	8.82%	1.65%	0.73%	1.63%	7.12%	5.00%	3.87%	8.36%	13.98%	2.91%	3.68%	6.16%	3.45%	3.04%	4.31%	6.67%	5.35%	17.04%	2.96%	4.76%	6.21%	10.19%	25.00%	22.77%	12.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	2	0	3	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0					
		0.11%	0.13%	0.00%	0.32%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.58%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.35%	0.00%	0.00%	0.00%	1.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.35%	0.60%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.29%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	450	36	12	3	6	2	0	0	6	4	1	15	4	3	8	7	13	9	11	21	29	26	9	5	4	7	9	6	4	25	11	19	12	43	11	30	29	10					
		2.85%	2.43%	1.58%	0.32%	1.08%	0.47%	0.00%	0.00%	0.80%	2.03%	0.81%	3.09%	2.31%	0.68%	0.88%	1.27%	10.57%	3.37%	9.17%	7.39%	8.66%	4.60%	2.91%	3.07%	1.37%	3.02%	0.94%	5.17%	4.44%	4.78%	2.06%	5.62%	3.81%	7.62%	3.40%	8.24%	8.36%	6.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	443	52	4	9	13	8	0	14	8	0	3	9	3	0	30	3	7	11	8	20	0	21	3	0	8	1	21	8	0	39	15	7	9	38	17	10	16	28					
		2.81%	3.51%	0.53%	0.95%	2.35%	1.89%	0.00%	4.53%	1.06%	0.00%	2.44%	1.86%	1.73%	0.00%	3.29%	0.54%	5.69%	4.12%	6.67%	7.04%	0.00%	3.72%	0.97%	0.00%	2.74%	0.43%	2.20%	6.90%	0.00%	7.46%	2.81%	2.07%	2.86%	6.74%	5.25%	2.75%	4.61%	17.72%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	44	2	3	5	0	0	0	0	3	0	0	1	0	0	0	2	0	1	1	1	1	7	0	0	0	0	0	1	0	3	1	0	0	5	3	1	2	1					
		0.28%	0.13%	0.39%	0.53%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.36%	0.00%	0.37%	0.83%	0.35%	0.30%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.57%	0.19%	0.00%	0.00%	0.89%	0.93%	0.27%	0.58%	0.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13166	1139	630	754	475	381	361	263	703	180	113	427	156	400	846	534	96	200	90	220	273	405	283	149	257	214	890	95	80	416	392	295	272	434	249	190	207	97					
		83.39%	76.80%	82.89%	79.54%	85.90%	89.86%	99.72%	85.11%	93.48%	91.37%	91.87%	88.04%	90.17%	90.50%	92.86%	96.91%	78.05%	74.91%	75.00%	77.46%	81.49%	71.68%	91.59%	91.41%	88.01%	92.24%	93.39%	81.90%	88.89%	79.54%	73.41%	87.28%	86.35%	76.95%	76.85%	52.20%	59.65%	61.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	1	1	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	2	0					
		0.15%	0.40%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.75%	0.00%	0.35%	0.30%	0.18%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.58%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
