Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Искитимская городская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407									
1	"Число избирателей, включенных в список избирателей"	47455	1999	1305	625	2013	1734	1777	524	1476	1130	990	1901	708	1263	1976	1987	785	1346	1700	980	896	1690	2137	116	2015	1938	1840	1727	1113	1792	618	1192	874	1687	1601									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42550	1850	1150	550	1800	1600	1650	450	1250	1000	800	1750	600	1100	1800	1700	650	1250	1600	900	700	1500	1900	100	1800	1800	1700	1600	1000	1600	550	1050	800	1550	1450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	26944	987	625	313	1036	957	1074	319	837	653	450	1104	438	737	1174	997	455	751	1092	639	525	1054	1318	69	1331	1194	1162	976	670	771	345	601	373	1040	877									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1081	30	19	20	44	42	75	20	80	16	19	41	21	15	56	58	26	32	27	21	20	43	35	0	16	45	20	33	25	23	26	20	34	43	36									
6	Число погашенных избирательных бюллетеней	14525	833	506	217	720	601	501	111	333	331	331	605	141	348	570	645	169	467	481	240	155	403	547	31	453	561	518	591	305	806	179	429	393	467	537									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1081	30	19	20	44	42	75	20	80	16	19	41	21	15	56	58	26	32	27	21	20	43	35	0	16	45	20	33	25	23	26	20	34	43	36									
8	Число бюллетеней в стационарных ящиках для голосования	26937	987	625	312	1036	957	1073	319	836	653	450	1104	438	736	1173	997	455	751	1092	639	525	1054	1318	69	1331	1194	1162	976	670	771	344	600	373	1040	877									
