Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Искитимская городская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375					
1	"Число избирателей, внесенных в список"	49547	1410	730	2090	2136	2014	2166	2080	1999	2095	1941	2152	2105	1309	548	1961	1963	1967	1938	2125	1967	1799	1792	1912	1832	696	1227	1831	1762					
2	Число полученных избирательных бюллетеней	49463	1416	721	2091	2150	2031	2130	2091	2008	2084	1972	2147	2093	1296	530	1979	1910	1941	1975	2071	2023	1808	1768	1933	1795	710	1220	1803	1767					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23942	590	279	888	1016	1011	1225	993	905	1117	1018	1189	872	607	254	1021	932	963	950	1082	911	826	839	860	784	321	540	1014	935					
5	"Число избирательных бюллетеней, выданных вне помещения"	1703	63	88	97	78	39	100	90	92	23	38	60	58	49	31	31	58	67	23	28	82	55	62	96	118	60	42	44	31					
6	Число погашенных избирательных бюллетеней	23818	763	354	1106	1056	981	805	1008	1011	944	916	898	1163	640	245	927	920	911	1002	961	1030	927	867	977	893	329	638	745	801					
7	Число избирательных бюллетеней в переносных ящиках	1703	63	88	97	78	39	100	90	92	23	38	60	58	49	31	31	58	67	23	28	82	55	62	96	118	60	42	44	31					
8	Число бюллетеней в стационарных ящиках для голосования	23924	590	279	888	1012	1011	1225	993	905	1116	1018	1189	871	607	254	1019	930	961	950	1082	907	826	839	860	784	321	540	1012	935					
9	Число недействительных избирательных бюллетеней	297	10	6	12	12	9	15	3	12	18	10	12	6	17	5	6	10	11	6	10	19	6	8	22	9	5	9	18	11					
10	Число действительных избирательных бюллетеней	25330	643	361	973	1078	1041	1310	1080	985	1121	1046	1237	923	639	280	1044	978	1017	967	1100	970	875	893	934	893	376	573	1038	955					
11	Число полученных открепительных  удостоверений	890	20	20	35	35	35	35	35	35	35	35	35	35	20	20	35	35	35	35	35	35	35	35	35	35	20	20	35	35					
12	Число выданных открепительных удостоверений	185	2	2	10	10	10	11	8	15	2	7	3	7	3	0	8	11	4	3	12	10	5	7	12	1	2	2	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	123	1	0	2	7	5	50	3	2	3	4	9	4	2	2	3	1	4	1	1	8	4	0	2	1	0	1	1	2					
14	Число неиспользованных открепительных удостоверений	705	18	18	25	25	25	24	27	20	33	28	32	28	17	20	27	24	31	32	23	25	30	28	23	34	18	18	25	27					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	1253	31	23	27	46	61	83	59	30	66	67	70	42	14	24	73	48	58	61	44	44	46	45	30	50	9	20	43	39					
		4.89%	4.75%	6.27%	2.74%	4.22%	5.81%	6.26%	5.45%	3.01%	5.79%	6.34%	5.60%	4.52%	2.13%	8.42%	6.95%	4.86%	5.64%	6.27%	3.96%	4.45%	5.22%	4.99%	3.14%	5.54%	2.36%	3.44%	4.07%	4.04%					
19	. Малышкин Олег Александрович	613	10	6	28	34	14	25	23	27	27	16	27	25	19	11	22	29	16	21	23	32	22	13	26	18	14	27	24	34					
		2.39%	1.53%	1.63%	2.84%	3.12%	1.33%	1.89%	2.12%	2.71%	2.37%	1.52%	2.16%	2.69%	2.90%	3.86%	2.10%	2.94%	1.56%	2.16%	2.07%	3.24%	2.50%	1.44%	2.72%	2.00%	3.67%	4.64%	2.27%	3.52%					
20	. Миронов Сергей Михайлович	162	3	1	5	7	3	12	5	5	8	6	7	6	3	0	7	6	9	9	6	10	2	8	3	8	2	2	6	13					
