Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Бабушкинский район																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №3068	УИК №5001	УИК №5002	УИК №5003	УИК №5133	УИК №5143	УИК №5145	УИК №5157	УИК №5164	УИК №5165	УИК №5166	УИК №5169	УИК №5171	УИК №5172	УИК №5173	УИК №5174	УИК №5193	УИК №5204	УИК №5205	УИК №5244	УИК №5257	УИК №5282	УИК №5293	УИК №5359	УИК №5360					
1	"Число избирателей, внесенных в списки"	65581	2544	2298	2590	2639	2626	2549	2533	2324	2583	2662	2825	2739	2508	2232	2095	2509	2606	2257	1525	2187	2662	2756	2300	2500	2306	581	74	109	236	137	153	56	135	134	88	58	120	257	83	260	128	50	144	179	650	102	77	337	53	25					
2	"Число бюллетеней, полученных участковыми комиссиями"	100017	2400	2200	2400	2500	2500	2400	2400	2200	2300	2400	2600	2600	2400	2100	2000	2400	2500	2100	1500	2000	2500	2600	2200	2400	2100	1000	250	511	1539	150	450	138	250	120	90	110	120	347	200	1300	250	50	700	1500	750	120	142	32000	200	30					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15	0	0	6	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37985	1605	1257	1430	1490	1444	1338	1338	1278	1429	1585	1855	1693	1467	1225	1147	1400	1508	1289	920	1352	1459	1625	1370	1346	1239	175	52	109	236	87	104	41	135	51	62	58	77	167	83	254	128	49	144	179	135	82	77	337	53	21					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1285	34	34	39	45	55	31	42	41	23	31	20	35	18	5	32	27	53	23	16	30	32	35	29	39	109	406	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	60583	761	909	931	965	1001	1031	1020	881	848	784	725	872	915	870	821	973	939	788	564	618	1009	940	801	1015	752	419	198	402	1303	62	297	82	115	69	22	52	43	180	117	1046	122	1	556	1321	521	38	65	31663	147	9					
7	Число бюллетеней в переносных ящиках для голосования	1398	34	34	39	45	55	31	42	41	23	31	20	35	18	5	32	27	53	23	16	30	32	35	29	39	108	406	0	0	0	1	0	14	0	0	6	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	37883	1601	1253	1425	1490	1441	1338	1338	1259	1406	1569	1855	1650	1465	1225	1137	1400	1496	1287	920	1352	1459	1625	1369	1345	1234	175	52	109	236	87	153	41	135	51	62	58	77	167	83	254	127	49	144	179	135	82	77	337	53	21					
9	Число недействительных бюллетеней	469	14	13	27	22	3	26	18	11	51	19	40	14	14	5	25	18	0	10	14	17	17	29	21	8	6	7	1	0	3	2	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	4	5	0	0					
10	Число действительных бюллетеней	38812	1621	1274	1437	1513	1493	1343	1362	1289	1378	1581	1835	1671	1469	1225	1144	1409	1549	1300	922	1365	1474	1631	1377	1376	1336	574	51	109	233	86	153	55	133	51	68	58	77	167	83	253	126	49	143	179	229	82	73	332	53	21					
