Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Буйская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19929	1336	1260	1316	1193	1333	1293	1364	1468	1248	1445	1376	1430	1286	1435	742	404									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18055	1220	1150	1200	1090	1210	1160	1235	1345	1115	1300	1240	1295	1175	1290	670	360									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7260	495	455	521	503	610	483	651	580	428	408	507	334	361	516	218	190									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	259	21	6	25	4	24	12	13	21	10	11	26	21	18	15	28	4									
6	Число погашенных избирательных бюллетеней	10536	704	689	654	583	576	665	571	744	677	881	707	940	796	759	424	166									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	259	21	6	25	4	24	12	13	21	10	11	26	21	18	15	28	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7251	495	454	521	503	610	483	651	579	426	408	507	333	361	512	218	190									
9	Число недействительных избирательных бюллетеней	133	16	8	11	9	12	6	7	12	6	8	10	6	10	6	4	2									
10	Число действительных избирательных бюллетеней	7377	500	452	535	498	622	489	657	588	430	411	523	348	369	521	242	192									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	415	25	25	30	30	30	25	30	30	25	25	30	30	25	25	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	223	21	14	22	20	18	10	16	25	11	6	8	5	16	20	3	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	150	9	5	6	9	9	14	18	7	8	10	5	8	6	18	1	17									
14	Число погашенных неиспользованных открепительных удостоверений	192	4	11	8	10	12	15	14	5	14	19	22	25	9	5	12	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	3	7	4	5	2	5	2	4	8	9	5	5	6	4	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	298	11	37	23	17	15	21	26	24	19	9	19	17	17	16	17	10									
		3.97%	2.13%	8.04%	4.21%	3.35%	2.37%	4.24%	3.92%	4.00%	4.36%	2.15%	3.56%	4.80%	4.49%	3.04%	6.91%	5.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	245	15	14	15	14	14	19	22	20	13	17	20	13	17	17	12	3									
		3.26%	2.91%	3.04%	2.75%	2.76%	2.21%	3.84%	3.31%	3.33%	2.98%	4.06%	3.75%	3.67%	4.49%	3.23%	4.88%	1.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	170	12	8	8	13	14	13	27	10	9	7	16	4	13	10	4	2									
		2.26%	2.33%	1.74%	1.47%	2.56%	2.21%	2.63%	4.07%	1.67%	2.06%	1.67%	3.00%	1.13%	3.43%	1.90%	1.63%	1.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2210	143	116	168	137	186	149	182	174	118	115	161	119	98	191	90	63									
		29.43%	27.71%	25.22%	30.77%	27.02%	29.34%	30.10%	27.41%	29.00%	27.06%	27.45%	30.21%	33.62%	25.86%	36.24%	36.59%	32.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	55	4	2	3	3	6	4	4	6	5	2	0	1	4	3	6	2									
		0.73%	0.78%	0.43%	0.55%	0.59%	0.95%	0.81%	0.60%	1.00%	1.15%	0.48%	0.00%	0.28%	1.06%	0.57%	2.44%	1.03%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0									
		0.05%	0.39%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1584	85	90	109	82	110	105	96	121	108	113	99	93	91	154	58	70									
		21.09%	16.47%	19.57%	19.96%	16.17%	17.35%	21.21%	14.46%	20.17%	24.77%	26.97%	18.57%	26.27%	24.01%	29.22%	23.58%	36.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	4	1	3	3	3	2	7	3	5	3	2	1	1	0	0	4									
		0.56%	0.78%	0.22%	0.55%	0.59%	0.47%	0.40%	1.05%	0.50%	1.15%	0.72%	0.38%	0.28%	0.26%	0.00%	0.00%	2.06%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	77	5	5	2	4	7	17	8	6	4	2	2	1	6	3	2	3									
