Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Печорская городская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в списки"	54901	1911	1919	2360	2228	1889	1800	2048	876	678	516	1770	761	2311	2355	2093	2142	2411	2099	2267	2647	2369	2286	376	544	170	1172	352	140	1034	680	130	385	167	271	183	89	2289	427	150	224	107	569	292	58	175	1033	138	526	410	381	53	640					
2	"Число бюллетеней, полученных участковыми комиссиями"	55817	1930	1950	2400	2250	1920	1830	2080	890	690	540	1740	650	2340	2370	2140	2200	2400	2130	2300	2670	2430	2200	375	540	185	1350	385	140	1050	690	130	400	175	280	180	95	2400	460	137	265	110	580	305	60	165	1060	150	540	455	385	55	665					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26954	844	949	1078	1078	786	893	962	433	194	253	812	378	1341	1151	1095	1152	1124	1005	1123	1330	1114	1109	220	296	106	617	176	73	435	334	75	193	86	157	101	63	1017	146	91	123	75	350	158	31	90	557	77	287	260	191	41	324					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	973	25	32	26	9	28	18	19	7	9	10	42	47	9	16	20	24	60	41	21	30	24	134	39	23	6	20	21	16	21	8	0	10	4	9	7	0	37	17	2	14	6	6	2	6	2	2	5	0	7	22	0	10					
6	Число погашенных бюллетеней	27890	1061	969	1296	1163	1106	919	1099	450	487	277	886	225	990	1203	1025	1024	1216	1084	1156	1310	1292	957	116	221	73	713	188	51	594	348	55	197	85	114	72	32	1346	297	44	128	29	224	145	23	73	501	68	253	188	172	14	331					
7	Число бюллетеней в переносных ящиках для голосования	973	25	32	26	9	28	18	19	7	9	10	42	47	9	16	20	24	60	41	21	30	24	134	39	23	6	20	21	16	21	8	0	10	4	9	7	0	37	17	2	14	6	6	2	6	2	2	5	0	7	22	0	10					
8	Число бюллетеней в стационарных ящиках для голосования	26879	843	945	1068	1077	786	893	960	432	194	253	812	331	1341	1151	1092	1152	1124	1003	1121	1330	1114	1109	220	296	106	617	176	73	435	334	75	193	86	157	101	63	1017	146	91	123	75	350	157	31	90	557	77	287	260	191	41	323					
9	Число недействительных бюллетеней	389	12	29	13	10	9	15	12	6	4	11	16	10	16	11	8	21	16	16	10	12	11	12	7	6	2	5	1	5	3	1	0	3	1	2	2	3	12	1	5	4	0	7	6	0	2	13	4	5	2	4	0	3					
10	Число действительных бюллетеней	27463	856	948	1081	1076	805	896	967	433	199	252	838	368	1334	1156	1104	1155	1168	1028	1132	1348	1127	1231	252	313	110	632	196	84	453	341	75	200	89	164	106	60	1042	162	88	133	81	349	153	37	90	546	78	282	265	209	41	330					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	591	20	20	20	20	20	20	20	10	10	10	15	5	31	15	20	20	27	20	20	13	20	20	5	5	5	15	5	5	15	5	5	5	5	5	5	5	20	5	5	5	5	5	5	5	5	10	5	5	5	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	281	5	10	7	7	5	8	7	2	2	5	5	3	27	14	12	5	18	12	14	7	10	9	4	3	3	12	4	1	1	4	0	4	3	1	0	3	8	2	0	5	2	5	1	4	0	4	0	2	0	1	0	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	137	5	2	4	0	0	3	6	0	0	2	2	0	1	12	6	4	14	4	5	3	7	4	5	11	1	1	2	0	1	1	0	0	0	1	0	3	9	1	0	1	6	1	0	0	0	0	0	2	3	2	1	1					
14	Число погашенных открепительных удостоверений	310	15	10	13	13	15	12	13	8	8	5	10	2	4	1	8	15	9	8	6	6	10	11	1	2	2	3	1	4	14	1	5	1	2	4	5	2	12	3	5	0	3	0	4	1	5	6	5	3	5	4	5	0					
