Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Дмитриевская 																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412					
1	"Число избирателей, внесенных в списки"	18879	1711	2183	2356	1531	900	736	308	42	280	333	98	650	1791	615	346	125	237	83	317	388	210	281	192	225	89	308	85	132	230	252	101	476	545	68	240	205	78	132					
2	"Число бюллетеней, полученных участковыми комиссиями"	17716	1487	1953	2008	1336	888	730	305	41	275	323	98	643	1792	613	342	118	238	81	315	375	210	278	189	221	86	297	81	123	227	247	98	466	526	65	232	207	79	123					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10516	923	1211	1248	832	481	311	209	23	170	178	70	409	938	309	157	59	155	37	144	240	124	131	97	178	68	189	67	107	170	174	65	290	335	25	166	124	29	73					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	725	13	32	37	30	0	0	45	16	36	30	4	28	37	17	32	13	23	15	32	29	12	40	8	0	0	0	0	0	15	14	8	49	22	7	23	21	15	22					
6	Число погашенных бюллетеней	6475	551	710	723	474	407	419	51	2	69	115	24	206	817	287	153	46	60	29	139	106	74	107	84	43	18	108	14	16	42	59	25	127	169	33	43	62	35	28					
7	Число бюллетеней в переносных ящиках для голосования	725	13	32	37	30	0	0	45	16	36	30	4	28	37	17	32	13	23	15	32	29	12	40	8	0	0	0	0	0	15	14	8	49	22	7	23	21	15	22					
8	Число бюллетеней в стационарных ящиках для голосования	10516	923	1211	1248	832	481	311	209	23	170	178	70	409	938	309	157	59	155	37	144	240	124	131	97	178	68	189	67	107	170	174	65	290	335	25	166	124	29	73					
9	Число недействительных бюллетеней	433	19	17	12	50	27	14	7	0	15	26	3	50	31	9	9	2	4	6	1	10	12	16	0	1	0	7	0	0	17	7	1	16	9	0	17	3	1	14					
10	Число действительных бюллетеней	10808	917	1226	1273	812	454	297	247	39	191	182	71	387	944	317	180	70	174	46	175	259	124	155	105	177	68	182	67	107	168	181	72	323	348	32	172	142	43	81					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	225	30	25	25	15	5	5	3	2	3	3	3	5	15	5	3	3	3	2	5	5	3	5	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	106	24	22	23	8	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	4	2	0	0	0	0	1	0	0	0	3	0	1	2	0	2	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	98	6	3	10	0	3	1	3	1	3	4	2	1	2	1	2	4	1	2	1	1	3	2	3	3	2	2	2	1	1	3	4	3	5	2	6	2	2	1					
14	Число погашенных открепительных удостоверений	119	6	3	2	7	5	5	3	2	3	3	3	5	5	5	3	3	2	2	5	1	1	5	3	3	3	2	3	3	3	0	3	4	3	3	1	2	3	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	196	7	9	12	14	15	11	8	1	5	5	4	15	17	3	6	1	0	1	6	5	1	6	0	3	0	3	1	0	4	7	1	6	5	1	7	4	1	1					
		1.74%	0.74%	0.72%	0.93%	1.62%	3.11%	3.53%	3.14%	2.56%	2.42%	2.40%	5.40%	3.43%	1.74%	0.92%	3.17%	1.38%	0.0%	1.92%	3.40%	1.85%	0.73%	3.50%	0.0%	1.68%	0.0%	1.58%	1.49%	0.0%	2.16%	3.72%	1.36%	1.76%	1.40%	3.12%	3.70%	2.75%	2.27%	1.05%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	102	11	14	12	11	6	1	0	0	2	2	1	9	6	0	1	1	7	0	0	3	0	0	1	1	0	1	0	0	0	2	0	2	3	0	3	1	0	1					
		0.90%	1.17%	1.12%	0.93%	1.27%	1.24%	0.32%	0.0%	0.0%	0.97%	0.96%	1.35%	2.05%	0.61%	0.0%	0.52%	1.38%	3.93%	0.0%	0.0%	1.11%	0.0%	0.0%	0.95%	0.56%	0.0%	0.52%	0.0%	0.0%	0.0%	1.06%	0.0%	0.58%	0.84%	0.0%	1.58%	0.68%	0.0%	1.05%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	319	25	24	29	22	15	8	5	5	10	5	5	34	7	5	2	6	7	2	8	8	3	6	1	5	1	6	0	1	7	1	1	10	16	6	7	11	1	4					
		2.83%	2.67%	1.93%	2.25%	2.55%	3.11%	2.57%	1.96%	12.82%	4.85%	2.40%	6.75%	7.78%	0.71%	1.53%	1.05%	8.33%	3.93%	3.84%	4.54%	2.97%	2.20%	3.50%	0.95%	2.80%	1.47%	3.17%	0.0%	0.93%	3.78%	0.53%	1.36%	2.94%	4.48%	18.75%	3.70%	7.58%	2.27%	4.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	124	12	13	6	12	4	1	4	0	2	4	1	12	4	2	5	4	0	3	2	3	2	4	1	4	3	2	1	0	3	0	0	3	2	0	3	1	0	1					
		1.10%	1.28%	1.04%	0.46%	1.39%	0.83%	0.32%	1.57%	0.0%	0.97%	1.92%	1.35%	2.74%	0.41%	0.61%	2.64%	5.55%	0.0%	5.76%	1.13%	1.11%	1.47%	2.33%	0.95%	2.24%	4.41%	1.05%	1.49%	0.0%	1.62%	0.0%	0.0%	0.88%	0.56%	0.0%	1.58%	0.68%	0.0%	1.05%					
22	"5. ""За Русь Святую"""	110	6	8	3	9	8	0	2	0	5	2	2	9	1	11	2	3	4	1	3	3	0	3	0	4	0	1	0	1	2	2	0	3	3	0	7	1	1	0					
		0.97%	0.64%	0.64%	0.23%	1.04%	1.66%	0.0%	0.78%	0.0%	2.42%	0.96%	2.70%	2.05%	0.10%	3.37%	1.05%	4.16%	2.24%	1.92%	1.70%	1.11%	0.0%	1.75%	0.0%	2.24%	0.0%	0.52%	0.0%	0.93%	1.08%	1.06%	0.0%	0.88%	0.84%	0.0%	3.70%	0.68%	2.27%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	0	1	3	2	2	0	0	0	1	3	5	6	1	0	1	1	0	0	0	2	1	1	0	1	0	2	0	0	1	0	0	0	0	0	3	3	1	0					
