Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Меленковская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
1	"Число избирателей, внесенных в список избирателей"	30771	977	950	1679	963	1597	1665	987	1738	1668	984	613	1241	256	356	263	155	187	475	486	218	292	323	224	725	565	608	801	181	307	999	283	267	89	286	266	864	306	244	357	210	506	90	252	546	775	384	270	340	161	261	420	583	451	77					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27650	880	790	1520	855	1430	1505	870	1550	1500	880	550	1120	230	320	230	150	190	420	440	220	260	290	200	660	520	550	720	180	270	890	250	240	90	250	240	780	270	220	320	210	450	85	230	490	690	340	240	300	150	235	370	530	410	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12633	331	352	800	352	626	616	389	653	744	366	361	384	125	193	110	69	78	181	206	117	137	187	114	179	324	212	281	70	171	472	137	83	44	148	93	447	145	84	151	80	115	34	76	238	242	185	107	141	71	157	152	309	135	59					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3354	54	90	54	31	68	71	34	92	43	82	91	224	40	45	40	28	46	67	77	11	23	19	16	190	40	180	169	42	24	79	28	48	10	36	67	97	47	46	36	35	112	29	70	37	80	40	65	47	30	18	97	75	125	9					
6	Число погашенных избирательных бюллетеней	11663	495	348	666	472	736	818	447	805	713	432	98	512	65	82	80	53	66	172	157	92	100	84	70	291	156	158	270	68	75	339	85	109	36	66	80	236	78	90	133	95	223	22	84	215	368	115	68	112	49	60	121	146	150	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3354	54	90	54	31	68	71	34	92	43	82	91	224	40	45	40	28	46	67	77	11	23	19	16	190	40	180	169	42	24	79	28	48	10	36	67	97	47	46	36	35	112	29	70	37	80	40	65	47	30	18	97	75	125	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12632	331	352	800	352	625	616	389	653	744	366	361	384	125	193	110	69	78	181	206	117	137	187	114	179	324	212	281	70	171	472	137	83	44	148	93	447	145	84	151	80	115	34	76	238	242	185	107	141	71	157	152	309	135	59					
9	Число недействительных избирательных бюллетеней	309	4	7	13	1	8	14	9	13	18	3	7	14	2	1	1	0	2	3	5	2	3	4	5	8	31	3	7	4	3	14	3	6	1	0	3	9	2	2	2	3	2	1	0	22	10	3	4	3	0	11	5	4	4	0					
10	Число действительных избирательных бюллетеней	15677	381	435	841	382	685	673	414	732	769	445	445	594	163	237	149	97	122	245	278	126	157	202	125	361	333	389	443	108	192	537	162	125	53	184	157	535	190	128	185	112	225	62	146	253	312	222	168	185	101	164	244	380	256	68					
