Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Каменская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №1873					
1	"Число избирателей, внесенных в список избирателей"	33443	1198	1752	959	1771	1530	1638	1627	1551	1632	1555	1511	1449	984	1759	1517	1478	1714	1690	1729	1720	637	798	754	338	152					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33450	1200	1750	950	1750	1530	1650	1650	1560	1540	1560	1530	1520	830	1760	1500	1440	1730	1720	1740	1720	630	800	760	330	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15180	418	641	342	726	651	793	861	834	679	674	627	683	599	939	675	662	724	860	782	784	346	408	270	132	70					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	717	12	15	19	23	27	29	25	46	40	31	29	28	44	62	20	23	16	30	20	37	22	12	22	3	82					
6	Число погашенных избирательных бюллетеней	17553	770	1094	589	1001	852	828	764	680	821	855	874	809	187	759	805	755	990	830	938	899	262	380	468	195	148					
7	Число избирательных бюллетеней в переносных ящиках для голосования	717	12	15	19	23	27	29	25	46	40	31	29	28	44	62	20	23	16	30	20	37	22	12	22	3	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15179	418	641	342	726	651	793	861	834	679	674	626	683	599	939	675	662	724	860	782	784	346	408	270	132	70					
9	Число недействительных избирательных бюллетеней	331	6	15	5	12	14	12	23	13	12	18	21	9	4	15	10	24	22	20	18	19	10	7	13	3	6					
10	Число действительных избирательных бюллетеней	15565	424	641	356	737	664	810	863	867	707	687	634	702	639	986	685	661	718	870	784	802	358	413	279	132	146					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	291	10	10	5	10	10	18	15	16	17	11	15	15	10	15	15	10	20	20	15	10	4	10	5	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	261	5	7	1	10	9	16	15	16	17	11	12	14	10	15	12	10	20	15	15	10	4	10	2	5	0					
