Выборы Президента Российской Федерации																																																														
Дата голосования: 18.03.2018																																																														
																																																														
Наименование Избирательной комиссии:    Бураевская																																																														
																																																														
Сводная таблица итогов голосования																																																														
																																																														
	Число участковых избирательных комиссий	51																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	51																																																												
																																																														
		Сумма	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625									
1	"Число избирателей, включенных в список избирателей"	18545	1551	1364	593	583	1186	1281	1561	262	202	122	290	484	283	242	365	393	150	280	146	247	264	335	353	272	267	286	138	155	234	266	195	130	259	287	183	108	108	293	91	466	128	120	211	293	104	236	273	131	88	508	178									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18597	1531	1346	598	576	1231	1354	1528	260	201	120	294	481	282	242	361	398	152	280	146	243	262	333	353	270	263	286	141	155	234	262	197	130	272	285	182	111	110	290	94	463	133	120	207	295	108	240	271	134	90	504	178									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13571	1012	996	498	453	933	933	1036	187	167	86	206	351	201	173	284	236	94	202	112	148	159	247	280	195	197	222	120	130	172	234	151	90	221	217	144	92	87	241	76	344	96	106	162	204	65	155	206	77	73	373	127									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1707	79	38	17	30	72	69	37	55	21	21	47	49	51	50	57	59	26	37	8	31	34	29	52	59	62	35	9	13	42	12	24	21	18	28	19	15	9	40	6	58	12	8	25	29	19	34	26	31	7	57	20									
6	Число погашенных избирательных бюллетеней	3319	440	312	83	93	226	352	455	18	13	13	41	81	30	19	20	103	32	41	26	64	69	57	21	16	4	29	12	12	20	16	22	19	33	40	19	4	14	9	12	61	25	6	20	62	24	51	39	26	10	74	31									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1707	79	38	17	30	72	69	37	55	21	21	47	49	51	50	57	59	26	37	8	31	34	29	52	59	62	35	9	13	42	12	24	21	18	28	19	15	9	40	6	58	12	8	25	29	19	34	26	31	7	57	20									
8	Число бюллетеней в стационарных ящиках для голосования	13571	1012	996	498	453	933	933	1036	187	167	86	206	351	201	173	284	236	94	202	112	148	159	247	280	195	197	222	120	130	172	234	151	90	221	217	144	92	87	241	76	344	96	106	162	204	65	155	206	77	73	373	127									
9	Число недействительных избирательных бюллетеней	94	16	7	5	0	11	6	8	0	0	0	1	1	1	0	0	0	0	0	2	2	0	5	2	5	0	0	2	2	0	0	0	1	0	2	2	0	0	0	0	0	0	2	0	3	1	3	0	0	0	3	1									
10	Число действительных избирательных бюллетеней	15184	1075	1027	510	483	994	996	1065	242	188	107	252	399	251	223	341	295	120	239	118	177	193	271	330	249	259	257	127	141	214	246	175	110	239	243	161	107	96	281	82	402	108	112	187	230	83	186	232	108	80	427	146									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
13	Бабурин Сергей Николаевич	66	6	3	1	3	1	4	4	0	2	2	1	0	1	0	0	1	0	2	1	1	2	0	1	4	1	1	0	1	4	0	0	0	4	0	1	0	0	0	0	3	0	2	1	3	0	0	2	1	0	2	0									
		0.43%	0.55%	0.29%	0.19%	0.62%	0.10%	0.40%	0.37%	0.00%	1.06%	1.87%	0.40%	0.00%	0.40%	0.00%	0.00%	0.34%	0.00%	0.84%	0.83%	0.56%	1.04%	0.00%	0.30%	1.57%	0.39%	0.39%	0.00%	0.70%	1.87%	0.00%	0.00%	0.00%	1.67%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	1.75%	0.53%	1.29%	0.00%	0.00%	0.86%	0.93%	0.00%	0.47%	0.00%									
14	Грудинин Павел Николаевич	1947	196	182	73	49	137	158	225	12	19	8	20	67	43	17	33	54	10	23	15	19	14	48	45	19	12	21	30	17	13	25	16	4	25	32	20	2	6	17	6	50	13	4	18	28	5	6	22	10	9	36	14									
		12.74%	17.97%	17.60%	14.17%	10.14%	13.63%	15.77%	20.97%	4.96%	10.11%	7.48%	7.91%	16.75%	17.06%	7.62%	9.68%	18.31%	8.33%	9.62%	12.50%	10.61%	7.25%	17.39%	13.55%	7.48%	4.63%	8.17%	23.26%	11.89%	6.07%	10.16%	9.14%	3.60%	10.46%	13.06%	12.27%	1.87%	6.25%	6.05%	7.32%	12.44%	12.04%	3.51%	9.63%	12.02%	5.95%	3.17%	9.48%	9.26%	11.25%	8.37%	9.52%									
15	Жириновский Владимир Вольфович	564	46	51	22	19	40	36	51	6	11	3	11	8	6	7	11	9	2	16	3	9	8	9	8	12	11	3	3	1	7	13	5	3	7	4	6	2	3	11	3	4	0	2	12	13	7	9	7	0	4	15	5									
		3.69%	4.22%	4.93%	4.27%	3.93%	3.98%	3.59%	4.75%	2.48%	5.85%	2.80%	4.35%	2.00%	2.38%	3.14%	3.23%	3.05%	1.67%	6.69%	2.50%	5.03%	4.15%	3.26%	2.41%	4.72%	4.25%	1.17%	2.33%	0.70%	3.27%	5.28%	2.86%	2.70%	2.93%	1.63%	3.68%	1.87%	3.13%	3.91%	3.66%	0.99%	0.00%	1.75%	6.42%	5.58%	8.33%	4.76%	3.02%	0.00%	5.00%	3.49%	3.40%									
16	Путин Владимир Владимирович	12254	797	770	394	395	788	771	751	221	153	90	217	318	197	193	297	222	102	195	97	140	167	204	275	212	229	228	90	119	185	203	154	101	202	207	130	103	86	243	72	328	92	102	152	180	69	161	198	96	66	365	127									
