Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Уфимская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №3098	УИК №3099	УИК №3100	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141					
1	"Число избирателей, внесенных в список избирателей"	49046	2041	2018	1678	1476	2674	685	703	1650	1738	378	1126	541	1310	171	340	1981	1718	476	317	1013	1641	635	948	2150	2213	2452	2218	1569	707	930	551	989	486	302	2247	530	1115	108	165	193	300	793	692	1078					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48280	2000	2000	1700	1500	2650	650	650	1600	1700	350	1050	500	1350	170	330	1950	1800	500	320	1000	1600	600	900	2150	2200	2450	2150	1550	700	950	550	950	470	300	2200	520	1080	115	165	210	300	650	650	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36210	1542	1529	1209	1083	2216	462	495	1347	1468	289	857	391	1254	134	213	1496	946	371	283	497	1166	547	489	1640	1584	2021	1826	1045	421	609	352	639	327	160	1940	402	977	102	156	179	242	494	309	501					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1975	28	16	32	31	36	104	32	14	27	5	48	18	56	13	47	54	125	27	20	64	107	46	49	72	27	63	97	88	37	70	59	114	24	24	52	22	36	6	9	11	46	40	46	33					
6	Число погашенных избирательных бюллетеней	10093	430	455	459	386	398	84	123	239	205	56	145	91	40	23	70	400	729	102	17	439	327	7	362	438	589	366	227	417	242	271	139	197	119	116	208	96	67	7	0	20	12	114	295	566					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1975	28	16	32	31	36	104	32	14	27	5	48	18	56	13	47	54	125	27	20	64	107	46	49	72	27	63	97	88	37	70	59	114	24	24	52	22	36	6	9	11	46	40	46	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36210	1542	1529	1209	1083	2216	462	495	1347	1468	289	857	391	1254	134	213	1496	946	371	283	497	1166	547	489	1640	1584	2021	1826	1045	421	609	352	639	327	160	1940	402	977	102	156	179	242	494	309	501					
9	Число недействительных избирательных бюллетеней	555	24	33	18	19	42	6	6	2	29	5	17	7	7	1	7	35	16	44	4	9	8	4	6	32	3	2	23	26	8	11	8	6	1	4	25	7	25	2	0	0	2	2	7	12					
10	Число действительных избирательных бюллетеней	37630	1546	1512	1223	1095	2210	560	521	1359	1466	289	888	402	1303	146	253	1515	1055	354	299	552	1265	589	532	1680	1608	2082	1900	1107	450	668	403	747	350	180	1967	417	988	106	165	190	286	532	348	522					
