Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Уфимская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143	УИК №3144	УИК №3145	УИК №3146	УИК №3147	УИК №3148	УИК №3149	УИК №3150	УИК №3151	УИК №3152	УИК №3153	УИК №3154	УИК №3155					
1	"Число избирателей, внесенных в списки избирателей"	42949	1958	1904	2732	2384	624	580	1674	1072	352	994	505	1344	132	282	1417	1553	471	333	827	1453	601	917	1955	2450	1519	1949	1409	671	882	441	827	457	268	1750	445	879	91	275	126	158	760	944	584					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43400	1980	1910	2830	2380	630	590	2030	1090	350	970	510	1350	130	285	1380	1675	490	340	820	1450	600	900	2010	2410	1540	1870	1390	690	905	425	825	460	270	1790	420	875	90	275	120	155	705	915	570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38980	1906	1819	2555	2211	582	574	1602	989	280	851	456	1252	112	261	1318	1371	403	314	590	1211	508	759	1719	2211	1501	1786	1258	611	686	362	687	431	237	1742	379	844	81	231	112	145	667	841	525					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1881	14	14	68	50	13	6	12	21	20	60	11	52	14	21	36	120	20	10	157	124	45	128	88	119	6	77	95	39	59	48	104	16	10	0	17	31	5	44	8	10	38	17	34					
6	Число погашенных избирательных бюллетеней	2539	60	77	207	119	35	10	416	80	50	59	43	46	4	3	26	184	67	16	73	115	47	13	203	80	33	7	37	40	160	15	34	13	23	48	24	0	4	0	0	0	0	57	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1881	14	14	68	50	13	6	12	21	20	60	11	52	14	21	36	120	20	10	157	124	45	128	88	119	6	77	95	39	59	48	104	16	10	0	17	31	5	44	8	10	38	17	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38980	1906	1819	2555	2211	582	574	1602	989	280	851	456	1252	112	261	1318	1371	403	314	590	1211	508	759	1719	2211	1501	1786	1258	611	686	362	687	431	237	1742	379	844	81	231	112	145	667	841	525					
9	Число недействительных избирательных бюллетеней	475	23	8	22	0	4	4	0	7	5	9	0	4	0	1	0	4	7	1	6	10	2	2	13	27	10	115	2	0	7	0	5	59	3	82	2	13	2	0	0	0	5	10	1					
10	Число действительных избирательных бюллетеней	40386	1897	1825	2601	2261	591	576	1614	1003	295	902	467	1300	126	281	1354	1487	416	323	741	1325	551	885	1794	2303	1497	1748	1351	650	738	410	786	388	244	1660	394	862	84	275	120	155	700	848	558					
