Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Казачинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351					
1	"Число избирателей, внесенных в списки"	9065	137	123	359	1069	106	326	106	184	2950	129	109	277	578	639	199	310	305	163	426	188	316	66					
2	"Число бюллетеней, полученных участковыми комиссиями"	8908	135	125	355	1020	107	325	110	180	2930	125	100	270	575	600	200	305	303	160	425	185	310	63					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4709	86	77	200	481	83	298	66	119	1237	106	49	154	309	295	115	186	169	88	233	121	194	43					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	370	0	0	6	36	1	20	5	9	122	10	17	0	20	28	25	0	20	6	19	1	23	2					
6	Число погашенных бюллетеней	3829	49	48	149	503	23	7	39	52	1571	9	34	116	246	277	60	119	114	66	173	63	93	18					
7	Число бюллетеней в переносных ящиках для голосования	370	0	0	6	36	1	20	5	9	122	10	17	0	20	28	25	0	20	6	19	1	23	2					
8	Число бюллетеней в стационарных ящиках для голосования	4708	86	77	200	481	83	298	66	119	1236	106	49	154	309	295	115	186	169	88	233	121	194	43					
9	Число недействительных бюллетеней	74	0	0	3	5	0	5	1	4	14	5	1	0	4	4	2	2	4	2	3	3	9	3					
10	Число действительных бюллетеней	5004	86	77	203	512	84	313	70	124	1344	111	65	154	325	319	138	184	185	92	249	119	208	42					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	132	3	3	5	10	3	5	5	5	15	3	3	5	10	10	7	10	5	5	7	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	19	0	0	0	0	0	0	0	2	8	0	0	0	3	1	0	0	0	0	3	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	0	2	1	4	0	1	0	0	9	1	0	0	1	0	0	0	0	1	0	0	0	2					
14	Число погашенных открепительных удостоверений	113	3	3	5	10	3	5	5	3	7	3	3	5	7	9	7	10	5	5	4	5	3	3					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	2	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
