Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Архангельская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15019	875	1786	2904	145	717	386	314	196	587	358	503	651	273	195	450	181	553	249	214	137	531	250	284	117	336	324	505	363	258	377									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15478	876	1822	2847	164	762	390	335	201	723	377	561	737	288	208	450	191	557	258	216	137	526	255	285	125	335	324	514	364	261	389									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10345	432	1425	2393	108	260	211	116	173	327	127	245	280	188	57	316	174	364	223	182	121	398	231	196	89	296	226	292	319	237	339									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2307	125	200	163	25	156	133	112	7	138	203	157	138	28	78	118	4	133	16	32	8	91	7	83	15	34	6	58	20	6	13									
6	Число погашенных избирательных бюллетеней	2826	319	197	291	31	346	46	107	21	258	47	159	319	72	73	16	13	60	19	2	8	37	17	6	21	5	92	164	25	18	37									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2307	125	200	163	25	156	133	112	7	138	203	157	138	28	78	118	4	133	16	32	8	91	7	83	15	34	6	58	20	6	13									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10345	432	1425	2393	108	260	211	116	173	327	127	245	280	188	57	316	174	364	223	182	121	398	231	196	89	296	226	292	319	237	339									
9	Число недействительных избирательных бюллетеней	140	38	15	12	0	7	0	0	0	6	0	0	11	4	0	3	0	2	0	14	1	7	0	3	0	0	8	9	0	0	0									
10	Число действительных избирательных бюллетеней	12512	519	1610	2544	133	409	344	228	180	459	330	402	407	212	135	431	178	495	239	200	128	482	238	276	104	330	224	341	339	243	352									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	345	12	33	33	13	38	6	5	3	40	15	38	10	10	12	5	8	7	10	3	2	4	2	3	3	2	3	10	5	6	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	312	12	33	33	13	38	6	5	1	40	15	38	10	10	12	5	8	7	10	3	0	1	2	0	3	1	0	2	0	0	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	1	10	2	0	2	5	1	3	3	0	2	6	0	2	10	0	4	1	0	0	5	1	1	0	2	0	1	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	33	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	1	3	8	5	6	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
