Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Абинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в список избирателей"	66496	2288	2451	1840	1489	2106	1858	1580	1840	1964	2225	1140	1678	1038	2610	258	283	830	468	964	2582	2551	2259	2195	2536	2663	1543	2310	2354	1502	2405	1830	618	435	508	311	2114	1937	1036	1281	950	598	1068					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	67776	2358	2143	1825	1489	2171	1908	1619	1856	2015	2101	1131	1832	1038	2671	276	278	834	499	988	2648	2600	2318	2375	2605	2845	1592	2324	2401	1531	2401	1981	622	395	506	309	2186	2007	1077	1310	993	620	1098					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	45732	1818	2012	1261	1218	1369	1613	1080	1175	1166	1870	959	1467	707	2153	230	249	722	311	864	1232	1596	1604	1487	1319	1654	852	1171	2218	729	1193	1475	527	157	287	251	1344	1040	611	871	784	423	663					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5773	77	103	94	231	179	89	98	147	131	189	167	91	145	130	28	14	47	35	78	215	202	100	264	486	165	146	255	92	235	174	207	64	217	169	47	140	113	135	63	65	67	79					
6	Число погашенных избирательных бюллетеней	16271	463	28	470	40	623	206	441	534	718	42	5	274	186	388	18	15	65	153	46	1201	802	614	624	800	1026	594	898	91	567	1034	299	31	21	50	11	702	854	331	376	144	130	356					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5773	77	103	94	231	179	89	98	147	131	189	167	91	145	130	28	14	47	35	78	215	202	100	264	486	165	146	255	92	235	174	207	64	217	169	47	140	113	135	63	65	67	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45719	1818	2012	1261	1218	1369	1613	1076	1175	1166	1869	956	1467	707	2153	230	247	722	311	864	1232	1596	1604	1487	1319	1654	852	1171	2218	729	1193	1475	527	157	287	251	1344	1039	611	871	782	423	663					
9	Число недействительных избирательных бюллетеней	1032	63	15	25	2	16	12	76	28	25	27	7	15	10	46	0	7	17	3	18	132	43	5	31	16	0	53	25	0	14	31	27	21	7	6	0	29	39	10	53	10	12	56					
10	Число действительных избирательных бюллетеней	50460	1832	2100	1330	1447	1532	1690	1098	1294	1272	2031	1116	1543	842	2237	258	254	752	343	924	1315	1755	1699	1720	1789	1819	945	1401	2310	950	1336	1655	570	367	450	298	1455	1113	736	881	837	478	686					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1531	55	65	45	32	50	30	20	45	30	50	35	30	25	75	10	5	25	15	40	50	45	38	60	50	85	30	35	40	20	25	40	15	5	20	6	50	50	50	35	50	10	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1531	55	65	45	32	50	30	20	45	30	50	35	30	25	75	10	5	25	15	40	50	45	38	60	50	85	30	35	40	20	25	40	15	5	20	6	50	50	50	35	50	10	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	544	12	29	19	9	12	14	10	10	13	26	35	2	17	31	18	4	11	10	3	15	24	10	15	3	5	12	19	6	5	9	4	3	18	4	12	15	12	9	11	11	8	29					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	1	8	1	2	4	1	1	2	5	4	2	1	2	1	0	1	1	1	3	2	3	2	2	1	1	1	1	2	0	1	2	0	0	0	1	1	1	1	2	1	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5053	171	241	173	130	180	173	114	186	164	222	128	157	118	188	25	41	69	11	37	223	84	204	85	165	168	111	158	204	91	164	41	47	29	27	27	225	119	58	119	53	31	92					
		9.81%	9.02%	11.39%	12.77%	8.97%	11.63%	10.16%	9.71%	14.07%	12.64%	10.79%	11.40%	10.08%	13.85%	8.23%	9.69%	15.71%	8.97%	3.18%	3.93%	15.41%	4.67%	11.97%	4.85%	9.14%	9.24%	11.12%	11.08%	8.83%	9.44%	11.99%	2.44%	7.95%	7.75%	5.92%	9.06%	15.16%	10.33%	7.77%	12.74%	6.26%	6.33%	12.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6268	47	127	185	168	234	229	196	242	197	240	129	176	105	201	24	35	120	52	113	188	56	170	37	220	221	172	267	302	118	213	222	81	64	79	40	220	221	113	120	99	51	174					
		12.17%	2.48%	6.00%	13.65%	11.59%	15.12%	13.45%	16.70%	18.31%	15.19%	11.66%	11.49%	11.30%	12.32%	8.80%	9.30%	13.41%	15.60%	15.03%	11.99%	12.99%	3.11%	9.98%	2.11%	12.19%	12.15%	17.23%	18.72%	13.07%	12.24%	15.58%	13.20%	13.71%	17.11%	17.32%	13.42%	14.82%	19.18%	15.15%	12.85%	11.69%	10.41%	23.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	472	18	21	22	11	13	22	6	19	17	25	1	19	6	20	1	3	6	4	7	12	0	37	5	18	3	14	27	4	15	16	1	7	4	7	0	8	14	6	11	7	7	8					
		0.92%	0.95%	0.99%	1.62%	0.76%	0.84%	1.29%	0.51%	1.44%	1.31%	1.21%	0.09%	1.22%	0.70%	0.88%	0.39%	1.15%	0.78%	1.16%	0.74%	0.83%	0.00%	2.17%	0.29%	0.99%	0.16%	1.40%	1.89%	0.17%	1.56%	1.17%	0.06%	1.18%	1.07%	1.54%	0.00%	0.54%	1.22%	0.80%	1.18%	0.83%	1.43%	1.08%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8725	326	316	271	239	289	243	184	250	273	296	156	238	138	156	24	15	84	38	104	303	265	371	341	260	237	230	352	247	216	358	307	164	68	61	49	318	243	134	148	117	145	151					
		16.94%	17.20%	14.94%	20.00%	16.49%	18.67%	14.28%	15.67%	18.91%	21.05%	14.38%	13.89%	15.28%	16.20%	6.83%	9.30%	5.75%	10.92%	10.98%	11.04%	20.94%	14.74%	21.77%	19.47%	14.40%	13.03%	23.05%	24.68%	10.69%	22.41%	26.19%	18.25%	27.75%	18.18%	13.38%	16.44%	21.43%	21.09%	17.96%	15.85%	13.81%	29.59%	20.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	638	12	16	38	12	30	20	34	33	46	26	3	37	10	57	2	3	16	3	8	37	0	17	10	16	3	18	17	3	8	19	2	10	7	3	0	6	14	11	12	0	1	18					
		1.24%	0.63%	0.76%	2.80%	0.83%	1.94%	1.18%	2.90%	2.50%	3.55%	1.26%	0.27%	2.37%	1.17%	2.50%	0.78%	1.15%	2.08%	0.87%	0.85%	2.56%	0.00%	0.99%	0.57%	0.89%	0.16%	1.80%	1.19%	0.13%	0.83%	1.39%	0.12%	1.69%	1.87%	0.66%	0.00%	0.40%	1.22%	1.47%	1.28%	0.00%	0.20%	2.43%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29087	1246	1373	633	883	780	998	560	554	569	1211	698	913	463	1599	181	157	453	235	650	543	1350	887	1232	1105	1185	394	575	1544	496	556	1079	260	194	272	182	673	498	413	464	559	243	227					
		56.49%	65.75%	64.92%	46.72%	60.94%	50.39%	58.64%	47.70%	41.91%	43.87%	58.84%	62.15%	58.60%	54.34%	70.04%	70.16%	60.15%	58.91%	67.92%	69.00%	37.53%	75.08%	52.05%	70.36%	61.22%	65.15%	39.48%	40.32%	66.84%	51.45%	40.67%	64.15%	43.99%	51.87%	59.65%	61.07%	45.35%	43.23%	55.36%	49.68%	65.99%	49.59%	30.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	217	12	6	8	4	6	5	4	10	6	11	1	3	2	16	1	0	4	0	5	9	0	13	10	5	2	6	5	6	6	10	3	1	1	1	0	5	4	1	7	2	0	16					
		0.42%	0.63%	0.28%	0.59%	0.28%	0.39%	0.29%	0.34%	0.76%	0.46%	0.53%	0.09%	0.19%	0.23%	0.70%	0.39%	0.00%	0.52%	0.00%	0.53%	0.62%	0.00%	0.76%	0.57%	0.28%	0.11%	0.60%	0.35%	0.26%	0.62%	0.73%	0.18%	0.17%	0.27%	0.22%	0.00%	0.34%	0.35%	0.13%	0.75%	0.24%	0.00%	2.16%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
