Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Абинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в списки избирателей"	68376	2943	1873	2086	1559	2275	1435	2285	1968	2198	1976	1411	2622	878	2446	321	279	798	427	873	2571	2641	2409	2561	2507	2747	1561	2250	2148	1563	1866	2320	596	222	491	321	2050	1915	353	1301	1605	578	1147					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63117	2657	1650	1844	1391	2075	1337	2102	1769	1904	1618	1277	2256	799	2311	318	296	780	467	864	2323	2329	2183	2273	2299	2477	1446	2121	2255	1492	1789	2233	607	336	551	337	1898	1776	376	1201	1460	592	1048					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35678	1564	1031	1139	826	1154	685	1015	985	1031	898	740	1193	435	1698	201	215	498	292	604	1117	1425	1232	1231	1024	1271	773	1076	1159	617	984	1041	419	158	250	250	1070	1026	264	900	1060	353	774					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3839	67	44	63	67	119	80	126	79	100	165	83	67	45	132	37	11	54	26	85	119	48	78	175	202	123	128	177	105	181	90	139	122	64	149	37	127	59	34	55	91	53	33					
6	Число погашенных избирательных бюллетеней	23600	1026	575	642	498	802	572	961	705	773	555	454	996	319	481	80	70	228	149	175	1087	856	873	867	1073	1083	545	868	991	694	715	1053	66	114	152	50	701	691	78	246	309	186	241					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3839	67	44	63	67	119	80	126	79	100	165	83	67	45	132	37	11	54	26	85	119	48	78	175	202	123	128	177	105	181	90	139	122	64	149	37	127	59	34	55	91	53	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35625	1564	1031	1139	826	1154	685	1015	985	1031	898	740	1193	435	1698	201	215	498	292	604	1117	1377	1232	1231	1024	1271	773	1076	1159	617	984	1041	419	158	250	250	1070	1026	264	895	1060	353	774					
9	Число недействительных избирательных бюллетеней	656	33	26	22	17	44	12	7	13	31	12	9	15	2	11	0	8	4	15	21	16	31	9	17	18	15	13	11	17	13	25	29	12	1	2	4	28	38	5	15	7	11	17					
10	Число действительных избирательных бюллетеней	38808	1598	1049	1180	876	1229	753	1134	1051	1100	1051	814	1245	478	1819	238	218	548	303	668	1220	1394	1301	1389	1208	1379	888	1242	1247	785	1049	1151	529	221	397	283	1169	1047	293	935	1144	395	790					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	964	29	25	30	25	30	25	30	25	25	25	25	30	15	30	10	10	15	10	15	30	30	30	30	30	30	25	30	30	25	30	30	10	10	10	10	30	30	10	25	25	10	15					
