Выборы Президента Российской Федерации																																																																								
Дата голосования: 04.03.2012																																																																								
																																																																								
Наименование Избирательной комиссии:    Киреевская																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	61																																																																						
																																																																								
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460									
1	Число избирателей, включенных в список избирателей	59974	656	1351	1332	1519	1364	1335	1457	1647	455	181	434	1343	1418	1245	1351	1332	1229	1179	1368	1132	245	1426	1309	1860	1880	1643	1650	472	1216	1236	1194	1408	1575	1107	2404	2149	298	1396	1364	997	1300	385	383	380	228	213	536	244	202	311	676	694	688	484	590	413	310	500	284	348	648									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	59930	680	1300	1280	1470	1320	1300	1370	1420	550	270	720	1310	1380	1270	1340	1290	1230	1230	1310	1180	250	1400	1270	1790	1800	1630	1590	550	1230	1260	1200	1450	1490	1130	2380	2090	320	1360	1310	1010	1250	410	390	390	240	220	570	270	240	340	690	740	730	510	620	440	320	510	290	360	670									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	30072	423	779	771	955	807	613	858	657	188	90	191	859	682	883	760	781	735	749	611	554	245	560	593	811	1019	767	1066	224	565	588	587	703	679	481	1460	1095	99	715	664	482	416	98	173	151	45	82	144	154	87	134	240	227	274	269	292	219	163	205	71	103	176									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	10418	132	122	145	160	170	163	190	156	106	39	243	174	112	241	252	282	113	141	185	166	0	266	263	314	107	190	97	55	171	190	239	241	230	248	268	204	21	145	143	127	402	230	100	69	152	58	306	57	62	103	274	406	245	151	105	96	78	167	198	73	275									
6	Число погашенных избирательных бюллетеней	19440	125	399	364	355	343	524	322	607	256	141	286	277	586	146	328	227	382	340	514	460	5	574	414	665	674	673	427	271	494	482	374	506	581	401	652	791	200	500	503	401	432	82	117	170	43	80	120	59	91	103	176	107	211	90	223	125	79	138	21	184	219									
7	Число избирательных бюллетеней в переносных ящиках для голосования	10418	132	122	145	160	170	163	190	156	106	39	243	174	112	241	252	282	113	141	185	166	0	266	263	314	107	190	97	55	171	190	239	241	230	248	268	204	21	145	143	127	402	230	100	69	152	58	306	57	62	103	274	406	245	151	105	96	78	167	198	73	275									
8	Число бюллетеней в стационарных ящиках для голосования	30071	423	779	771	955	807	613	858	657	188	90	191	859	682	883	760	781	735	749	611	554	245	560	593	811	1019	767	1066	224	565	588	587	703	679	481	1460	1095	99	715	664	482	415	98	173	151	45	82	144	154	87	134	240	227	274	269	292	219	163	205	71	103	176									
9	Число недействительных избирательных бюллетеней	363	1	16	15	6	8	8	11	6	4	0	1	9	7	4	1	15	5	9	12	7	19	8	7	8	10	10	10	1	5	16	6	19	9	9	15	16	1	6	6	5	8	0	1	1	0	0	0	2	2	2	3	0	0	1	3	1	1	1	0	2	4									
10	Число действительных избирательных бюллетеней	40126	554	885	901	1109	969	768	1037	807	290	129	433	1024	787	1120	1011	1048	843	881	784	713	226	818	849	1117	1116	947	1153	278	731	762	820	925	900	720	1713	1283	119	854	801	604	809	328	272	219	197	140	450	209	147	235	511	633	519	419	394	314	240	371	269	174	447									
11	Число полученных открепительных  удостоверений	1715	15	25	35	50	30	45	40	35	15	2	15	45	40	50	60	40	25	40	25	25	0	42	40	35	35	35	35	5	30	25	25	25	20	40	80	55	20	40	30	30	40	10	10	10	10	8	20	20	23	25	20	45	30	30	25	20	20	10	10	10	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1703	15	25	35	50	30	45	40	35	15	2	15	45	40	50	60	40	25	38	25	25	0	42	40	35	35	35	35	5	30	25	25	25	20	30	80	55	20	40	30	30	40	10	10	10	10	8	20	20	23	25	20	45	30	30	25	20	20	10	10	10	15									
13	Число избирателей, проголосовавших по открепительным удостоверениям	667	8	10	21	22	21	15	18	17	10	6	8	14	15	17	13	26	11	8	20	12	19	11	11	6	13	6	5	9	20	13	19	6	15	11	18	7	14	1	7	13	20	3	9	10	6	5	2	5	5	3	14	10	3	6	5	2	11	12	9	5	6									
14	Число неиспользованных открепительных удостоверений	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	85	4	4	7	5	8	5	1	1	0	0	0	3	2	6	5	5	1	5	2	1	0	1	1	0	4	1	0	0	0	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																								
19	Жириновский Владимир Вольфович	2317	20	63	57	23	60	53	55	42	26	10	18	67	58	67	45	55	48	47	48	46	13	55	56	58	49	38	49	14	49	45	51	63	52	32	117	94	6	47	39	45	50	14	16	19	12	9	15	11	6	15	39	33	42	24	12	15	19	50	13	8	15									
