Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
Наименование Избирательной комиссии:    Киреевская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №1136	УИК №1137	УИК №1138					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	101	3	5	9	2	4	3	8	7	11	2	9	4	7	2	1	0	2	0	0	0	1	0	2	1	2	1	2	1	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	Богданов Андрей Владимирович	475	9	8	4	13	7	5	8	17	23	11	9	10	10	12	24	1	12	10	11	13	5	5	8	9	12	9	9	4	13	16	1	17	16	7	7	1	4	1	0	2	6	1	2	3	6	6	4	3	2	3	5	3	1	1	10	6	4	0	3	6	16	21					
		1.11%	2.41%	1.07%	0.53%	1.43%	0.60%	0.67%	0.65%	1.22%	1.92%	1.16%	1.37%	1.46%	1.35%	1.36%	2.78%	0.44%	1.04%	1.09%	1.30%	1.64%	0.46%	1.50%	0.89%	1.24%	1.48%	0.93%	0.94%	0.49%	0.72%	0.91%	0.40%	1.52%	1.76%	1.11%	0.84%	0.39%	1.11%	0.31%	0.00%	1.04%	1.18%	0.51%	1.10%	1.21%	0.99%	0.91%	0.61%	0.68%	0.42%	0.83%	2.11%	0.89%	0.35%	0.46%	2.45%	0.65%	1.41%	0.00%	0.44%	0.90%	1.76%	2.66%					
19	Жириновский Владимир Вольфович	3770	44	107	86	82	91	77	130	101	167	88	55	65	73	96	64	21	82	67	36	85	92	22	83	77	80	82	71	40	150	147	22	99	55	63	87	32	21	39	3	24	65	19	15	36	59	79	37	43	2	32	21	25	17	16	53	65	19	11	43	73	67	67					
		8.84%	11.80%	14.36%	11.35%	9.00%	7.76%	10.31%	10.64%	7.23%	13.93%	9.31%	8.36%	9.48%	9.83%	10.88%	7.42%	9.21%	7.14%	7.32%	4.26%	10.69%	8.48%	6.61%	9.19%	10.59%	9.89%	8.48%	7.44%	4.93%	8.32%	8.38%	8.91%	8.85%	6.06%	9.98%	10.48%	12.45%	5.83%	12.11%	1.49%	12.44%	12.82%	9.64%	8.24%	14.57%	9.80%	11.93%	5.64%	9.75%	0.42%	8.86%	8.86%	7.42%	6.01%	7.37%	12.99%	7.07%	6.71%	7.10%	6.30%	10.94%	7.35%	8.48%					
20	Зюганов Геннадий Андреевич	9159	71	140	176	233	211	231	273	292	273	260	188	207	134	205	225	42	294	180	157	153	204	77	192	207	225	230	252	220	358	256	21	193	270	179	147	28	67	43	48	58	97	27	40	48	100	150	63	71	1	46	35	42	54	35	76	216	61	51	120	192	235	179					
		21.47%	19.03%	18.79%	23.22%	25.58%	18.00%	30.92%	22.34%	20.90%	22.77%	27.51%	28.57%	30.17%	18.03%	23.24%	26.07%	18.42%	25.59%	19.67%	18.58%	19.25%	18.80%	23.12%	21.26%	28.47%	27.81%	23.78%	26.42%	27.09%	19.86%	14.59%	8.50%	17.25%	29.77%	28.37%	17.71%	10.89%	18.61%	13.35%	23.88%	30.05%	19.13%	13.71%	21.98%	19.43%	16.61%	22.66%	9.60%	16.10%	0.21%	12.74%	14.77%	12.46%	19.08%	16.13%	18.63%	23.50%	21.55%	32.90%	17.57%	28.79%	25.80%	22.66%					
21	Медведев Дмитрий Анатольевич	28796	242	482	485	571	851	424	787	961	729	579	401	398	516	563	514	145	749	654	636	538	780	225	616	427	482	635	614	545	1254	1313	202	797	549	378	582	196	265	239	150	109	339	149	125	159	436	424	549	321	464	280	175	264	211	165	269	624	194	92	517	364	578	514					
		67.49%	64.88%	64.70%	63.98%	62.68%	72.61%	56.76%	64.40%	68.79%	60.80%	61.27%	60.94%	58.02%	69.45%	63.83%	59.56%	63.60%	65.19%	71.48%	75.27%	67.67%	71.89%	67.57%	68.22%	58.73%	59.58%	65.67%	64.36%	67.12%	69.55%	74.81%	81.78%	71.22%	60.53%	59.90%	70.12%	76.26%	73.61%	74.22%	74.63%	56.48%	66.86%	75.63%	68.68%	64.37%	72.43%	64.05%	83.69%	72.79%	98.10%	77.56%	73.84%	78.34%	74.56%	76.04%	65.93%	67.90%	68.55%	59.35%	75.70%	54.57%	63.45%	65.06%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
