Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Глушковская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
1	"Число избирателей, внесенных в список избирателей"	19364	1629	1527	1750	1537	1294	1061	429	621	379	1544	247	507	999	802	1070	216	201	514	456	384	162	187	122	990	557	179					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18800	1500	1500	1550	1400	1200	1000	400	650	450	1500	300	450	1000	800	1100	250	200	550	400	400	150	180	120	950	600	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11428	981	857	926	879	503	825	275	398	211	980	186	298	733	396	769	138	142	293	188	211	96	116	86	496	319	126					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1695	48	53	140	40	43	23	53	80	77	99	41	63	73	167	140	41	29	60	84	52	20	20	19	115	71	44					
6	Число погашенных избирательных бюллетеней	5677	471	590	484	481	654	152	72	172	162	421	73	89	194	237	191	71	29	197	128	137	34	44	15	339	210	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1695	48	53	140	40	43	23	53	80	77	99	41	63	73	167	140	41	29	60	84	52	20	20	19	115	71	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11428	981	857	926	879	503	825	275	398	211	980	186	298	733	396	769	138	142	293	188	211	96	116	86	496	319	126					
9	Число недействительных избирательных бюллетеней	257	13	10	36	9	14	10	5	7	6	16	5	8	6	10	4	7	11	52	3	5	2	1	0	6	8	3					
10	Число действительных избирательных бюллетеней	12866	1016	900	1030	910	532	838	323	471	282	1063	222	353	800	553	905	172	160	301	269	258	114	135	105	605	382	167					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	292	40	22	25	15	15	9	7	14	5	25	4	5	18	5	30	2	6	6	2	4	3	2	3	13	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	229	40	22	24	9	5	8	4	14	5	19	2	2	15	4	30	0	4	4	0	4	0	0	0	13	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	18	3	11	3	0	0	5	4	6	12	3	1	5	3	2	1	3	6	5	1	0	2	3	5	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	63	0	0	1	6	10	1	3	0	0	6	2	3	3	1	0	2	2	2	2	0	3	2	3	0	9	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1459	159	141	198	74	48	63	47	57	42	112	25	32	74	58	63	21	15	22	18	16	11	17	7	50	70	19					
		11.12%	15.45%	15.49%	18.57%	8.05%	8.79%	7.43%	14.33%	11.92%	14.58%	10.38%	11.01%	8.86%	9.18%	10.30%	6.93%	11.73%	8.77%	6.23%	6.62%	6.08%	9.48%	12.50%	6.67%	8.18%	17.95%	11.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1542	148	151	135	105	98	82	20	57	37	106	20	28	110	58	85	29	24	40	29	13	4	8	4	100	36	15					
		11.75%	14.38%	16.59%	12.66%	11.43%	17.95%	9.67%	6.10%	11.92%	12.85%	9.82%	8.81%	7.76%	13.65%	10.30%	9.35%	16.20%	14.04%	11.33%	10.66%	4.94%	3.45%	5.88%	3.81%	16.37%	9.23%	8.82%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	101	13	15	9	12	5	11	0	1	0	5	2	1	3	5	1	2	0	0	1	1	1	3	2	4	1	3					
		0.77%	1.26%	1.65%	0.84%	1.31%	0.92%	1.30%	0.00%	0.21%	0.00%	0.46%	0.88%	0.28%	0.37%	0.89%	0.11%	1.12%	0.00%	0.00%	0.37%	0.38%	0.86%	2.21%	1.90%	0.65%	0.26%	1.76%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2523	203	246	253	219	106	186	51	126	58	208	43	89	152	97	102	21	20	36	52	37	19	9	4	93	63	30					
		19.23%	19.73%	27.03%	23.73%	23.83%	19.41%	21.93%	15.55%	26.36%	20.14%	19.28%	18.94%	24.65%	18.86%	17.23%	11.22%	11.73%	11.70%	10.20%	19.12%	14.07%	16.38%	6.62%	3.81%	15.22%	16.15%	17.65%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	136	21	11	11	10	10	11	2	8	0	5	4	2	3	8	6	1	1	3	3	0	3	1	0	8	4	0					
