Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Егорлыкская районная																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184					
1	"Число избирателей, внесенных в списки избирателей"	29348	1817	1065	1674	1200	2090	1815	2035	1111	1543	862	718	467	725	1086	1406	366	1057	1362	868	1345	2085	1178	1473					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26621	1643	969	1526	1092	1895	1637	1848	1027	1335	801	652	422	660	951	1296	329	946	1254	788	1264	1878	1062	1346					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19878	1327	760	1289	617	1498	1312	1402	663	893	617	565	329	461	743	780	267	632	1054	624	1258	1279	769	739					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1717	81	34	39	50	39	59	76	27	97	125	47	56	46	77	86	53	111	86	56	4	246	110	112					
6	Число погашенных избирательных бюллетеней	5026	235	175	198	425	358	266	370	337	345	59	40	37	153	131	430	9	203	114	108	2	353	183	495					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1717	81	34	39	50	39	59	76	27	97	125	47	56	46	77	86	53	111	86	56	4	246	110	112					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19878	1327	760	1289	617	1498	1312	1402	663	893	617	565	329	461	743	780	267	632	1054	624	1258	1279	769	739					
9	Число недействительных избирательных бюллетеней	117	10	3	8	0	18	6	7	6	0	3	1	0	4	5	18	9	0	0	5	0	9	4	1					
10	Число действительных избирательных бюллетеней	21478	1398	791	1320	667	1519	1365	1471	684	990	739	611	385	503	815	848	311	743	1140	675	1262	1516	875	850					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	600	20	20	20	20	20	20	20	20	140	20	20	20	20	20	40	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	295	8	8	13	11	15	7	8	10	94	18	1	0	6	6	40	1	8	19	1	1	11	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	130	1	3	8	3	7	6	4	1	55	6	2	0	0	13	2	1	3	0	0	5	5	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	305	12	12	7	9	5	13	12	10	46	2	19	20	14	14	0	19	12	1	19	19	9	17	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	877	37	20	31	22	9	41	76	34	14	26	8	6	11	19	35	1	58	37	47	8	74	60	203					
		4.06%	2.63%	2.52%	2.33%	3.30%	0.59%	2.99%	5.14%	4.93%	1.41%	3.50%	1.31%	1.56%	2.17%	2.32%	4.04%	0.31%	7.81%	3.25%	6.91%	0.63%	4.85%	6.83%	23.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	5	4	0	2	6	0	0	5	6	0	0	0	1	6	1	0	5	1	3	0	1	0	1					
		0.22%	0.36%	0.50%	0.00%	0.30%	0.39%	0.00%	0.00%	0.72%	0.61%	0.00%	0.00%	0.00%	0.20%	0.73%	0.12%	0.00%	0.67%	0.09%	0.44%	0.00%	0.07%	0.00%	0.12%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	3	1	0	0	1	1	0					
		0.06%	0.00%	0.13%	0.00%	0.15%	0.00%	0.00%	0.00%	0.14%	0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.12%	0.00%	0.40%	0.09%	0.00%	0.00%	0.07%	0.11%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1952	147	68	154	112	215	96	139	74	78	41	38	10	62	68	66	12	79	56	45	17	121	182	72					
		9.04%	10.44%	8.56%	11.60%	16.79%	13.99%	7.00%	9.40%	10.72%	7.88%	5.53%	6.21%	2.60%	12.23%	8.29%	7.62%	3.75%	10.63%	4.91%	6.62%	1.35%	7.93%	20.71%	8.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	2	2	0	1	0	1	0	2	2	0	1	0	1	1	0	0	1	0	0	0	0	3	2					
		0.09%	0.14%	0.25%	0.00%	0.15%	0.00%	0.07%	0.00%	0.29%	0.20%	0.00%	0.16%	0.00%	0.20%	0.12%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.34%	0.24%					
23	6.Политическая партия «Партия социальной справедливости»	40	1	3	0	2	3	4	0	5	1	2	0	1	1	2	1	0	0	5	1	0	0	3	5					
		0.19%	0.07%	0.38%	0.00%	0.30%	0.20%	0.29%	0.00%	0.72%	0.10%	0.27%	0.00%	0.26%	0.20%	0.24%	0.12%	0.00%	0.00%	0.44%	0.15%	0.00%	0.00%	0.34%	0.59%					
24	7.Политическая партия «Либерально-демократическая партия России»	842	63	41	8	32	8	3	82	51	166	39	5	0	21	53	33	5	38	34	32	7	41	35	45					
		3.90%	4.47%	5.16%	0.60%	4.80%	0.52%	0.22%	5.55%	7.39%	16.77%	5.26%	0.82%	0.00%	4.14%	6.46%	3.81%	1.56%	5.11%	2.98%	4.71%	0.55%	2.69%	3.98%	5.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1048	89	38	135	41	178	49	52	62	63	20	4	6	10	71	43	11	23	13	23	0	51	43	23					
		4.85%	6.32%	4.79%	10.17%	6.15%	11.58%	3.57%	3.52%	8.99%	6.36%	2.70%	0.65%	1.56%	1.97%	8.66%	4.97%	3.44%	3.10%	1.14%	3.38%	0.00%	3.34%	4.89%	2.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	85	6	1	0	12	8	3	0	5	8	1	1	0	0	10	3	2	3	7	6	0	4	2	3					
		0.39%	0.43%	0.13%	0.00%	1.80%	0.52%	0.22%	0.00%	0.72%	0.81%	0.13%	0.16%	0.00%	0.00%	1.22%	0.35%	0.63%	0.40%	0.61%	0.88%	0.00%	0.26%	0.23%	0.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16493	1035	607	992	441	1088	1167	1122	435	643	610	553	362	395	585	662	278	531	982	517	1230	1223	542	493					
		76.37%	73.51%	76.45%	74.70%	66.12%	70.79%	85.12%	75.91%	63.04%	64.95%	82.21%	90.36%	94.03%	77.91%	71.34%	76.44%	86.88%	71.47%	86.14%	76.03%	97.46%	80.20%	61.66%	57.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	63	13	6	0	1	4	1	0	10	8	0	1	0	0	0	3	2	2	4	1	0	0	4	3					
		0.29%	0.92%	0.76%	0.00%	0.15%	0.26%	0.07%	0.00%	1.45%	0.81%	0.00%	0.16%	0.00%	0.00%	0.00%	0.35%	0.63%	0.27%	0.35%	0.15%	0.00%	0.00%	0.46%	0.35%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
