Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Усть-Куломская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №697					
1	"Число избирателей, включенных в списки избирателей"	21458	192	678	446	265	376	95	375	299	208	326	1708	1920	848	261	1206	336	172	184	1376	210	558	567	103	100	164	90	382	393	317	867	721	321	135	178	367	502	203	1241	428	376	227	339	266	1132					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21450	200	700	450	300	350	100	400	300	200	350	1800	1900	900	270	1180	350	170	190	1310	230	520	580	100	110	170	110	400	400	330	830	800	320	150	170	340	500	200	1200	430	390	200	350	250	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	15616	173	444	291	220	254	61	277	206	175	265	1335	1427	556	171	776	254	134	102	913	159	386	434	88	90	137	81	311	313	259	741	452	252	115	142	260	376	164	869	275	283	160	283	216	736					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2451	18	130	97	23	82	16	35	16	20	19	144	127	150	45	88	49	23	39	194	19	65	71	8	7	12	8	41	77	35	45	144	50	18	28	22	55	18	191	68	38	20	21	13	62					
6	Число погашенных избирательных бюллетеней	3360	9	126	62	57	14	23	88	78	5	66	321	346	194	54	316	47	13	49	203	52	69	75	4	13	21	21	48	10	36	44	204	18	17	0	58	69	18	140	87	46	20	46	21	152					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2474	18	130	97	23	82	16	35	16	20	19	144	127	150	45	88	49	23	39	194	19	65	71	8	7	12	8	41	77	35	45	144	50	18	28	22	55	18	191	68	61	20	21	13	62					
8	Число бюллетеней в стационарных ящиках для голосования	15614	173	444	291	220	254	61	277	206	175	265	1334	1427	556	171	776	254	134	102	913	159	386	434	88	90	137	81	311	313	259	740	452	252	115	142	260	376	164	869	275	283	160	283	216	736					
9	Число недействительных избирательных бюллетеней	160	0	1	5	5	1	0	2	1	2	7	8	19	2	0	13	2	2	1	17	4	5	5	0	0	1	0	2	1	0	5	7	3	0	1	3	2	2	7	1	1	3	3	2	14					
10	Число действительных избирательных бюллетеней	17928	191	573	383	238	335	77	310	221	193	277	1470	1535	704	216	851	301	155	140	1090	174	446	500	96	97	148	89	350	389	294	780	589	299	133	169	279	429	180	1053	342	343	177	301	227	784					
11	Число полученных открепительных  удостоверений	869	27	17	20	20	10	8	23	5	5	25	43	42	48	15	75	28	1	5	37	3	10	24	1	3	5	5	21	27	26	31	14	10	7	5	8	25	15	70	20	23	10	25	10	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	849	27	17	20	20	9	8	23	5	5	25	35	34	48	15	75	28	1	5	37	3	10	24	1	3	5	5	21	27	26	31	14	9	7	5	8	25	15	70	20	23	10	25	9	16					
