Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Пий-Хемская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120					
1	"Число избирателей, внесенных в списки избирателей"	7342	575	410	1270	1383	299	638	355	464	601	343	470	260	274					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6816	600	387	1100	1180	280	587	312	443	601	351	434	266	275					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4772	311	210	664	762	198	537	275	378	384	301	384	183	185					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	412	9	13	26	36	5	28	37	34	46	24	44	35	75					
6	Число погашенных избирательных бюллетеней	1632	280	164	410	382	77	22	0	31	171	26	6	48	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	412	9	13	26	36	5	28	37	34	46	24	44	35	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4772	311	210	664	762	198	537	275	378	384	301	384	183	185					
9	Число недействительных избирательных бюллетеней	41	3	3	6	11	2	0	0	0	16	0	0	0	0					
10	Число действительных избирательных бюллетеней	5143	317	220	684	787	201	565	312	412	414	325	428	218	260					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	79	10	4	10	5	5	5	5	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	17	2	1	3	4	1	0	0	1	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	15	0	0	2	5	0	0	3	0	0	0	4	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	62	8	3	7	1	4	5	5	4	5	5	5	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	57	1	4	10	21	0	4	1	4	5	2	3	1	1					
		1.10%	0.31%	1.79%	1.45%	2.63%	0.00%	0.71%	0.32%	0.97%	1.16%	0.62%	0.70%	0.46%	0.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	2	0	1	4	1	0	0	0	1	0	0	0	2					
		0.21%	0.63%	0.00%	0.14%	0.50%	0.49%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.77%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	215	11	21	33	82	4	12	1	9	15	2	19	0	6					
		4.15%	3.44%	9.42%	4.78%	10.28%	1.97%	2.12%	0.32%	2.18%	3.49%	0.62%	4.44%	0.00%	2.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	0	0	3	4	1	2	0	0	2	0	0	0	1					
		0.25%	0.00%	0.00%	0.43%	0.50%	0.49%	0.35%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.38%					
23	6.Политическая партия «Партия социальной справедливости»	2	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	123	11	9	48	32	5	1	0	1	4	0	2	0	10					
		2.37%	3.44%	4.04%	6.96%	4.01%	2.46%	0.18%	0.00%	0.24%	0.93%	0.00%	0.47%	0.00%	3.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	134	10	3	27	42	8	6	5	5	9	5	4	3	7					
		2.58%	3.13%	1.35%	3.91%	5.26%	3.94%	1.06%	1.60%	1.21%	2.09%	1.54%	0.93%	1.38%	2.69%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	33	1	1	2	10	0	6	0	4	2	5	0	1	1					
		0.64%	0.31%	0.45%	0.29%	1.25%	0.00%	1.06%	0.00%	0.97%	0.47%	1.54%	0.00%	0.46%	0.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4543	281	180	558	589	182	534	304	389	374	309	399	213	231					
		87.64%	87.81%	80.72%	80.87%	73.81%	89.66%	94.51%	97.44%	94.42%	86.98%	95.08%	93.22%	97.71%	88.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	11	0	0	2	3	0	0	1	0	2	1	1	0	1					
		0.21%	0.00%	0.00%	0.29%	0.38%	0.00%	0.00%	0.32%	0.00%	0.47%	0.31%	0.23%	0.00%	0.38%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
