Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Верхнесалдинская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310					
1	"Число избирателей, внесенных в список"	42737	380	629	1010	653	1256	923	1697	1207	1582	1211	3138	582	808	2148	2031	2406	2299	2312	2296	3043	2342	1887	2095	2101	1440	120	138	465	373	128	37					
2	Число полученных избирательных бюллетеней	38757	336	545	921	586	1216	830	1550	1075	1437	1088	2776	510	717	1950	1986	2161	2082	2086	2064	2719	2080	1654	1900	1906	1418	119	131	416	335	125	38					
3	"Число избирательных бюллетеней, выданных  досрочно"	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24102	172	271	579	261	742	471	962	690	922	627	1707	277	302	1366	1128	1224	1262	1391	1390	1807	1460	1011	1227	1247	823	71	104	274	216	86	32					
5	"Число избирательных бюллетеней, выданных вне помещения"	655	22	13	15	33	16	49	9	20	8	27	12	18	36	35	13	19	24	17	10	15	32	55	5	17	94	16	0	3	14	6	2					
6	Число погашенных избирательных бюллетеней	13997	142	261	327	292	458	310	579	362	507	434	1057	215	379	549	845	918	796	678	664	897	588	588	668	642	501	32	27	139	105	33	4					
7	Число избирательных бюллетеней в переносных ящиках	655	22	13	15	33	16	49	9	20	8	27	12	18	36	35	13	19	24	17	10	15	32	55	5	17	94	16	0	3	14	6	2					
8	Число бюллетеней в стационарных ящиках для голосования	24090	172	271	579	261	742	471	959	690	922	627	1707	277	302	1364	1128	1224	1262	1387	1390	1807	1460	1011	1225	1247	822	71	104	274	216	86	32					
9	Число недействительных избирательных бюллетеней	274	5	3	11	3	16	6	9	6	9	7	16	2	2	13	11	16	12	17	10	20	12	7	7	17	24	0	2	5	4	2	0					
10	Число действительных избирательных бюллетеней	24471	189	281	583	291	742	514	959	704	921	647	1703	293	336	1386	1130	1227	1274	1387	1390	1802	1480	1059	1223	1247	892	87	102	272	226	90	34					
11	Число полученных открепительных  удостоверений	847	7	12	20	13	25	18	34	24	32	24	62	11	16	43	40	48	46	45	46	60	46	36	42	42	26	3	6	9	8	2	1					
12	Число выданных открепительных удостоверений	99	0	1	1	0	2	2	3	5	4	2	3	0	0	7	6	2	11	6	5	10	2	3	4	3	9	0	3	2	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	81	2	1	1	1	4	1	5	6	3	4	2	2	1	2	3	5	1	2	7	3	1	3	1	1	7	0	4	3	2	0	3					
14	Число неиспользованных открепительных удостоверений	748	7	11	19	13	23	16	31	19	28	22	59	11	16	36	34	46	35	39	41	50	44	33	38	39	17	3	3	7	7	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	899	3	9	28	5	35	19	30	41	63	29	64	12	4	59	43	42	40	41	52	70	43	45	37	47	16	2	6	8	6	0	0					
		3.63%	1.55%	3.17%	4.71%	1.70%	4.62%	3.65%	3.10%	5.77%	6.77%	4.43%	3.72%	4.07%	1.18%	4.22%	3.77%	3.38%	3.11%	2.92%	3.71%	3.84%	2.88%	4.22%	3.01%	3.72%	1.75%	2.30%	5.77%	2.89%	2.61%	0.00%	0.00%					
19	. Малышкин Олег Александрович	563	5	6	12	13	16	12	16	16	21	15	44	4	9	15	18	28	30	30	31	56	39	22	26	32	22	2	3	13	5	2	0					
		2.28%	2.58%	2.11%	2.02%	4.42%	2.11%	2.31%	1.65%	2.25%	2.26%	2.29%	2.56%	1.36%	2.66%	1.07%	1.58%	2.25%	2.33%	2.14%	2.21%	3.07%	2.61%	2.06%	2.11%	2.53%	2.40%	2.30%	2.88%	4.69%	2.17%	2.17%	0.00%					
20	. Миронов Сергей Михайлович	184	1	0	0	0	7	4	5	8	8	5	17	1	4	13	9	13	7	9	13	16	13	5	9	6	8	0	2	0	1	0	0					
		0.74%	0.52%	0.00%	0.00%	0.00%	0.92%	0.77%	0.52%	1.13%	0.86%	0.76%	0.99%	0.34%	1.18%	0.93%	0.79%	1.05%	0.54%	0.64%	0.93%	0.88%	0.87%	0.47%	0.73%	0.47%	0.87%	0.00%	1.92%	0.00%	0.43%	0.00%	0.00%					
21	. Путин Владимир Владимирович	19243	150	205	460	232	571	392	737	514	679	495	1372	228	254	1079	904	967	1003	1074	1068	1438	1198	850	1016	958	723	72	79	225	189	78	33					
		77.77%	77.32%	72.18%	77.44%	78.91%	75.33%	75.38%	76.14%	72.39%	73.01%	75.69%	79.81%	77.29%	75.15%	77.13%	79.23%	77.80%	77.99%	76.50%	76.29%	78.92%	80.29%	79.74%	82.60%	75.79%	78.93%	82.76%	75.96%	81.23%	82.17%	84.78%	97.06%					
22	. Хакамада Ирина Муцуовна	974	6	14	11	10	23	30	45	38	42	20	59	14	29	52	61	53	60	56	60	63	49	40	50	51	21	1	3	8	3	2	0					
