Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Октябрьская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029					
1	"Число избирателей, внесенных в список избирателей"	18408	1460	1342	1333	497	557	368	623	180	1021	190	111	668	200	467	91	250	688	1446	914	1484	1690	504	224	120	169	729	758	198	126					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17860	1400	1300	1300	520	580	390	650	185	1000	200	120	680	205	480	103	250	700	1200	900	1400	1400	520	227	127	173	720	800	200	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8551	605	594	614	231	253	230	315	89	420	95	66	330	116	253	52	132	310	686	373	623	761	265	126	64	94	269	408	116	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1371	165	126	115	24	71	23	31	7	91	13	2	40	15	29	11	20	93	64	92	36	35	41	14	11	7	125	55	10	5					
6	Число погашенных избирательных бюллетеней	7938	630	580	571	265	256	137	304	89	489	92	52	310	74	198	40	98	297	450	435	741	604	214	87	52	72	326	337	74	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1371	165	126	115	24	71	23	31	7	91	13	2	40	15	29	11	20	93	64	92	36	35	41	14	11	7	125	55	10	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8551	605	594	614	231	253	230	315	89	420	95	66	330	116	253	52	132	310	686	373	623	761	265	126	64	94	269	408	116	61					
9	Число недействительных избирательных бюллетеней	109	10	9	13	4	2	5	5	0	3	3	1	5	3	0	1	2	3	6	4	6	7	1	0	0	8	2	4	1	1					
10	Число действительных избирательных бюллетеней	9813	760	711	716	251	322	248	341	96	508	105	67	365	128	282	62	150	400	744	461	653	789	305	140	75	93	392	459	125	65					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	15	20	13	5	20	20	10	3	20	3	3	3	4	15	3	5	10	19	10	20	20	10	5	3	3	3	19	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	222	9	15	11	3	20	20	6	2	15	2	1	1	3	15	1	2	2	17	6	18	19	10	0	2	0	2	19	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	5	10	10	2	0	5	0	1	1	2	1	0	1	3	2	3	1	13	14	12	8	1	1	2	1	2	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	68	6	5	2	2	0	0	4	1	5	1	2	2	1	0	2	3	8	2	4	2	1	0	5	1	3	1	0	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1829	140	120	176	37	36	25	83	15	93	8	8	51	19	45	9	24	83	165	83	136	203	65	20	11	18	55	68	29	4					
		18.43%	18.18%	16.67%	24.14%	14.51%	11.11%	9.88%	23.99%	15.63%	18.20%	7.41%	11.76%	13.78%	14.50%	15.96%	14.29%	15.79%	20.60%	22.00%	17.85%	20.64%	25.50%	21.24%	14.29%	14.67%	17.82%	13.96%	14.69%	23.02%	6.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1272	109	80	101	36	30	26	29	15	94	9	12	59	19	34	2	15	55	92	54	72	112	38	22	13	12	59	58	12	3					
		12.82%	14.16%	11.11%	13.85%	14.12%	9.26%	10.28%	8.38%	15.63%	18.40%	8.33%	17.65%	15.95%	14.50%	12.06%	3.17%	9.87%	13.65%	12.27%	11.61%	10.93%	14.07%	12.42%	15.71%	17.33%	11.88%	14.97%	12.53%	9.52%	4.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	9	9	8	0	5	0	2	0	7	0	2	5	1	1	1	0	3	5	7	4	6	1	1	0	0	4	3	0	0					
		0.85%	1.17%	1.25%	1.10%	0.00%	1.54%	0.00%	0.58%	0.00%	1.37%	0.00%	2.94%	1.35%	0.76%	0.35%	1.59%	0.00%	0.74%	0.67%	1.51%	0.61%	0.75%	0.33%	0.71%	0.00%	0.00%	1.02%	0.65%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1935	183	144	118	66	63	26	48	24	107	14	6	38	27	49	30	36	83	154	115	177	156	53	18	13	4	65	79	30	9					
		19.50%	23.77%	20.00%	16.19%	25.88%	19.44%	10.28%	13.87%	25.00%	20.94%	12.96%	8.82%	10.27%	20.61%	17.38%	47.62%	23.68%	20.60%	20.53%	24.73%	26.86%	19.60%	17.32%	12.86%	17.33%	3.96%	16.50%	17.06%	23.81%	13.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	101	8	5	7	2	1	1	4	0	7	2	2	7	0	1	0	0	3	15	6	5	10	3	2	1	5	2	1	1	0					
		1.02%	1.04%	0.69%	0.96%	0.78%	0.31%	0.40%	1.16%	0.00%	1.37%	1.85%	2.94%	1.89%	0.00%	0.35%	0.00%	0.00%	0.74%	2.00%	1.29%	0.76%	1.26%	0.98%	1.43%	1.33%	4.95%	0.51%	0.22%	0.79%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4548	306	352	300	108	187	170	175	41	197	72	37	204	62	151	20	75	171	308	193	254	300	143	77	37	54	205	247	53	49					
		45.84%	39.74%	48.89%	41.15%	42.35%	57.72%	67.19%	50.58%	42.71%	38.55%	66.67%	54.41%	55.14%	47.33%	53.55%	31.75%	49.34%	42.43%	41.07%	41.51%	38.54%	37.69%	46.73%	55.00%	49.33%	53.47%	52.03%	53.35%	42.06%	74.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	5	1	6	2	0	0	0	1	3	0	0	1	0	1	0	0	2	5	3	5	2	2	0	0	0	2	3	0	0					
		0.44%	0.65%	0.14%	0.82%	0.78%	0.00%	0.00%	0.00%	1.04%	0.59%	0.00%	0.00%	0.27%	0.00%	0.35%	0.00%	0.00%	0.50%	0.67%	0.65%	0.76%	0.25%	0.65%	0.00%	0.00%	0.00%	0.51%	0.65%	0.00%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
