Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Демидовская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472					
1	"Число избирателей, внесенных в список"	15078	2014	1877	1354	2143	256	328	348	316	522	237	540	301	369	263	407	267	422	208	401	265	178	245	1384	433					
2	Число полученных избирательных бюллетеней	15281	2060	1941	1315	2134	254	326	347	319	521	235	540	299	369	261	403	265	426	209	400	268	181	235	1385	588					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6454	948	810	643	906	120	151	147	181	185	103	273	144	187	106	143	34	137	75	98	117	103	35	552	256					
5	"Число избирательных бюллетеней, выданных вне помещения"	2123	67	55	57	18	76	63	108	73	186	70	79	70	91	82	77	162	144	92	168	87	36	151	105	6					
6	Число погашенных избирательных бюллетеней	6704	1045	1076	615	1210	58	112	92	65	150	62	188	85	91	73	183	69	145	42	134	64	42	49	728	326					
7	Число избирательных бюллетеней в переносных ящиках	2123	67	55	57	18	76	63	108	73	186	70	79	70	91	82	77	162	144	92	168	87	36	151	105	6					
8	Число бюллетеней в стационарных ящиках для голосования	6454	948	810	643	906	120	151	147	181	185	103	273	144	187	106	143	34	137	75	98	117	103	35	552	256					
9	Число недействительных избирательных бюллетеней	48	5	8	3	7	0	4	3	4	4	2	2	0	0	0	1	0	1	0	1	0	0	1	2	0					
10	Число действительных избирательных бюллетеней	8529	1010	857	697	917	196	210	252	250	367	171	350	214	278	188	219	196	280	167	265	204	139	185	655	262					
11	Число полученных открепительных  удостоверений	370	15	15	15	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15					
12	Число выданных открепительных удостоверений	67	14	5	13	18	2	1	3	1	2	0	1	0	0	0	0	1	0	0	2	0	1	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	183	15	6	7	6	3	2	3	4	4	2	3	3	2	0	3	2	2	2	4	1	1	7	11	90					
14	Число неиспользованных открепительных удостоверений	303	1	10	2	7	13	14	12	14	13	15	14	15	15	15	15	14	15	15	13	15	14	15	14	13					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
