Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Зейская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304					
1	"Число избирателей, внесенных в список избирателей"	14753	615	305	607	1564	1176	358	180	320	193	171	466	286	97	230	116	471	250	117	482	673	352	1518	193	882	362	1225	285	384	533	342					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13935	550	300	550	1500	1300	370	200	300	180	160	470	290	100	210	100	400	250	100	550	550	330	1400	195	720	320	1100	270	350	420	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	267	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	1	0	4	0	19	0	225	9	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7037	323	159	293	721	493	185	115	140	112	101	232	134	74	139	65	261	163	58	186	274	180	650	147	202	174	594	164	196	261	241					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	873	39	25	41	63	113	57	11	19	9	13	53	10	0	24	7	41	18	5	37	75	31	59	12	14	5	41	11	9	31	0					
6	Число погашенных избирательных бюллетеней	5758	188	116	216	716	694	122	74	141	59	46	185	146	26	47	28	95	69	36	327	197	119	672	36	279	132	465	95	145	128	159					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1140	39	25	41	63	113	63	11	19	9	13	53	10	0	24	7	44	18	6	37	79	31	78	12	239	14	41	11	9	31	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7035	323	159	293	721	493	185	115	140	112	101	232	134	74	139	65	261	163	58	186	274	180	649	147	202	174	594	164	196	261	240					
9	Число недействительных избирательных бюллетеней	120	2	1	4	11	3	0	2	7	0	0	1	0	0	3	1	7	4	0	6	5	3	14	2	2	4	23	1	0	7	7					
10	Число действительных избирательных бюллетеней	8055	360	183	330	773	603	248	124	152	121	114	284	144	74	160	71	298	177	64	217	348	208	713	157	439	184	612	174	205	285	233					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	278	10	7	10	13	20	18	6	2	5	5	10	5	5	13	2	8	19	5	10	10	13	20	6	10	5	15	5	8	13	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	189	8	7	10	13	20	16	6	0	1	0	10	2	5	13	2	5	19	0	2	3	11	13	6	3	0	1	3	3	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	300	60	11	61	52	5	6	1	3	1	2	3	1	1	2	1	1	2	0	0	1	0	2	1	10	0	3	1	0	4	65					
14	Число погашенных неиспользованных открепительных удостоверений	89	2	0	0	0	0	2	0	2	4	5	0	3	0	0	0	3	0	5	8	7	2	7	0	7	5	14	2	5	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	1	0	3	1	3	0	0	0	0	2	0	0	0	1	2	0	3	0	0	6	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	714	22	20	30	66	52	18	10	7	4	2	26	25	5	7	2	14	14	4	28	28	30	69	21	25	34	55	15	17	45	19					
		8.73%	6.08%	10.87%	8.98%	8.42%	8.58%	7.26%	7.94%	4.40%	3.31%	1.75%	9.12%	17.36%	6.76%	4.29%	2.78%	4.59%	7.73%	6.25%	12.56%	7.93%	14.22%	9.49%	13.21%	5.67%	18.09%	8.66%	8.57%	8.29%	15.41%	7.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1668	85	40	77	168	148	35	24	28	29	29	59	20	9	25	7	85	36	8	26	50	22	160	28	95	37	111	46	28	82	71					
		20.40%	23.48%	21.74%	23.05%	21.43%	24.42%	14.11%	19.05%	17.61%	23.97%	25.44%	20.70%	13.89%	12.16%	15.34%	9.72%	27.87%	19.89%	12.50%	11.66%	14.16%	10.43%	22.01%	17.61%	21.54%	19.68%	17.48%	26.29%	13.66%	28.08%	29.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	3	3	8	6	12	1	1	2	3	0	4	6	0	0	1	9	2	0	0	6	2	11	2	6	3	4	2	3	2	5					
		1.31%	0.83%	1.63%	2.40%	0.77%	1.98%	0.40%	0.79%	1.26%	2.48%	0.00%	1.40%	4.17%	0.00%	0.00%	1.39%	2.95%	1.10%	0.00%	0.00%	1.70%	0.95%	1.51%	1.26%	1.36%	1.60%	0.63%	1.14%	1.46%	0.68%	2.08%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1249	52	22	43	141	110	14	10	27	10	9	35	29	18	9	10	56	13	6	58	88	37	146	7	95	13	93	12	22	24	40					
		15.28%	14.36%	11.96%	12.87%	17.98%	18.15%	5.65%	7.94%	16.98%	8.26%	7.89%	12.28%	20.14%	24.32%	5.52%	13.89%	18.36%	7.18%	9.38%	26.01%	24.93%	17.54%	20.08%	4.40%	21.54%	6.91%	14.65%	6.86%	10.73%	8.22%	16.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	4	10	6	6	6	2	1	0	0	3	4	0	0	1	0	0	0	2	7	2	2	12	0	4	0	2	2	2	1	7					
		1.05%	1.10%	5.43%	1.80%	0.77%	0.99%	0.81%	0.79%	0.00%	0.00%	2.63%	1.40%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	3.13%	3.14%	0.57%	0.95%	1.65%	0.00%	0.91%	0.00%	0.31%	1.14%	0.98%	0.34%	2.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4192	192	88	164	380	274	177	77	87	75	69	156	64	42	117	50	133	110	44	97	170	115	312	98	211	97	344	96	132	130	91					
		51.28%	53.04%	47.83%	49.10%	48.47%	45.21%	71.37%	61.11%	54.72%	61.98%	60.53%	54.74%	44.44%	56.76%	71.78%	69.44%	43.61%	60.77%	68.75%	43.50%	48.16%	54.50%	42.92%	61.64%	47.85%	51.60%	54.17%	54.86%	64.39%	44.52%	37.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	39	2	0	2	6	1	1	1	1	0	2	0	0	0	1	1	1	2	0	1	4	0	3	1	3	0	3	1	1	1	0					
		0.48%	0.55%	0.00%	0.60%	0.77%	0.17%	0.40%	0.79%	0.63%	0.00%	1.75%	0.00%	0.00%	0.00%	0.61%	1.39%	0.33%	1.10%	0.00%	0.45%	1.13%	0.00%	0.41%	0.63%	0.68%	0.00%	0.47%	0.57%	0.49%	0.34%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
