Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Дедовичская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242					
1	"Число избирателей, внесенных в списки избирателей"	13699	2740	2598	2543	135	376	279	370	697	292	220	553	299	278	343	155	477	314	556	474					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14008	2800	2740	2625	114	359	272	373	699	290	219	562	298	273	350	158	480	326	573	497					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6957	1382	1455	1514	78	120	127	159	243	123	147	264	116	109	124	62	159	135	413	227					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2089	106	53	90	33	183	86	121	245	112	20	123	111	132	130	58	199	114	48	125					
6	Число погашенных избирательных бюллетеней	4962	1312	1232	1021	3	56	59	93	211	55	52	175	71	32	96	38	122	77	112	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2089	106	53	90	33	183	86	121	245	112	20	123	111	132	130	58	199	114	48	125					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6956	1382	1455	1514	78	120	127	159	243	122	147	264	116	109	124	62	159	135	413	227					
9	Число недействительных избирательных бюллетеней	48	12	10	6	0	0	0	1	6	0	1	1	0	2	3	0	0	3	2	1					
10	Число действительных избирательных бюллетеней	8997	1476	1498	1598	111	303	213	279	482	234	166	386	227	239	251	120	358	246	459	351					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	220	20	40	40	3	5	4	10	15	13	3	10	5	5	5	3	7	7	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	146	11	30	26	0	0	1	10	5	13	3	10	2	2	1	0	7	6	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	81	16	14	11	2	4	3	0	3	5	3	7	1	1	0	0	2	5	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	74	9	10	14	3	5	3	0	10	0	0	0	3	3	4	3	0	1	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	322	53	52	42	1	10	5	9	23	5	4	7	16	6	21	8	18	11	13	18					
		3.56%	3.56%	3.45%	2.62%	0.90%	3.30%	2.35%	3.21%	4.71%	2.14%	2.40%	1.81%	7.05%	2.49%	8.27%	6.67%	5.03%	4.42%	2.82%	5.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	57	10	14	18	0	0	2	2	0	1	1	0	0	1	1	1	1	0	4	1					
