Выборы Президента Российской Федерации																																																																																																
Дата голосования: 04.03.2012																																																																																																
																																																																																																
Наименование Избирательной комиссии:    Уфа, Октябрьская																																																																																																
																																																																																																
Сводная таблица итогов голосования																																																																																																
																																																																																																
	Число участковых избирательных комиссий	85																																																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	85																																																																																														
																																																																																																
		Сумма	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282									
1	Число избирателей, включенных в список избирателей	181858	1139	2304	1137	2262	2142	2103	2143	2249	2090	2147	1704	1639	1701	1687	2738	2466	2369	2421	2473	2593	2345	2649	2576	2272	2209	2282	2551	1983	1297	1405	2173	1786	1469	2771	2632	2704	2304	2521	2599	2620	2516	2528	2007	2115	2118	2086	1900	2129	2599	2626	2390	2474	2450	2288	2342	2397	2145	2438	2325	2362	2528	2539	2316	1982	2308	1882	2235	2100	1827	2609	2170	2687	2618	2649	2599	1369	2249	2869	2937	1523	480	1268	330	421	473									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	172611	950	2150	1050	2200	2050	2050	2100	2100	2050	2050	1550	1350	1550	1600	2400	2350	2250	2250	2200	2400	2250	2550	2450	2350	2100	2150	2400	1900	1200	1300	1950	1750	1300	2500	2600	2600	2150	2350	2500	2400	2400	2350	1900	2050	1950	1950	1850	2050	2450	2450	2300	2300	2300	2200	2250	2300	2050	2350	2200	2250	2450	2400	2150	1850	2150	1800	2150	2050	1750	2550	2050	2600	2500	2550	2550	2250	2150	2650	2700	1350	450	1000	336	421	454									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	115578	844	1718	827	1370	1534	1172	1376	1448	1450	1593	1031	793	948	808	1615	1928	1376	1701	1568	1811	1640	1694	2022	2223	1336	1473	1522	1376	853	1006	1202	1244	841	1923	1822	1863	1269	1538	1380	1613	1315	1631	1338	1414	1503	1418	1419	1247	1833	1803	1592	1310	1402	1324	1626	1558	1430	1339	1325	1608	1650	1628	1378	1110	1711	1066	1267	1178	1246	1395	1069	1418	1415	1417	1483	1355	1428	1475	1611	961	249	860	253	351	418									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3641	25	19	27	40	32	26	47	43	51	42	40	335	25	36	19	42	50	23	35	30	20	11	90	49	124	47	45	23	65	5	36	12	45	41	32	29	40	59	399	159	95	26	27	15	31	17	23	15	35	35	20	22	66	42	26	22	41	8	27	45	56	22	22	8	20	17	8	6	14	12	23	23	25	9	18	14	24	7	11	5	20	140	77	70	34									
6	Число погашенных избирательных бюллетеней	53392	81	413	196	790	484	852	677	609	549	415	479	222	577	756	766	380	824	526	597	559	590	845	338	78	640	630	833	501	282	289	712	494	414	536	746	708	841	753	721	628	990	693	535	621	416	515	408	788	582	612	688	968	832	834	598	720	579	1003	848	597	744	750	750	732	419	717	875	866	490	1143	958	1159	1060	1124	1049	881	698	1168	1078	384	181	0	6	0	2									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3638	25	19	27	40	32	26	44	43	51	42	40	335	25	36	19	42	50	23	35	30	20	11	90	49	124	47	45	23	65	5	36	12	45	41	32	29	40	59	399	159	95	26	27	15	31	17	23	15	35	35	20	22	66	42	26	22	41	8	27	45	56	22	22	8	20	17	8	6	14	12	23	23	25	9	18	14	24	7	11	5	20	140	77	70	34									
8	Число бюллетеней в стационарных ящиках для голосования	115428	844	1718	827	1370	1534	1172	1332	1448	1450	1593	1031	793	948	808	1615	1928	1376	1701	1568	1811	1640	1694	2022	2223	1336	1473	1479	1376	853	1006	1202	1244	841	1923	1822	1863	1269	1538	1380	1613	1315	1631	1338	1414	1472	1418	1396	1247	1833	1803	1592	1310	1402	1324	1626	1558	1430	1339	1325	1608	1650	1628	1378	1110	1711	1066	1267	1178	1246	1389	1069	1418	1415	1417	1483	1355	1428	1472	1611	961	249	860	253	351	418									
9	Число недействительных избирательных бюллетеней	1215	14	23	11	10	31	13	28	22	2	9	19	21	8	17	13	16	25	26	20	21	18	10	16	0	12	10	19	16	5	5	10	21	9	10	16	29	17	7	30	2	0	10	7	5	0	15	0	17	6	11	0	13	30	5	17	23	9	7	10	12	6	12	21	3	0	15	13	34	6	10	12	28	14	18	2	20	20	19	14	87	7	10	25	7	4									
