Выборы Президента Российской Федерации																																																																																									
Дата голосования: 02.03.2008																																																																																									
																																																																																									
"Наименование Избирательной комиссии:    Уфа, Октябрьская"																																																																																									
																																																																																									
Сводная таблица результатов выборов																																																																																									
																																																																																									
	Число участковых избирательных комиссий	82																																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	82																																																																																							
																																																																																									
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276					
1	"Число избирателей, включенных в списки избирателей"	178785	1470	2107	1561	2025	2103	2089	2386	2603	2607	1730	1211	2207	2464	2707	2252	2187	2539	2446	2417	2389	2628	2641	2327	2269	2127	2700	2062	1210	1443	2086	1445	1291	2475	2829	2774	2491	2627	2362	2264	2564	2258	2514	1976	1991	2884	2845	2853	2728	2025	2500	2786	2072	2089	2131	2552	2098	1937	2054	2007	2109	2864	2346	2560	2857	2584	2779	2310	2202	2430	2257	2416	2266	2533	2514	2162	2310	2336	467	759	259	600	450					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	156460	1300	1800	1300	1750	2000	1750	2050	2250	2150	1500	1000	2250	2100	2350	2100	1900	2150	2050	2350	2050	2250	2300	2100	2200	1900	2350	1800	1050	1500	1700	1250	1050	2050	2400	2400	2050	2200	2100	2100	2200	1950	2150	1750	1900	2550	2500	2500	2400	1750	2150	2450	1750	1850	1850	2150	1950	1550	1750	1750	1800	2450	2000	2200	2500	2300	2400	1950	1900	2050	1950	2100	1950	2250	2250	2000	2000	2300	400	650	260	600	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	125736	1176	1551	912	1481	1855	1507	1872	1776	1943	1178	548	2109	1788	2008	1880	1786	2011	1984	1983	1979	2190	2048	1925	1770	1774	2097	1748	964	1291	1440	783	766	1378	2127	1689	1290	1507	1785	1404	1403	1694	1888	1445	1487	2361	2380	2320	2297	1660	2046	2236	1508	1747	1743	1427	1864	1033	1130	1180	1196	1344	1225	1289	1508	1585	1753	1271	1585	1598	1241	1237	1377	1444	1417	1283	1273	2094	365	515	156	513	315					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3972	33	30	26	48	28	51	46	106	54	89	200	98	60	22	61	64	22	64	23	70	24	65	75	163	96	73	25	26	5	73	15	0	36	24	39	48	55	141	103	66	37	30	136	106	30	29	48	34	10	11	12	50	6	19	97	4	26	41	21	15	25	18	29	19	18	13	16	16	50	53	25	36	13	16	18	15	8	30	135	88	87	135					
6	Число погашенных избирательных бюллетеней	26752	91	219	362	221	117	192	132	368	153	233	252	43	252	320	159	50	117	2	344	1	36	187	100	267	30	180	27	60	204	187	452	284	636	249	672	712	638	174	593	731	219	232	169	307	159	91	132	69	80	93	202	192	97	88	626	82	491	579	549	589	1081	757	882	973	697	634	663	299	402	656	838	537	793	817	699	712	198	5	0	16	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3972	33	30	26	48	28	51	46	106	54	89	200	98	60	22	61	64	22	64	23	70	24	65	75	163	96	73	25	26	5	73	15	0	36	24	39	48	55	141	103	66	37	30	136	106	30	29	48	34	10	11	12	50	6	19	97	4	26	41	21	15	25	18	29	19	18	13	16	16	50	53	25	36	13	16	18	15	8	30	135	88	87	135					
8	Число бюллетеней в стационарных ящиках для голосования	125730	1176	1551	912	1481	1855	1507	1872	1776	1943	1178	548	2109	1788	2008	1880	1786	2011	1984	1983	1979	2190	2048	1925	1770	1774	2097	1748	964	1291	1440	783	766	1378	2127	1689	1290	1507	1785	1404	1403	1694	1888	1445	1487	2361	2380	2320	2297	1660	2046	2236	1508	1747	1743	1427	1864	1033	1130	1180	1196	1344	1225	1289	1508	1585	1753	1271	1585	1598	1241	1237	1377	1438	1417	1283	1273	2094	365	515	156	513	315					
9	Число недействительных избирательных бюллетеней	1502	16	17	17	3	9	25	5	11	19	22	0	20	20	5	22	25	1	20	22	27	65	0	10	42	18	27	0	0	3	22	20	10	22	44	2	29	0	153	17	88	10	23	12	1	22	16	6	23	14	15	20	0	27	19	15	0	19	17	2	0	24	23	5	30	36	0	16	7	25	51	23	18	22	40	0	2	5	2	4	8	9	13					
10	Число действительных избирательных бюллетеней	128200	1193	1564	921	1526	1874	1533	1913	1871	1978	1245	748	2187	1828	2025	1919	1825	2032	2028	1984	2022	2149	2113	1990	1891	1852	2143	1773	990	1293	1491	778	756	1392	2107	1726	1309	1562	1773	1490	1381	1721	1895	1569	1592	2369	2393	2362	2308	1656	2042	2228	1558	1726	1743	1509	1868	1040	1154	1199	1211	1345	1220	1313	1497	1567	1766	1271	1594	1623	1243	1239	1395	1429	1393	1301	1286	2097	393	646	236	591	437					
11	Число полученных открепительных  удостоверений	4268	50	50	30	30	30	30	38	30	47	30	30	50	45	80	33	50	35	30	80	50	40	60	60	50	50	50	45	30	32	50	40	30	60	70	40	60	50	50	60	60	30	51	50	60	100	90	50	80	44	70	70	60	70	60	70	50	40	40	60	40	50	52	60	80	50	50	50	50	90	60	80	60	110	164	60	52	80	20	30	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	4027	46	50	30	30	30	30	37	30	47	17	18	50	45	80	33	50	35	30	80	50	40	60	60	50	46	50	41	30	32	50	40	30	60	51	40	54	44	37	60	60	30	51	47	50	90	75	50	80	44	70	65	60	70	45	70	47	40	35	48	40	50	52	59	80	47	50	50	42	74	60	72	41	110	164	53	52	78	8	25	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2261	48	38	35	5	96	37	22	13	82	12	30	25	23	24	19	13	10	55	17	12	24	21	3	10	19	18	9	3	10	19	15	39	3	10	19	24	38	128	88	22	14	12	12	23	10	6	24	20	5	16	14	46	12	21	37	5	30	35	29	10	9	28	16	23	35	11	21	21	22	20	29	13	27	30	53	26	102	4	20	21	185	26					
14	Число неиспользованных открепительных удостоверений	241	4	0	0	0	0	0	1	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	19	0	6	6	13	0	0	0	0	3	10	10	15	0	0	0	0	5	0	0	15	0	3	0	5	12	0	0	0	1	0	3	0	0	8	16	0	8	19	0	0	7	0	2	12	5	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	140	1	1	0	1	0	2	2	2	3	3	0	0	2	2	2	2	2	3	2	0	2	1	2	2	2	3	1	0	1	2	2	1	3	1	1	1	4	2	1	1	3	1	2	0	2	4	1	2	2	1	2	1	2	3	2	3	2	3	2	6	1	2	1	1	4	2	1	4	0	2	2	3	1	5	2	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																									
