Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Саянская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1875	УИК №1876	УИК №1877	УИК №1878									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9862	1536	1584	1702	129	236	285	328	515	361	66	291	105	226	291	785	214	573	227	41	250	117									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9899	1549	1596	1704	124	233	279	329	518	359	68	291	103	226	283	782	216	567	229	43	283	117									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3832	573	545	613	52	94	110	123	216	156	30	177	56	90	121	274	81	205	100	20	138	58									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	332	7	9	35	24	5	25	9	52	4	4	12	8	10	11	27	32	17	8	9	12	12									
6	Число погашенных избирательных бюллетеней	5735	969	1042	1056	48	134	144	197	250	199	34	102	39	126	151	481	103	345	121	14	133	47									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	332	7	9	35	24	5	25	9	52	4	4	12	8	10	11	27	32	17	8	9	12	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3832	573	545	613	52	94	110	123	216	156	30	177	56	90	121	274	81	205	100	20	138	58									
9	Число недействительных избирательных бюллетеней	113	16	19	13	2	2	1	4	8	6	0	8	5	4	1	6	0	6	2	3	4	3									
10	Число действительных избирательных бюллетеней	4051	564	535	635	74	97	134	128	260	154	34	181	59	96	131	295	113	216	106	26	146	67									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	234	26	25	25	5	5	5	5	20	5	5	5	5	5	5	20	5	20	5	3	30	5									
