Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Бурзянская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099					
1	"Число избирателей, внесенных в списки"	10366	295	262	225	808	232	240	255	218	378	38	245	172	106	341	220	401	292	285	25	171	338	1450	464	275	536	266	238	239	304	64	175	288	246	180	94					
2	"Число бюллетеней, полученных участковыми комиссиями"	10341	303	257	223	793	232	244	255	220	379	38	237	169	108	327	216	421	296	288	30	169	331	1397	453	254	593	275	244	232	307	64	182	293	242	182	87					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9619	285	252	214	728	220	228	248	203	364	37	229	165	106	309	203	376	282	279	25	154	305	1253	414	234	514	244	233	228	289	64	169	273	230	179	83					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	311	10	0	8	32	9	12	7	8	14	1	3	3	0	15	5	25	5	4	0	7	14	31	10	0	21	13	5	4	8	0	6	15	11	1	4					
6	Число погашенных бюллетеней	411	8	5	1	33	3	4	0	9	1	0	5	1	2	3	8	20	9	5	5	8	12	113	29	20	58	18	6	0	10	0	7	5	1	2	0					
7	Число бюллетеней в переносных ящиках для голосования	311	10	0	8	32	9	12	7	8	14	1	3	3	0	15	5	25	5	4	0	7	14	31	10	0	21	13	5	4	8	0	6	15	11	1	4					
8	Число бюллетеней в стационарных ящиках для голосования	9607	285	252	214	728	220	228	248	203	364	37	229	165	106	309	203	376	282	279	25	154	305	1242	413	234	514	244	233	228	289	64	169	273	230	179	83					
9	Число недействительных бюллетеней	221	7	0	4	20	4	1	14	2	11	1	0	0	0	8	10	0	3	2	0	4	11	29	17	6	29	14	9	3	6	0	4	0	0	1	1					
10	Число действительных бюллетеней	9697	288	252	218	740	225	239	241	209	367	37	232	168	106	316	198	401	284	281	25	157	308	1244	406	228	506	243	229	229	291	64	171	288	241	179	86					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	10	10	10	30	10	10	10	10	15	5	10	10	10	10	10	15	10	10	5	10	10	40	10	10	15	10	10	10	10	5	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	173	0	0	0	13	2	3	1	0	10	0	3	0	1	0	3	12	10	0	0	1	8	40	10	8	11	5	6	1	4	0	8	4	3	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	88	4	3	2	3	2	3	3	3	2	1	3	3	3	2	2	0	2	0	0	1	3	15	3	1	3	0	3	3	0	0	5	5	1	3	1					
14	Число погашенных открепительных удостоверений	227	10	10	10	17	8	7	9	10	5	5	7	10	9	10	7	3	0	10	5	9	2	0	0	2	4	5	4	9	6	5	2	6	7	8	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	468	18	6	12	31	7	6	20	10	25	2	3	3	3	27	4	9	15	3	0	13	10	53	21	14	39	10	16	11	17	0	20	12	8	15	5					
		4.71%	6.10%	2.38%	5.40%	4.07%	3.05%	2.5%	7.84%	4.73%	6.61%	5.26%	1.29%	1.78%	2.83%	8.33%	1.92%	2.24%	5.22%	1.06%	0.0%	8.07%	3.13%	4.16%	4.96%	5.98%	7.28%	3.89%	6.72%	4.74%	5.72%	0.0%	11.42%	4.16%	3.31%	8.33%	5.74%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	45	1	2	0	3	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	13	5	3	3	2	1	1	2	0	1	0	1	0	0					
		0.45%	0.33%	0.79%	0.0%	0.39%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	1.18%	1.28%	0.56%	0.77%	0.42%	0.43%	0.67%	0.0%	0.57%	0.0%	0.41%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	81	0	0	0	4	0	0	0	2	2	0	0	1	2	0	0	1	1	0	0	1	2	32	8	3	13	0	1	1	3	0	0	1	3	0	0					
		0.81%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.94%	0.52%	0.0%	0.0%	0.59%	1.88%	0.0%	0.0%	0.24%	0.34%	0.0%	0.0%	0.62%	0.62%	2.51%	1.89%	1.28%	2.42%	0.0%	0.42%	0.43%	1.01%	0.0%	0.0%	0.34%	1.24%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	28	0	0	0	0	2	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	3	8	0	0	0	1	0	1	0	0	1	2	0	1	2					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	3.77%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.94%	0.62%	0.0%	0.0%	0.0%	0.38%	0.0%	0.43%	0.0%	0.0%	0.57%	0.69%	0.0%	0.55%	2.29%					
22	"5. ""За Русь Святую"""	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.62%	0.0%	0.15%	0.0%	0.42%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	45	4	0	4	4	0	1	0	1	2	2	0	0	0	0	3	0	0	1	0	2	0	1	1	2	0	1	6	0	2	0	4	3	1	0	0					
		0.45%	1.35%	0.0%	1.80%	0.52%	0.0%	0.41%	0.0%	0.47%	0.52%	5.26%	0.0%	0.0%	0.0%	0.0%	1.44%	0.0%	0.0%	0.35%	0.0%	1.24%	0.0%	0.07%	0.23%	0.85%	0.0%	0.38%	2.52%	0.0%	0.67%	0.0%	2.28%	1.04%	0.41%	0.0%	0.0%					
