Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Малгобекская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №48									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24446	687	1873	1517	1298	1660	1451	1741	1778	1591	1387	611	402	475	787	1804	564	985	1321	1329	1077	108									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23700	655	1800	1450	1250	1600	1400	1700	1770	1540	1350	600	400	450	750	1750	540	945	1300	1300	1050	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20099	565	1541	1248	1068	1366	1194	1433	1463	1309	1141	502	329	390	647	1475	464	810	1087	1093	885	89									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0									
6	Число погашенных избирательных бюллетеней	3590	90	259	202	182	234	206	267	307	231	209	98	71	60	103	265	76	135	213	207	164	11									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20099	565	1541	1248	1068	1366	1194	1433	1463	1309	1141	502	329	390	647	1475	464	810	1087	1093	885	89									
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	20110	565	1541	1248	1068	1366	1194	1433	1463	1309	1141	502	329	390	647	1485	464	810	1087	1093	886	89									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	248	11	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	1	0	0	1	0	0	0	0	32	0	0	1	0	0	0	1	0	0	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	245	11	12	12	12	12	11	12	12	11	12	12	12	12	12	12	12	11	12	12	12	9									
