Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    территориальная избирательная комиссия Ковровского района																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661					
1	"Число избирателей, внесенных в списки избирателей"	23880	875	209	231	1760	954	1994	280	182	471	852	415	403	607	889	156	247	737	365	1079	364	652	382	471	548	1042	518	1015	481	471	472	1331	1462	1965					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22090	780	190	260	1560	850	2500	260	170	430	780	380	370	430	800	140	220	680	330	980	330	600	350	430	480	900	500	920	430	400	430	1170	1320	1720					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12510	399	122	135	925	476	1441	117	98	214	447	198	199	295	436	123	93	430	110	652	88	241	186	214	304	584	172	503	294	154	183	742	857	1078					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2054	144	42	24	73	46	210	18	20	111	45	36	35	44	69	5	35	35	107	11	90	123	26	102	47	21	145	51	20	86	118	35	34	46					
6	Число погашенных избирательных бюллетеней	7526	237	26	101	562	328	849	125	52	105	288	146	136	91	295	12	92	215	113	317	152	236	138	114	129	295	183	366	116	160	129	393	429	596					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2054	144	42	24	73	46	210	18	20	111	45	36	35	44	69	5	35	35	107	11	90	123	26	102	47	21	145	51	20	86	118	35	34	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12508	399	122	135	925	476	1441	117	98	214	447	198	199	295	436	123	93	430	110	652	88	241	186	214	304	584	172	503	294	154	183	742	855	1078					
9	Число недействительных избирательных бюллетеней	175	4	2	0	13	4	16	2	6	3	9	4	3	0	6	3	0	3	2	15	1	2	0	4	2	10	7	7	1	1	3	8	14	20					
10	Число действительных избирательных бюллетеней	14387	539	162	159	985	518	1635	133	112	322	483	230	231	339	499	125	128	462	215	648	177	362	212	312	349	595	310	547	313	239	298	769	875	1104					
