Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Богдановичская 																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в список избирателей"	40056	1652	2078	2138	1758	1512	1894	594	1968	2028	1916	1880	1279	1854	1190	1705	1353	1098	948	1608	1103	456	1497	2601	1020	588	690	697	766	185					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40800	1800	2120	2150	1790	1540	1920	590	2010	2100	1950	1920	1290	1950	1180	1750	1370	1100	950	1630	1130	460	1500	2580	1050	590	710	700	770	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17943	830	1049	1095	871	709	872	307	786	909	832	908	510	792	464	773	540	415	430	654	509	223	629	1019	430	281	287	340	304	175					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1199	22	33	45	22	51	20	14	56	22	28	44	54	44	30	26	38	95	66	44	29	23	70	80	53	40	71	35	34	10					
6	Число погашенных избирательных бюллетеней	21658	948	1038	1010	897	780	1028	269	1168	1169	1090	968	726	1114	686	951	792	590	454	932	592	214	801	1481	567	269	352	325	432	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1191	22	33	45	22	51	20	14	56	22	28	44	54	44	30	26	38	87	66	44	29	23	70	80	53	40	71	35	34	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17942	830	1049	1095	871	709	872	307	786	909	832	908	510	792	464	772	540	415	430	654	509	223	629	1019	430	281	287	340	304	175					
9	Число недействительных избирательных бюллетеней	435	21	23	30	20	22	27	3	17	18	13	19	11	13	12	19	10	0	5	17	20	3	18	27	7	20	18	7	11	4					
10	Число действительных избирательных бюллетеней	18698	831	1059	1110	873	738	865	318	825	913	847	933	553	823	482	779	568	502	491	681	518	243	681	1072	476	301	340	368	327	181					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	736	40	45	25	32	20	33	8	85	54	34	24	25	33	15	40	17	24	30	20	24	12	8	20	13	17	9	19	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	546	30	33	16	24	9	29	8	52	47	31	24	20	28	11	31	9	14	17	18	15	8	5	15	11	7	8	19	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	345	14	15	22	11	3	10	5	29	12	11	14	4	33	16	53	6	7	14	8	8	2	9	10	5	5	7	5	6	1					
14	Число погашенных неиспользованных открепительных удостоверений	190	10	12	9	8	11	4	0	33	7	3	0	5	5	4	9	8	10	13	2	9	4	3	5	2	10	1	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	2	3	3	0	2	3	2	3	0	0	2	1	1	0	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
