Выборы Президента Российской Федерации																																																																																														
Дата голосования: 02.03.2008																																																																																														
																																																																																														
Наименование Избирательной комиссии:    Невская N5																																																																																														
																																																																																														
Сводная таблица результатов выборов																																																																																														
																																																																																														
	Число участковых избирательных комиссий	87																																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	87																																																																																												
																																																																																														
		Сумма	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1801	УИК №1828	УИК №1829					
1	"Число избирателей, включенных в списки избирателей"	179625	1784	1582	1884	1854	2061	2134	1956	1662	1798	1783	1836	1736	2010	2043	2144	2398	1639	1785	1831	2047	1892	2313	2029	2294	2061	2096	1920	1923	1592	1580	1896	1870	2181	2224	1931	2526	2828	1650	2620	2230	2790	2476	2014	2744	2683	2416	2011	1885	1799	2340	2415	2418	2880	2523	2834	2720	2453	2685	2600	2082	2108	2247	2242	1939	2780	2745	2069	1920	1634	2137	2235	2522	1445	2444	2732	2538	1912	1816	2046	1886	512	830	1268	1617	2619	71	920					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	177200	1700	1500	1900	1800	2000	2100	1900	1600	1800	1800	1800	1700	2000	2000	2100	2400	1600	1800	1800	2000	1900	2300	2000	2300	2000	2100	1900	1900	1500	1600	1900	1800	2100	2100	1900	2500	2800	1600	2600	2200	2800	2500	2000	2700	2700	2400	2000	1800	1800	2300	2400	2400	2900	2500	2800	2600	2400	2700	2600	2100	2100	2200	2200	1900	2700	2700	2000	1900	1600	2100	2200	2500	1400	2400	2700	2500	1900	1800	1900	1800	500	1050	1200	1600	2600	150	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	110959	1168	930	1281	1462	1225	1239	1158	1091	1060	1094	1033	1109	1200	1306	1856	1119	973	1076	1069	1255	1014	1349	1346	1319	1214	1384	905	1176	974	1116	1149	1163	1147	1356	1196	1669	1790	1086	1744	1440	1713	1562	1281	1624	1477	1217	1330	1164	922	1535	1451	1601	1756	1320	1875	1369	1257	1364	1508	1179	1313	1225	1484	1199	1809	1848	1206	1147	969	1449	1537	1557	884	1551	1444	1551	1258	1219	1298	1658	494	830	873	995	1739	71	605					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2762	11	25	34	26	28	43	37	46	33	36	39	32	23	41	41	41	42	53	57	27	26	41	42	29	46	46	39	45	32	28	26	29	23	21	23	40	35	11	17	27	41	48	29	23	39	24	104	42	30	39	41	42	28	28	21	40	49	36	21	22	38	36	32	24	37	34	36	36	24	43	30	40	20	17	33	32	14	14	19	15	0	0	9	22	60	0	9					
6	Число погашенных избирательных бюллетеней	63479	521	545	585	312	747	818	705	463	707	670	728	559	777	653	203	1240	585	671	674	718	860	910	612	952	740	670	956	679	494	456	725	608	930	723	681	791	975	503	839	733	1046	890	690	1053	1184	1159	566	594	848	726	908	757	1116	1152	904	1191	1094	1300	1071	899	749	939	684	677	854	818	758	717	607	608	633	903	496	832	1223	917	628	567	583	127	6	220	318	583	801	79	286					
