Выборы Президента Российской Федерации																																																																																												
Дата голосования: 04.03.2012																																																																																												
																																																																																												
Наименование Избирательной комиссии:    Магнитогорск, Орджоникидзевская																																																																																												
																																																																																												
Сводная таблица итогов голосования																																																																																												
																																																																																												
	Число участковых избирательных комиссий	81																																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	81																																																																																										
																																																																																												
		Сумма	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №2233	УИК №2254	УИК №2261									
1	Число избирателей, включенных в список избирателей	158709	1604	2105	1809	2631	517	1954	1862	1339	1958	2206	1738	1721	812	1052	772	806	1377	2557	1703	1269	1067	1140	1425	572	1311	2799	2214	2131	1832	1849	2436	2291	2250	2121	1918	2142	2401	2405	2376	677	2137	2685	2529	2742	2593	2378	2348	1988	2427	1839	1897	2333	2571	1973	1875	1803	2376	1936	1997	2225	2803	2089	1925	2136	1772	2078	2466	2064	2495	2220	2162	2508	2720	2448	2538	1941	2667	1879	386	1831	1780									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	138900	1400	2100	1700	2300	500	1900	1850	1300	1900	2200	1700	1500	800	900	750	700	1350	2550	1700	1100	1050	1100	1400	550	1300	2200	1900	1800	1550	1600	2100	2000	1900	1800	1650	1800	2000	2000	2000	550	1800	2300	2100	2300	2200	2000	2000	1700	2100	1600	1600	2000	2200	1700	1600	1550	2000	1650	1650	1900	2400	1700	1700	1800	1400	1800	2100	1800	2100	1900	1900	2200	2300	2100	2200	1700	2300	1600	400	1600	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	97709	818	880	831	1119	258	1119	1094	656	1049	1104	1042	924	476	596	320	445	598	1291	938	652	645	649	840	324	688	1548	1445	1336	1230	1206	1615	1442	1431	1252	1215	1440	1607	1582	1460	367	1319	1692	1657	1769	1613	1540	1566	1335	1512	1122	1197	1421	1617	1298	1192	1194	1519	1246	1283	1399	1909	1403	1256	1388	1178	1363	1638	1363	1537	1572	1432	1681	1759	1550	1628	1399	1819	1077	386	1347	1001									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3957	75	35	59	93	3	29	71	43	35	36	55	42	51	39	52	33	33	39	75	166	86	86	72	13	91	274	47	63	48	42	48	40	34	61	28	21	43	25	129	32	68	28	16	19	35	25	23	10	28	28	96	136	76	44	45	30	35	30	77	49	43	39	37	104	61	23	43	40	47	7	9	32	23	30	37	15	38	24	0	15	45									
6	Число погашенных избирательных бюллетеней	37235	507	1185	810	1088	239	752	685	601	816	1060	603	534	273	265	378	222	719	1220	687	282	319	365	489	213	521	378	408	401	272	352	437	518	435	487	407	339	350	393	411	151	413	580	427	512	552	435	411	355	560	450	307	443	507	358	363	326	446	374	290	452	448	258	407	308	161	414	419	397	516	321	459	487	518	520	535	286	443	499	14	238	454									
