Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    район Перово																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №3190	УИК №3191	УИК №3192	УИК №3193					
1	"Число избирателей, включенных в списки избирателей"	75731	2086	2142	2002	1987	1822	2292	2085	2136	2234	2288	2434	2178	2081	1731	2434	1985	1771	2106	1288	2162	2245	2080	1919	2090	2104	1856	1883	2008	1810	2276	2202	1824	2264	2266	2265	2329	10	819	170	67					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72550	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2100	2000	2000	1800	2000	2000	1800	2000	1200	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2100	2000	2000	2000	50	900	500	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	48470	1325	1359	1238	1226	1090	1455	1355	1350	1425	1199	1775	1422	1404	1170	1174	1359	1124	1287	930	1065	1576	1290	1136	1312	1245	1127	1217	1300	1232	1667	1360	1099	1475	1542	1399	1703	10	811	170	67					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2159	40	33	64	68	62	35	48	39	15	31	26	38	31	34	43	129	63	67	36	22	108	93	31	47	102	71	65	95	102	47	71	87	41	44	187	44	0	0	0	0					
6	Число погашенных избирательных бюллетеней	21921	635	608	698	706	848	510	597	611	560	770	299	540	565	596	783	512	613	646	234	913	316	617	833	641	653	802	718	605	666	286	569	814	584	414	414	253	40	89	330	33					
