Выборы Президента Российской Федерации																																									
Дата голосования: 02.03.2008																																									
																																									
"Наименование Избирательной комиссии:    Волгоград, Центральная"																																									
																																									
Сводная таблица результатов выборов																																									
																																									
	Число участковых избирательных комиссий	34																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																							
																																									
		Сумма	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №1682					
1	"Число избирателей, включенных в списки избирателей"	61907	2232	2101	2269	2302	2172	1991	2467	1999	1978	2447	2288	2003	1351	1224	1013	1103	1175	2092	2305	1806	2170	2377	1729	1902	1610	1633	2325	1774	1563	1625	1543	1326	1901	111					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57934	2200	1900	2100	2100	2000	1800	2200	1800	1800	2200	2100	1900	1200	1900	900	1134	1000	1800	2100	1700	2000	2200	1700	1700	1500	1500	2100	1600	1400	1500	1400	1200	1700	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	36123	1208	1235	1195	1244	1162	1257	1423	1214	1041	1453	1330	1204	721	1122	582	1103	611	946	1203	972	1119	1275	991	1004	998	1010	1409	1082	943	948	1016	862	1155	85					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1477	2	21	32	39	35	16	24	33	46	45	25	60	39	65	12	0	20	135	60	32	54	214	37	45	25	40	52	51	24	58	49	32	29	26					
6	Число погашенных избирательных бюллетеней	20334	990	644	873	817	803	527	753	553	713	702	745	636	440	713	306	31	369	719	837	696	827	711	672	651	477	450	639	467	433	494	335	306	516	489					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1477	2	21	32	39	35	16	24	33	46	45	25	60	39	65	12	0	20	135	60	32	54	214	37	45	25	40	52	51	24	58	49	32	29	26					
8	Число бюллетеней в стационарных ящиках для голосования	36113	1208	1235	1195	1244	1162	1257	1423	1214	1040	1453	1330	1204	718	1122	582	1103	611	946	1203	972	1119	1275	991	1004	998	1010	1409	1082	943	948	1013	859	1155	85					
