Выборы Президента Российской Федерации																																																																																		
Дата голосования: 04.03.2012																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Канашская																																																																																		
																																																																																		
Сводная таблица итогов голосования																																																																																		
																																																																																		
	Число участковых избирательных комиссий	71																																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	71																																																																																
																																																																																		
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301									
1	Число избирателей, включенных в список избирателей	26712	810	907	549	117	229	287	434	180	143	189	398	254	100	525	347	220	2100	356	138	588	505	86	116	579	118	138	365	221	131	119	74	362	201	200	172	243	202	553	201	274	162	180	751	883	177	961	503	304	889	301	306	349	201	650	392	716	239	235	330	236	504	237	682	188	494	235	386	354	417	195	524									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	27646	750	850	550	110	230	290	450	190	150	210	430	250	95	550	350	230	2000	350	140	650	510	90	116	650	130	140	400	240	130	140	75	390	210	220	200	250	220	550	220	290	180	200	800	950	190	950	520	320	940	300	330	350	180	680	420	750	270	260	350	260	550	250	740	190	520	240	410	380	460	210	500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	20637	556	711	443	92	191	241	351	148	124	138	290	192	86	400	287	166	1637	277	122	475	419	78	97	459	95	109	290	196	111	105	64	249	132	117	145	188	182	393	145	216	128	97	544	635	145	680	390	241	662	237	227	209	163	497	313	595	167	180	275	201	389	189	592	156	400	161	298	311	322	144	372									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1941	108	26	56	13	11	16	17	17	5	17	30	18	5	24	20	16	70	22	5	44	24	3	16	67	14	17	23	13	13	6	5	21	39	57	13	17	9	35	23	15	12	48	62	102	18	44	27	23	42	22	28	43	14	27	15	60	29	25	20	22	41	20	27	10	24	13	21	10	44	21	57									
6	Число погашенных избирательных бюллетеней	5068	86	113	51	5	28	33	82	25	21	55	110	40	4	126	43	48	293	51	13	131	67	9	3	124	21	14	87	31	6	29	6	120	39	46	42	45	29	122	52	59	40	55	194	213	27	226	103	56	236	41	75	98	3	156	92	95	74	55	55	37	120	41	121	24	96	66	91	59	94	45	71									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1941	108	26	56	13	11	16	17	17	5	17	30	18	5	24	20	16	70	22	5	44	24	3	16	67	14	17	23	13	13	6	5	21	39	57	13	17	9	35	23	15	12	48	62	102	18	44	27	23	42	22	28	43	14	27	15	60	29	25	20	22	41	20	27	10	24	13	21	10	44	21	57									
8	Число бюллетеней в стационарных ящиках для голосования	20637	556	711	443	92	191	241	351	148	124	138	290	192	86	400	287	166	1637	277	122	475	419	78	97	459	95	109	290	196	111	105	64	249	132	117	145	188	182	393	145	216	128	97	544	635	145	680	390	241	662	237	227	209	163	497	313	595	167	180	275	201	389	189	592	156	400	161	298	311	322	144	372									
9	Число недействительных избирательных бюллетеней	343	14	17	9	2	2	1	5	3	1	4	6	3	1	4	8	2	21	12	1	12	8	1	1	8	0	0	1	3	2	0	5	3	3	5	5	4	4	2	7	2	1	0	4	7	0	10	5	1	7	4	8	5	0	11	5	11	3	3	6	6	5	3	12	4	5	3	10	1	5	2	4									
10	Число действительных избирательных бюллетеней	22235	650	720	490	103	200	256	363	162	128	151	314	207	90	420	299	180	1686	287	126	507	435	80	112	518	109	126	312	206	122	111	64	267	168	169	153	201	187	426	161	229	139	145	602	730	163	714	412	263	697	255	247	247	177	513	323	644	193	202	289	217	425	206	607	162	419	171	309	320	361	163	425									
11	Число полученных открепительных  удостоверений	1754	43	46	26	6	25	25	40	15	11	13	17	14	12	40	20	14	156	44	10	44	20	5	5	31	8	8	28	15	15	15	5	13	11	11	10	10	15	20	16	15	10	10	30	25	20	40	25	31	50	15	20	26	15	81	50	25	15	10	18	21	40	16	45	13	40	15	26	30	46	19	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1754	43	46	26	6	25	25	40	15	11	13	17	14	12	40	20	14	156	44	10	44	20	5	5	31	8	8	28	15	15	15	5	13	11	11	10	10	15	20	16	15	10	10	30	25	20	40	25	31	50	15	20	26	15	81	50	25	15	10	18	21	40	16	45	13	40	15	26	30	46	19	30									
