Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Грайворонская 																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479					
1	"Число избирателей, внесенных в списки"	23017	1142	385	293	639	651	527	1233	330	328	345	1466	1390	1058	1246	1388	369	282	418	665	592	241	275	459	465	127	281	1006	506	472	152	107	413	156	290	585	490	143	1565	537					
2	"Число бюллетеней, полученных участковыми комиссиями"	22857	1092	372	292	669	625	515	1228	331	325	349	1428	1345	1115	1265	1383	365	282	399	630	593	241	279	461	471	130	283	998	509	470	154	109	410	155	292	582	497	146	1516	551					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18328	837	254	189	489	450	407	1154	273	276	266	1151	1104	788	1010	1191	305	180	278	472	534	167	231	420	377	104	215	716	329	394	131	93	303	125	233	445	377	119	1404	537					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2073	143	87	73	76	113	58	26	28	26	35	37	67	100	39	75	27	74	88	52	9	51	23	29	57	16	44	115	126	42	16	13	72	19	44	66	70	17	20	0					
6	Число погашенных бюллетеней	2456	112	31	30	104	62	50	48	30	23	48	240	174	227	216	117	33	28	33	106	50	23	25	12	37	10	24	167	54	34	7	3	35	11	15	71	50	10	92	14					
7	Число бюллетеней в переносных ящиках для голосования	2073	143	87	73	76	113	58	26	28	26	35	37	67	100	39	75	27	74	88	52	9	51	23	29	57	16	44	115	126	42	16	13	72	19	44	66	70	17	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	18322	837	254	189	489	450	407	1154	273	276	266	1151	1098	788	1010	1191	305	180	278	472	534	167	231	420	377	104	215	716	329	394	131	93	303	125	233	445	377	119	1404	537					
9	Число недействительных бюллетеней	424	4	1	0	93	1	2	1	4	15	2	7	31	3	26	9	5	0	0	34	19	6	7	8	5	3	0	5	33	28	22	0	2	0	26	0	4	11	6	1					
10	Число действительных бюллетеней	19971	976	340	262	472	562	463	1179	297	287	299	1181	1134	885	1023	1257	327	254	366	490	524	212	247	441	429	117	259	826	422	408	125	106	373	144	251	511	443	125	1418	536					
