Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Буйнакская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	40179	1954	2053	1885	1653	1987	2297	1623	1964	1829	1818	1667	1952	1990	1694	1969	1733	1632	1487	1963	1569	1655	368	1043	394									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39275	1685	2063	1894	1661	1997	2061	1631	1974	1700	1741	1675	1962	2000	1702	1979	1742	1640	1494	1826	1577	1459	369	1048	395									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23952	656	1777	1026	898	1540	518	881	1477	451	372	1404	1479	1474	1528	1494	683	1162	1187	492	1275	436	356	1012	374									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	100	5	0	3	1	0	2	0	0	7	0	5	0	0	6	20	5	18	15	5	8	0	0	0	0									
6	Число погашенных избирательных бюллетеней	15223	1024	286	865	762	457	1541	750	497	1242	1369	266	483	526	168	465	1054	460	292	1329	294	1023	13	36	21									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	100	5	0	3	1	0	2	0	0	7	0	5	0	0	6	20	5	18	15	5	8	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23952	656	1777	1026	898	1540	518	881	1477	451	372	1404	1479	1474	1528	1494	683	1162	1187	492	1275	436	356	1012	374									
9	Число недействительных избирательных бюллетеней	311	48	0	0	4	4	33	7	0	31	16	6	2	3	0	3	36	7	3	61	8	21	0	7	11									
10	Число действительных избирательных бюллетеней	23741	613	1777	1029	895	1536	487	874	1477	427	356	1403	1477	1471	1534	1511	652	1173	1199	436	1275	415	356	1005	363									
