Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Лешуконская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №487	УИК №488	УИК №489	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7447	127	110	551	132	517	184	240	390	76	94	88	58	217	55	106	1038	1524	1380	53	184	171	152									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6740	100	100	500	100	400	150	200	350	70	80	80	50	200	50	90	1000	1400	1300	50	170	150	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	141	0	21	31	17	15	0	20	0	0	7	0	0	13	0	0	0	2	11	0	2	2	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2435	55	27	167	37	166	53	80	146	36	29	40	35	83	29	49	313	456	439	19	63	57	56									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	164	1	3	21	0	19	0	4	17	4	5	0	2	6	3	4	10	14	24	2	6	3	16									
6	Число погашенных избирательных бюллетеней	4000	44	49	281	46	200	97	96	187	30	39	40	13	98	18	37	677	928	826	29	99	88	78									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	305	1	24	52	17	34	0	24	17	4	12	0	2	19	3	4	10	16	35	2	8	5	16									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2435	55	27	167	37	166	53	80	146	36	29	40	35	83	29	49	313	456	439	19	63	57	56									
9	Число недействительных избирательных бюллетеней	42	3	0	2	2	0	2	0	3	2	1	3	1	3	0	0	5	3	8	0	2	0	2									
10	Число действительных избирательных бюллетеней	2698	53	51	217	52	200	51	104	160	38	40	37	36	99	32	53	318	469	466	21	69	62	70									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	170	3	2	15	5	15	5	10	10	2	5	3	3	10	5	5	15	15	15	2	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	27	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	4	9	4	0	4	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	19	0	0	1	0	2	0	1	1	1	0	0	1	1	0	0	2	4	2	0	0	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	143	3	2	15	5	15	5	10	7	2	5	3	3	9	3	5	11	6	11	2	6	10	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	4	1	0	0	1	0									
