Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Миллеровская 																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №246	УИК №247	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №2480	УИК №2550	УИК №2551	УИК №2552	УИК №2553									
1	Число избирателей, включенных в список избирателей	55701	75	1690	2194	2265	2564	448	1732	1611	2665	2112	1179	2817	2468	1818	2883	1646	600	827	201	668	499	663	608	275	1253	197	684	237	760	566	634	269	1139	391	1050	588	2769	198	236	288	558	141	651	654	604	506	671	700	131	2265	315	451	153	586	296	138	147	390	577									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	55407	77	1726	2296	2194	2476	413	1703	1624	2685	2098	1134	2826	2409	1836	2303	1559	609	834	173	674	503	663	622	283	1256	201	698	235	772	609	646	277	1163	394	1057	583	2841	207	275	284	570	152	682	647	611	532	694	701	136	2346	326	457	158	609	309	141	146	388	584									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	30020	41	831	1215	1260	1347	285	912	917	1558	1083	530	1969	1132	998	1699	930	308	379	103	238	249	306	357	169	674	111	383	97	463	399	297	137	548	238	538	357	1417	112	169	171	305	92	322	376	313	328	328	321	60	1093	186	257	85	305	173	90	91	201	167									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4868	33	42	64	63	167	51	74	42	66	78	59	91	90	70	29	34	202	86	46	206	132	84	76	17	128	19	59	63	73	88	150	42	244	58	171	79	183	29	26	45	32	9	53	186	79	63	107	131	26	275	19	52	37	74	40	8	23	37	258									
6	Число погашенных избирательных бюллетеней	20519	3	853	1017	871	962	77	717	665	1061	937	545	766	1187	768	575	595	99	369	24	230	122	273	189	97	454	71	256	75	236	122	199	98	371	98	348	147	1241	66	80	68	233	51	307	85	219	141	259	249	50	978	121	148	36	230	96	43	32	150	159									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4865	33	42	64	63	164	51	74	42	66	78	59	91	90	70	29	34	202	86	46	206	132	84	76	17	128	19	59	63	73	88	150	42	244	58	171	79	183	29	26	45	32	9	53	186	79	63	107	131	26	275	19	52	37	74	40	8	23	37	258									
