Выборы Президента Российской Федерации																																																																			
Дата голосования: 02.03.2008																																																																			
																																																																			
Наименование Избирательной комиссии:    Миллеровская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
	Число участковых избирательных комиссий	60																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																	
																																																																			
		Сумма	УИК №246	УИК №247	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №2480	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554					
1	"Число избирателей, включенных в списки избирателей"	56345	86	1756	2051	2433	2599	343	1758	1848	2957	1854	1157	2799	2470	1797	2671	1637	601	848	182	651	514	672	594	324	1266	210	699	249	737	607	646	257	1139	382	1053	602	2755	200	278	287	631	153	742	676	630	511	702	708	142	2306	322	458	165	636	303	142	148	400	339	262					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49925	86	1510	1851	2037	2237	332	1517	1611	2571	1558	1020	2421	2083	1544	2261	1571	562	779	181	606	479	608	538	293	1141	205	650	229	673	552	581	237	1041	347	950	538	2365	207	253	257	580	157	667	618	563	468	641	649	150	2013	288	427	165	579	275	145	153	358	310	237					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	38395	52	1457	1543	1414	1832	297	1399	1278	1984	1023	753	1798	1017	1052	1893	1363	393	575	162	454	268	475	453	227	1021	149	569	185	546	379	494	214	686	203	776	432	1934	140	236	245	456	130	275	404	517	300	463	465	106	1535	244	317	130	441	206	134	120	318	232	231					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4330	29	45	56	107	78	10	96	66	77	200	64	42	105	111	30	90	127	162	9	115	88	78	59	12	108	19	38	31	109	119	34	17	237	84	95	61	270	35	2	0	71	12	146	76	25	90	106	92	11	314	16	59	17	93	26	0	12	3	40	6					
6	Число погашенных избирательных бюллетеней	7200	5	8	252	516	327	25	22	267	510	335	203	581	961	381	338	118	42	42	10	37	123	55	26	54	12	37	43	13	18	54	53	6	118	60	79	45	161	32	15	12	53	15	246	138	21	78	72	92	33	164	28	51	18	45	43	11	21	37	38	0					
