Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Пачелмская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581					
1	"Число избирателей, внесенных в списки"	14770	2473	2361	2006	399	448	158	130	473	1171	1044	415	158	137	451	290	128	557	125	94	594	238	381	194	259	86					
2	"Число бюллетеней, полученных участковыми комиссиями"	14675	2460	2312	1946	405	447	159	132	474	1171	1042	415	158	139	459	287	132	560	129	93	589	238	384	200	258	86					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8598	1273	1199	968	249	250	96	82	246	763	843	269	110	77	254	197	80	312	66	67	459	172	200	121	167	78					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	820	40	52	59	35	48	18	10	112	32	0	73	8	32	50	33	17	49	14	12	19	13	24	24	41	5					
6	Число погашенных бюллетеней	5257	1147	1061	919	121	149	45	40	116	376	199	73	40	30	155	57	35	199	49	14	111	53	160	55	50	3					
7	Число бюллетеней в переносных ящиках для голосования	820	40	52	59	35	48	18	10	112	32	0	73	8	32	50	33	17	49	14	12	19	13	24	24	41	5					
8	Число бюллетеней в стационарных ящиках для голосования	8552	1233	1198	963	249	250	96	82	246	763	843	269	110	77	254	197	80	312	66	67	459	172	200	121	167	78					
9	Число недействительных бюллетеней	167	21	16	31	2	8	4	8	8	7	33	2	1	1	1	1	6	0	3	0	0	0	2	5	2	5					
10	Число действительных бюллетеней	9205	1252	1234	991	282	290	110	84	350	788	810	340	117	108	303	229	91	361	77	79	478	185	222	140	206	78					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	169	15	25	15	5	5	5	2	5	10	10	5	5	2	5	5	3	10	3	2	10	5	5	5	5	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	8	16	5	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	4	3	3	1	1	1	0	2	1	0	0	2	1	0	0	0	0	1	0	1	0	1	1	1	2					
14	Число погашенных открепительных удостоверений	135	7	9	10	5	5	5	1	5	9	9	5	5	2	5	5	3	10	3	2	10	5	3	5	5	2					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	129	22	15	17	1	1	6	1	9	9	13	3	3	0	2	3	0	3	0	2	6	2	7	4	0	0					
		1.37%	1.72%	1.2%	1.66%	0.35%	0.33%	5.26%	1.08%	2.51%	1.13%	1.54%	0.87%	2.54%	0.0%	0.65%	1.30%	0.0%	0.83%	0.0%	2.53%	1.25%	1.08%	3.12%	2.75%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	37	7	4	3	2	0	1	1	2	2	9	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0					
		0.39%	0.54%	0.32%	0.29%	0.70%	0.0%	0.87%	1.08%	0.55%	0.25%	1.06%	0.0%	0.0%	0.0%	0.32%	1.30%	0.0%	0.27%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	236	62	49	43	3	6	3	0	7	17	0	8	3	1	3	1	3	12	3	0	3	0	1	0	6	2					
		2.51%	4.87%	3.92%	4.20%	1.05%	2.01%	2.63%	0.0%	1.95%	2.13%	0.0%	2.33%	2.54%	0.91%	0.98%	0.43%	3.09%	3.32%	3.75%	0.0%	0.62%	0.0%	0.44%	0.0%	2.88%	2.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	71	10	16	10	0	2	2	1	6	2	0	1	1	0	3	2	0	1	2	0	4	0	0	3	4	1					
		0.75%	0.78%	1.28%	0.97%	0.0%	0.67%	1.75%	1.08%	1.67%	0.25%	0.0%	0.29%	0.84%	0.0%	0.98%	0.86%	0.0%	0.27%	2.5%	0.0%	0.83%	0.0%	0.0%	2.06%	1.92%	1.20%					
22	"5. ""За Русь Святую"""	61	6	16	13	0	1	1	1	5	1	0	0	1	0	4	1	0	3	0	0	1	0	0	2	4	1					
		0.65%	0.47%	1.28%	1.27%	0.0%	0.33%	0.87%	1.08%	1.39%	0.12%	0.0%	0.0%	0.84%	0.0%	1.31%	0.43%	0.0%	0.83%	0.0%	0.0%	0.20%	0.0%	0.0%	1.37%	1.92%	1.20%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	6	4	3	0	2	1	1	1	1	0	0	0	0	0	1	0	4	0	1	1	0	1	0	3	0					
		0.32%	0.47%	0.32%	0.29%	0.0%	0.67%	0.87%	1.08%	0.27%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	1.10%	0.0%	1.26%	0.20%	0.0%	0.44%	0.0%	1.44%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	43	6	8	12	0	3	1	0	0	0	6	0	0	0	1	2	0	1	0	0	1	1	0	0	1	0					
		0.45%	0.47%	0.64%	1.17%	0.0%	1.00%	0.87%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.32%	0.86%	0.0%	0.27%	0.0%	0.0%	0.20%	0.54%	0.0%	0.0%	0.48%	0.0%					
