Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Упоровская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037					
1	"Число избирателей, внесенных в список избирателей"	14664	430	233	142	87	444	125	79	756	194	99	129	89	511	576	204	130	160	127	67	464	132	123	477	220	132	274	334	490	920	205	379	60	761	182	206	1475	1413	991	572	116	156					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15179	451	240	149	92	441	129	85	735	209	105	140	98	556	619	229	133	169	143	73	462	140	128	485	220	131	300	360	563	933	206	374	62	809	196	215	1492	1443	1005	576	123	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12230	397	185	128	84	370	112	52	592	172	93	112	85	429	541	189	72	136	121	63	437	119	114	336	159	122	229	295	324	839	185	318	56	660	139	153	1181	1220	811	388	108	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1286	17	31	12	3	40	11	22	57	20	2	12	4	51	14	6	22	14	2	4	2	6	6	98	54	7	32	32	79	59	12	37	2	76	31	47	106	95	82	52	4	23					
6	Число погашенных избирательных бюллетеней	1590	37	24	9	5	31	6	11	86	17	10	16	9	76	64	34	6	19	20	6	23	15	8	51	7	2	39	33	120	35	9	19	4	73	26	15	205	128	112	136	11	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1359	17	31	12	3	40	11	22	57	20	2	12	4	51	14	6	55	14	2	4	2	6	6	98	54	7	32	32	119	59	12	37	2	76	31	47	106	95	82	52	4	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12230	397	185	128	84	370	112	52	592	172	93	112	85	429	541	189	72	136	121	63	437	119	114	336	159	122	229	295	324	839	185	318	56	660	139	153	1181	1220	811	388	108	104					
9	Число недействительных избирательных бюллетеней	69	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	9	12	6	0	0	0	2	0	1	0	0	5	0	0	0					
10	Число действительных избирательных бюллетеней	13520	414	216	140	87	379	123	74	649	192	95	123	89	480	555	195	127	149	123	67	438	125	120	434	213	129	261	318	431	892	197	355	58	734	170	199	1287	1315	888	440	112	127					
